Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
673,12330,Clark Harris,CIN,null,37,LS,LS1,619,619,619,619,619,619
674,12450,Al Woods,SEA,9,35,DT,DL12,620,620,620,620,620,620
675,12815,Josh Bynes,CAR,8,32,ILB,LB2,621,621,621,621,621,621
676,12822,Pernell McPhee,BAL,null,33,OLB,LB3,622,622,622,622,622,622
677,12829,Jimmy Smith,BAL,null,33,CB,DB8,623,623,623,623,623,623
678,12902,Cameron Heyward,PIT,7,32,DT,DL13,624,624,624,624,624,624
679,12955,J.J. Watt,ARI,12,33,DE,DL14,625,625,625,625,625,625
680,13018,Chris Harris Jr.,LAC,null,32,CB,DB9,626,626,626,626,626,626
681,13022,Von Miller,DEN,7,33,OLB,LB4,null,null,null,null,null,627
682,13036,Justin Houston,BAL,null,33,OLB,LB5,628,628,628,628,628,628
683,13166,Ryan Kerrigan,PHI,null,33,DE,DL15,629,629,629,629,629,629
684,13181,Mario Addison,BUF,null,34,DE,DL16,630,630,630,630,630,630
685,13320,Cam Newton,NE,null,32,QB,QB82,631,631,631,631,631,631
686,13338,Cameron Jordan,NO,6,32,DE,DL17,632,632,632,632,632,632
687,13370,Luke Stocker,TEN,null,33,TE,TE125,633,633,633,633,633,633
688,13393,Robert Quinn,CHI,10,31,OLB,LB6,634,634,634,634,634,634
689,13415,Patrick Peterson,MIN,7,31,CB,DB10,635,635,635,635,635,635
690,13453,Aldon Smith,TEN,null,32,DE,DL18,636,636,636,636,636,636
691,13480,Malcolm Smith,CLE,null,32,OLB,LB7,637,637,637,637,637,637
692,13484,K.J. Wright,LV,null,32,OLB,LB8,638,638,638,638,638,638
693,13721,Fletcher Cox,PHI,14,31,DT,DL19,639,639,639,639,639,639
694,13722,Vinny Curry,NYJ,6,33,DE,DL20,640,640,640,640,640,640
695,13731,Mychal Kendricks,SF,null,31,OLB,LB9,641,641,641,641,641,641
696,13744,Nate Ebner,NYG,null,33,SS,DB11,642,642,642,642,642,642
697,13748,Dont'a Hightower,NE,null,32,LB,LB10,643,643,643,643,643,643
698,13749,Chandler Jones,ARI,8,32,OLB,LB11,644,644,644,644,644,644
699,13753,Tavon Wilson,SF,6,32,SS,DB12,645,645,645,645,645,645
700,13761,Stephon Gilmore,NE,14,31,CB,DB13,646,646,646,646,646,646
701,13791,Lamar Miller,WAS,null,31,RB,RB153,647,647,647,647,647,647
702,13810,Demario Davis,NO,6,33,OLB,LB12,648,648,648,648,648,648
703,13894,Tashaun Gipson Sr.,CHI,null,31,FS,DB14,649,649,649,649,649,649
704,13961,Randy Bullock,DET,13,32,K,K37,null,null,null,null,null,650
705,13977,Whitney Mercilus,HOU,null,31,OLB,LB13,651,651,651,651,651,651
706,14037,Julian Stanford,CAR,13,31,ILB,LB14,652,652,652,652,652,652
707,14048,Malik Jackson,CLE,null,32,DT,DL21,653,653,653,653,653,653
708,14059,Derek Wolfe,BAL,8,32,DE,DL22,654,654,654,654,654,654
709,14128,Melvin Ingram III,PIT,null,33,LB,LB15,655,655,655,655,655,655
710,14167,Kyle Wilber,LV,null,33,OLB,LB16,656,656,656,656,656,656
711,14269,Alfred Morris,NYG,null,33,RB,RB154,657,657,657,657,657,657
712,14280,Mike Daniels,CIN,10,32,DT,DL23,658,658,658,658,658,658
713,14285,Casey Hayward Jr.,LV,6,32,CB,DB15,659,659,659,659,659,659
714,14340,Josh Norman,SF,6,34,CB,DB16,660,660,660,660,660,660
715,14358,Akiem Hicks,CHI,null,32,DT,DL24,661,661,661,661,661,661
716,14375,Lavonte David,TB,9,32,ILB,LB17,662,662,662,662,662,662
717,14397,Michael Brockers,DET,9,31,DL,DL25,663,663,663,663,663,663
718,14412,Jackrabbit Jenkins,TEN,null,33,CB,DB17,664,664,664,664,664,664
719,14419,Rodney McLeod,PHI,14,31,FS,DB18,665,665,665,665,665,665
720,14461,Harrison Smith,MIN,7,33,SS,DB19,666,666,666,666,666,666
721,14469,Justin Bethel,NE,14,31,CB,DB20,667,667,667,667,667,667
722,14534,Bobby Wagner,SEA,11,31,ILB,LB18,668,668,668,668,668,668
723,14743,Lawrence Guy,NE,14,32,DE,DL26,669,669,669,669,669,669
724,14767,Anthony Levine Sr.,BAL,null,35,DB,DB21,670,670,670,670,670,670
725,14851,Damion Square,CLE,null,33,DT,DL27,671,671,671,671,671,671
726,14855,Matt Barkley,TEN,7,31,QB,QB83,null,null,null,null,null,672
727,14860,Jordan Poyer,BUF,7,31,SS,DB22,673,673,673,673,673,673
728,14885,Jamie Collins Sr.,DET,null,32,LB,LB19,674,674,674,674,674,674
729,14887,Duron Harmon,ATL,8,31,SS,DB23,675,675,675,675,675,675
730,14888,Logan Ryan,NYG,9,31,DB,DB24,676,676,676,676,676,676
731,14894,Sheldon Richardson,MIN,null,31,DT,DL28,677,677,677,677,677,677
732,14904,John Simon,TEN,7,31,DE,DL29,678,678,678,678,678,678
733,14906,Brandon Williams,BAL,null,33,NT,DL30,679,679,679,679,679,679
734,14918,Tyler Eifert,JAX,null,31,TE,TE126,680,680,680,680,680,680
735,14922,Margus Hunt,ARI,null,34,DE,DL31,681,681,681,681,681,681
736,14925,Shawn Williams,ARI,null,30,SS,DB25,682,682,682,682,682,682
737,14949,Barkevious Mingo,ATL,null,31,OLB,LB20,683,683,683,683,683,683
738,14974,Nick Williams,DET,null,32,DT,DL32,684,684,684,684,684,684
739,14975,Vince Williams,PIT,null,32,ILB,LB21,685,685,685,685,685,685
740,14983,Blidi Wreh-Wilson,LV,null,32,CB,DB26,686,686,686,686,686,686
741,15011,Chris Banjo,ARI,null,32,FS,DB27,687,687,687,687,687,687
742,15029,Lerentee McCray,JAX,7,31,DE,DL33,688,688,688,688,688,688
743,15086,B.W. Webb,SF,null,32,CB,DB28,689,689,689,689,689,689
744,15090,Johnathan Hankins,LV,8,30,DT,DL34,690,690,690,690,690,690
745,15092,Damontre Moore,IND,null,29,DE,DL35,691,691,691,691,691,691
746,15113,Jon Bostic,WAS,null,30,ILB,LB22,692,692,692,692,692,692
747,15126,Theo Riddick,LV,null,30,RB,RB155,693,693,693,693,693,693
748,15127,Darius Slay,PHI,14,31,CB,DB29,694,694,694,694,694,694
749,15136,Micah Hyde,BUF,7,31,S,DB30,695,695,695,695,695,695
750,15151,Xavier Rhodes,IND,null,31,CB,DB31,696,696,696,696,696,696
751,15177,Robert Alford,ARI,null,33,CB,DB32,697,697,697,697,697,697
752,15183,Desmond Trufant,CHI,null,31,CB,DB33,698,698,698,698,698,698
753,15186,A.J. Klein,BUF,null,30,OLB,LB23,699,699,699,699,699,699
754,15188,Star Lotulelei,BUF,null,32,DT,DL36,700,700,700,700,700,700
755,15190,Ryan Griffin,TB,9,32,QB,QB84,null,null,null,null,null,701
756,15194,John Jenkins,MIA,14,32,NT,DL37,702,702,702,702,702,702
757,15196,Kenny Stills,BUF,null,30,WR,WR229,703,703,703,703,703,703
758,15200,William Gholston,TB,null,30,DE,DL38,704,704,704,704,704,704
759,15203,Steven Means,ATL,null,31,OLB,LB24,705,705,705,705,705,705
760,15204,Akeem Spence,NE,null,30,DT,DL39,706,706,706,706,706,706
761,15208,Cody Davis,NE,14,32,SS,DB34,707,707,707,707,707,707
762,15220,Alec Ogletree,CHI,null,30,ILB,LB25,708,708,708,708,708,708
763,15226,Tyrann Mathieu,KC,null,29,SS,DB35,709,709,709,709,709,709
764,15227,Kevin Minter,TB,null,31,ILB,LB26,710,710,710,710,710,710
765,15228,Alex Okafor,KC,null,31,DE,DL40,711,711,711,711,711,711
766,15263,Luke Willson,SEA,null,32,TE,TE127,712,712,712,712,712,712
767,15302,Bradley McDougald,TEN,null,31,SS,DB36,713,713,713,713,713,713
768,15359,Rashaan Melvin,CAR,13,32,CB,DB37,714,714,714,714,714,714
769,15375,Mike Purcell,DEN,11,31,NT,DL41,715,715,715,715,715,715
770,15423,Brandon Copeland,ATL,null,30,LB,LB27,716,716,716,716,716,716
771,15441,Abry Jones,TEN,null,30,NT,DL42,717,717,717,717,717,717
772,15450,LaRoy Reynolds,NE,null,31,OLB,LB28,718,718,718,718,718,718
773,15469,Nickell Robey-Coleman,DET,null,30,CB,DB38,719,719,719,719,719,719
774,15478,A.J. Bouye,CAR,null,30,CB,DB39,720,720,720,720,720,720
775,15576,Jeff Heath,NO,null,30,SS,DB40,721,721,721,721,721,721
776,15814,Benson Mayowa,SEA,null,30,DE,DL43,722,722,722,722,722,722
777,15854,Brett Maher,NO,null,32,K,K38,723,723,723,723,723,723
778,15866,Josh Hill,DET,null,31,TE,TE128,724,724,724,724,724,724
779,15917,James Winchester,KC,null,32,LS,LS2,725,725,725,725,725,725
780,15988,Ross Cockrell,TB,9,30,CB,DB41,726,726,726,726,726,726
781,16035,Malcolm Butler,ARI,14,32,CB,DB42,727,727,727,727,727,727
782,16067,Kerry Hyder Jr.,SEA,6,31,DE,DL44,728,728,728,728,728,728
783,16078,Terrence Brooks,HOU,10,30,DB,DB43,729,729,729,729,729,729
784,16093,C.J. Mosley,NYJ,6,29,ILB,LB29,730,730,730,730,730,730
785,16100,Brent Urban,DAL,null,30,DE,DL45,731,731,731,731,731,731
786,16107,Darqueze Dennard,ARI,6,30,CB,DB44,732,732,732,732,732,732
787,16128,Pierre Desir,SEA,null,31,CB,DB45,733,733,733,733,733,733
788,16133,Christian Kirksey,HOU,10,29,OLB,LB30,734,734,734,734,734,734
789,16143,K'Waun Williams,SF,11,30,CB,DB46,735,735,735,735,735,735
790,16153,Josh Mauro,ARI,null,31,DE,DL46,736,736,736,736,736,736
791,16171,DaQuan Jones,CAR,7,30,DT,DL47,737,737,737,737,737,737
792,16194,Jadeveon Clowney,CLE,null,29,DE,DL48,738,738,738,738,738,738
793,16226,Zach Kerr,SF,10,31,DT,DL49,null,null,null,null,null,739
794,16232,Donte Moncrief,HOU,null,28,WR,WR230,740,740,740,740,740,740
795,16236,Cody Parkey,CLE,null,30,K,K39,741,741,741,741,741,741
796,16245,Blake Bortles,GB,null,30,QB,QB85,null,null,null,null,null,742
797,16258,Marqise Lee,SF,null,30,WR,WR231,743,743,743,743,743,743
798,16265,Chris Smith,BAL,null,30,DL,DL50,744,744,744,744,744,744
799,16271,Shaquil Barrett,TB,9,29,OLB,LB31,745,745,745,745,745,745
800,16276,Bennie Fowler,SF,null,30,WR,WR232,746,746,746,746,746,746
801,16283,Bradley Roby,NO,6,30,CB,DB47,747,747,747,747,747,747
802,16294,Dee Ford,SF,6,31,DE,DL51,748,748,748,748,748,748
803,16303,Daniel Sorensen,KC,6,32,FS,DB48,749,749,749,749,749,749
804,16310,Denico Autry,TEN,13,31,DL,DL52,750,750,750,750,750,750
805,16312,T.J. Carrie,IND,null,31,CB,DB49,751,751,751,751,751,751
806,16315,Justin Ellis,BAL,10,31,DT,DL53,752,752,752,752,752,752
807,16319,Shelby Harris,DEN,9,30,DE,DL54,753,753,753,753,753,753
808,16323,Khalil Mack,CHI,7,31,OLB,LB32,754,754,754,754,754,754
809,16334,Jeremiah Attaochu,CHI,10,29,OLB,LB33,755,755,755,755,755,755
810,16353,Jason Verrett,SF,null,30,CB,DB50,756,756,756,756,756,756
811,16364,Anthony Hitchens,KC,null,29,LB,LB34,757,757,757,757,757,757
812,16366,DeMarcus Lawrence,DAL,7,30,DE,DL55,758,758,758,758,758,758
813,16370,Terrance Mitchell,HOU,14,29,CB,DB51,759,759,759,759,759,759
814,16395,Xavier Grimble,BAL,null,29,TE,TE129,760,760,760,760,760,760
815,16396,Bennett Jackson,NYJ,null,30,CB,DB52,761,761,761,761,761,761
816,16397,Devon Kennard,ARI,12,30,OLB,LB35,762,762,762,762,762,762
817,16407,Bashaud Breeland,MIN,null,30,CB,DB53,763,763,763,763,763,763
818,16429,Brandon Dunn,HOU,null,29,DL,DL56,764,764,764,764,764,764
819,16432,Kyle Fuller,DEN,null,30,CB,DB54,765,765,765,765,765,765
820,16434,Christian Jones,CHI,null,31,OLB,LB36,766,766,766,766,766,766
821,16457,Nevin Lawson,LV,null,31,CB,DB55,767,767,767,767,767,767
822,16463,Caraun Reid,CAR,null,30,DT,DL57,768,768,768,768,768,768
823,16467,Kyle Van Noy,NE,null,31,LB,LB37,769,769,769,769,769,769
824,16473,Ha Ha Clinton-Dix,SF,11,29,SS,DB56,770,770,770,770,770,770
825,16486,Mike Pennel,CHI,null,30,DT,DL58,771,771,771,771,771,771
826,16491,Richard Rodgers,PHI,14,30,TE,TE130,null,null,null,null,null,772
827,16492,Joe Thomas,HOU,10,30,OLB,LB38,773,773,773,773,773,773
828,16496,Anthony Barr,MIN,null,30,OLB,LB39,774,774,774,774,774,774
829,16515,Shamar Stephen,DEN,null,31,DT,DL59,775,775,775,775,775,775
830,16520,Ricardo Allen,CIN,null,30,FS,DB57,776,776,776,776,776,776
831,16524,Devonta Freeman,BAL,null,30,RB,RB156,777,777,777,777,777,777
832,16550,Kelvin Benjamin,NYG,null,31,WR,WR233,null,null,null,null,null,778
833,16618,Aaron Donald,LAR,11,30,DT,DL60,null,null,null,null,null,779
834,16621,Garrett Gilbert,NE,8,30,QB,QB86,null,null,null,null,null,780
835,16625,Lamarcus Joyner,NYJ,6,31,FS,DB58,781,781,781,781,781,781
836,16640,John Brown,LV,null,32,WR,WR234,null,null,null,null,null,782
837,16642,Deone Bucannon,TB,null,29,ILB,LB40,783,783,783,783,783,783
838,16669,Dontae Johnson,SF,6,30,CB,DB59,784,784,784,784,784,784
839,16678,Jimmie Ward,SF,6,30,FS,DB60,785,785,785,785,785,785
840,16688,Cassius Marsh,PIT,null,29,DE,DL61,786,786,786,786,786,786
841,16690,Kevin Pierre-Louis,HOU,10,30,ILB,LB41,787,787,787,787,787,787
842,16724,Adrian Phillips,NE,14,30,SS,DB61,788,788,788,788,788,788
843,16728,Dontrelle Inman,WAS,null,33,WR,WR235,789,789,789,789,789,789
844,16764,Dante Fowler Jr.,ATL,7,27,OLB,LB42,790,790,790,790,790,790
845,16767,Leonard Williams,NYG,10,27,DE,DL62,791,791,791,791,791,791
846,16772,Trae Waynes,CIN,null,29,CB,DB62,792,792,792,792,792,792
847,16773,Danny Shelton,NYG,null,28,DT,DL63,793,793,793,793,793,793
848,16777,Kevin Johnson,TEN,null,29,CB,DB63,794,794,794,794,794,794
849,16778,Arik Armstead,SF,6,28,DE,DL64,795,795,795,795,795,795
850,16779,Marcus Peters,BAL,8,29,CB,DB64,796,796,796,796,796,796
851,16783,Bud Dupree,TEN,13,29,OLB,LB43,797,797,797,797,797,797
852,16786,Shaq Thompson,CAR,13,28,ILB,LB44,798,798,798,798,798,798
853,16788,Byron Jones,MIA,14,29,CB,DB65,799,799,799,799,799,799
854,16791,Damarious Randall,SEA,null,29,CB,DB66,800,800,800,800,800,800
855,16793,Malcom Brown,JAX,7,28,DT,DL65,801,801,801,801,801,801
856,16794,Landon Collins,WAS,null,28,SS,DB67,802,802,802,802,802,802
857,16796,Mario Edwards Jr.,CHI,10,28,DE,DL66,803,803,803,803,803,803
858,16798,Devin Smith,NE,null,30,WR,WR236,804,804,804,804,804,804
859,16799,Preston Smith,GB,13,29,OLB,LB45,805,805,805,805,805,805
860,16800,Eddie Goldman,CHI,null,28,NT,DL67,806,806,806,806,806,806
861,16802,Devin Funchess,GB,null,27,WR,WR237,807,807,807,807,807,807
862,16804,Benardrick McKinney,MIA,null,29,ILB,LB46,808,808,808,808,808,808
863,16806,Eric Kendricks,MIN,7,30,ILB,LB47,809,809,809,809,809,809
864,16807,Jaquiski Tartt,SF,null,30,S,DB68,810,810,810,810,810,810
865,16808,Eric Rowe,MIA,14,29,SS,DB69,811,811,811,811,811,811
866,16809,Denzel Perryman,LV,8,29,ILB,LB48,812,812,812,812,812,812
867,16811,Ronald Darby,DEN,11,28,CB,DB70,813,813,813,813,813,813
868,16819,Markus Golden,ARI,12,31,OLB,LB49,814,814,814,814,814,814
869,16821,Randy Gregory,DAL,11,29,DE,DL68,815,815,815,815,815,815
870,16824,Frank Clark,KC,12,28,DE,DL69,816,816,816,816,816,816
871,16825,Jordan Richards,BAL,null,29,SS,DB71,817,817,817,817,817,817
872,16839,P.J. Williams,NO,6,28,CB,DB72,818,818,818,818,818,818
873,16845,Jordan Hicks,ARI,7,29,ILB,LB50,819,819,819,819,819,819
874,16849,Danielle Hunter,MIN,7,27,DE,DL70,820,820,820,820,820,820
875,16850,Sean Mannion,MIN,7,30,QB,QB87,null,null,null,null,null,821
876,16851,Carl Davis,NE,14,30,DT,DL71,822,822,822,822,822,822
877,16854,Henry Anderson,NE,14,30,DE,DL72,823,823,823,823,823,823
878,16859,Steven Nelson,PHI,10,29,CB,DB73,824,824,824,824,824,824
879,16861,Angelo Blackson,CHI,10,29,DE,DL73,825,825,825,825,825,825
880,16862,Trey Flowers,DET,null,28,DE,DL74,826,826,826,826,826,826
881,16868,Justin Hardy,CHI,null,30,WR,WR238,827,827,827,827,827,827
882,16874,Gabe Wright,WAS,null,30,DT,DL75,828,828,828,828,828,828
883,16876,Ibraheim Campbell,IND,14,29,SS,DB74,829,829,829,829,829,829
884,16883,Za'Darius Smith,GB,7,29,OLB,LB51,830,830,830,830,830,830
885,16885,Kwon Alexander,NO,null,27,OLB,LB52,831,831,831,831,831,831
886,16888,Damien Wilson,JAX,13,28,LB,LB53,832,832,832,832,832,832
887,16902,Adrian Amos,GB,13,29,FS,DB75,833,833,833,833,833,833
888,16905,Bobby McCain,WAS,9,28,CB,DB76,834,834,834,834,834,834
889,16907,Brett Hundley,IND,null,28,QB,QB88,835,835,835,835,835,835
890,16911,David Parry,ARI,null,30,DT,DL76,836,836,836,836,836,836
891,16914,Tyeler Davison,ATL,6,29,DT,DL77,837,837,837,837,837,837
892,16929,David Mayo,WAS,9,28,OLB,LB54,838,838,838,838,838,838
893,16930,Tye Smith,MIN,7,29,CB,DB77,839,839,839,839,839,839
894,16952,Darius Philon,LV,null,28,DT,DL78,840,840,840,840,840,840
895,16960,Quandre Diggs,SEA,9,29,SS,DB78,null,null,null,null,null,841
896,16970,Christian Ringo,NO,null,30,DT,DL79,842,842,842,842,842,842
897,16976,Christian Covington,LAC,7,28,DE,DL80,843,843,843,843,843,843
898,16991,Edmond Robinson,NYJ,null,30,OLB,LB55,844,844,844,844,844,844
899,17006,Darryl Roberts,WAS,null,31,CB,DB79,845,845,845,845,845,845
900,17009,Trevor Siemian,NO,10,30,QB,QB89,null,null,null,null,null,846
901,17037,Justin Coleman,MIA,9,29,CB,DB80,847,847,847,847,847,847
902,17059,Grady Jarrett,ATL,6,29,DT,DL81,848,848,848,848,848,848
903,17081,Tyrell Adams,BUF,null,30,LB,LB56,849,849,849,849,849,849
904,17082,T.Y. McGill,PHI,7,29,DT,DL82,850,850,850,850,850,850
905,17085,Alex Singleton,PHI,11,28,OLB,LB57,851,851,851,851,851,851
906,17111,Deshazor Everett,WAS,null,30,FS,DB81,852,852,852,852,852,852
907,17113,Quinton Dunbar,DET,null,29,CB,DB82,853,853,853,853,853,853
908,17123,Nick Dzubnar,TEN,null,30,OLB,LB58,855,855,855,855,855,855
909,17136,Xavier Williams,ARI,null,30,DT,DL83,856,856,856,856,856,856
910,17145,Neville Hewitt,HOU,10,29,ILB,LB59,857,857,857,857,857,857
911,17147,Dean Marlowe,DET,6,29,SS,DB83,858,858,858,858,858,858
912,17157,Todd Davis,NYG,null,29,ILB,LB60,859,859,859,859,859,859
913,17187,Anthony Harris,PHI,14,30,FS,DB84,860,860,860,860,860,860
914,17192,Brandon King,NE,14,28,LB,LB61,861,861,861,861,861,861
915,17246,James Vaughters,CHI,6,28,OLB,LB62,862,862,862,862,862,862
916,17264,Efe Obada,BUF,9,30,DE,DL84,863,863,863,863,863,863
917,17294,Troy Hill,CLE,13,30,CB,DB85,864,864,864,864,864,864
918,17295,DeShawn Williams,DEN,11,29,NT,DL85,865,865,865,865,865,865
919,17307,Justin March-Lillard,TEN,8,28,ILB,LB63,866,866,866,866,866,866
920,17327,Justin Hamilton,DAL,null,28,DT,DL86,867,867,867,867,867,867
921,17328,Bryce Callahan,DEN,null,30,CB,DB86,868,868,868,868,868,868
922,17337,C.J. Goodwin,DAL,7,32,CB,DB87,869,869,869,869,869,869
923,17362,Josh Watson,DEN,10,25,ILB,LB64,870,870,870,870,870,870
924,17488,Curtis Riley,TB,null,29,FS,DB88,871,871,871,871,871,871
925,17512,Rakeem Nunez-Roches,TB,9,28,DE,DL87,872,872,872,872,872,872
926,17651,De'Vante Bausby,LV,14,29,CB,DB89,873,873,873,873,873,873
927,17691,Brandon Stephens,BAL,8,24,DB,DB90,874,874,874,874,874,874
928,17750,Ross Travis,ARI,null,29,TE,TE131,875,875,875,875,875,875
929,17899,Erik Harris,ATL,6,32,SS,DB91,876,876,876,876,876,876
930,17915,Joey Bosa,LAC,7,26,DE,DL88,877,877,877,877,877,877
931,17919,Jalen Ramsey,LAR,11,27,DB,DB92,null,null,null,null,null,878
932,17925,Myles Jack,JAX,7,26,OLB,LB65,879,879,879,879,879,879
933,17926,Jaylon Smith,DAL,null,26,ILB,LB66,880,880,880,880,880,880
934,17933,DeForest Buckner,IND,14,28,DT,DL89,881,881,881,881,881,881
935,17935,Leonard Floyd,LAR,11,29,OLB,LB67,null,null,null,null,null,882
936,17937,Reggie Ragland,NYG,null,28,LB,LB68,883,883,883,883,883,883
937,17939,Josh Doctson,NYJ,null,29,WR,WR239,884,884,884,884,884,884
938,17941,Robert Nkemdiche,SEA,null,27,NT,DL90,885,885,885,885,885,885
939,17942,Keanu Neal,DAL,9,26,S,DB93,886,886,886,886,886,886
940,17943,Shaq Lawson,NYJ,7,27,DE,DL91,887,887,887,887,887,887
941,17944,Vernon Butler,BUF,8,27,DT,DL92,888,888,888,888,888,888
942,17945,William Jackson III,WAS,9,29,CB,DB94,889,889,889,889,889,889
943,17947,Kenny Clark,GB,13,26,NT,DL93,890,890,890,890,890,890
944,17949,Sheldon Rankins,NYJ,6,28,DT,DL94,891,891,891,891,891,891
945,17950,Eli Apple,CIN,10,26,CB,DB95,null,null,null,null,null,892
946,17951,Darron Lee,LV,null,27,LB,LB69,893,893,893,893,893,893
947,17952,Karl Joseph,LV,7,28,SS,DB96,894,894,894,894,894,894
948,17953,Artie Burns,CHI,9,27,CB,DB97,895,895,895,895,895,895
949,17955,Vernon Hargreaves III,HOU,null,26,CB,DB98,896,896,896,896,896,896
950,17956,Noah Spence,NO,10,28,DE,DL95,null,null,null,null,null,897
951,17958,Emmanuel Ogbah,MIA,14,28,DE,DL96,898,898,898,898,898,898
952,17962,Roberto Aguayo,NE,null,27,K,K40,899,899,899,899,899,899
953,17965,C.J. Prosise,TB,null,27,RB,RB157,900,900,900,900,900,900
954,17967,Joe Schobert,PIT,null,28,ILB,LB70,901,901,901,901,901,901
955,17968,Andrew Billings,CLE,8,27,DT,DL97,902,902,902,902,902,902
956,17976,Xavien Howard,MIA,14,28,CB,DB99,903,903,903,903,903,903
957,17977,Kamalei Correa,KC,null,28,OLB,LB71,904,904,904,904,904,904
958,17978,Jihad Ward,JAX,10,27,DE,DL98,905,905,905,905,905,905
959,17979,A'Shawn Robinson,LAR,11,27,NT,DL99,null,null,null,null,null,906
960,17981,Jarran Reed,KC,13,29,DT,DL100,907,907,907,907,907,907
961,17983,Deion Jones,ATL,6,27,ILB,LB72,908,908,908,908,908,908
962,17985,Mackensie Alexander,MIN,null,28,CB,DB100,909,909,909,909,909,909
963,17988,T.J. Green,ATL,null,27,FS,DB101,910,910,910,910,910,910
964,17989,Sean Davis,IND,14,28,FS,DB102,911,911,911,911,911,911
965,17991,Vonn Bell,CIN,10,27,SS,DB103,null,null,null,null,null,912
966,17992,James Bradberry,NYG,10,28,CB,DB104,913,913,913,913,913,913
967,17993,Adam Gotsis,JAX,null,29,DE,DL101,914,914,914,914,914,914
968,17994,Kevin Byard,TEN,13,28,FS,DB105,915,915,915,915,915,915
969,17995,Carl Nassib,LV,null,29,DE,DL102,916,916,916,916,916,916
970,17997,Maliek Collins,HOU,10,27,DL,DL103,917,917,917,917,917,917
971,17999,Yannick Ngakoue,LV,14,27,DE,DL104,918,918,918,918,918,918
972,18001,Darian Thompson,DAL,null,28,SS,DB106,919,919,919,919,919,919
973,18002,Jonathan Bullard,ATL,null,28,DE,DL105,920,920,920,920,920,920
974,18005,Shilique Calhoun,SF,null,30,LB,LB73,921,921,921,921,921,921
975,18007,Daryl Worley,ARI,null,27,CB,DB107,922,922,922,922,922,922
976,18012,Jordan Jenkins,HOU,10,27,OLB,LB74,923,923,923,923,923,923
977,18013,Kendall Fuller,WAS,9,27,CB,DB108,924,924,924,924,924,924
978,18015,Nick Vigil,MIN,12,28,OLB,LB75,925,925,925,925,925,925
979,18016,Kyler Fackrell,LAC,8,30,OLB,LB76,926,926,926,926,926,926
980,18017,Javon Hargrave,PHI,14,29,DT,DL106,927,927,927,927,927,927
981,18023,Justin Simmons,DEN,11,28,FS,DB109,928,928,928,928,928,928
982,18026,Sheldon Day,CLE,null,27,DT,DL107,929,929,929,929,929,929
983,18027,Tavon Young,BAL,10,28,CB,DB110,930,930,930,930,930,930
984,18029,Eric Murray,HOU,10,28,FS,DB111,931,931,931,931,931,931
985,18030,Chris Moore,HOU,null,28,WR,WR240,932,932,932,932,932,932
986,18033,Miles Killebrew,PIT,7,28,LB,LB77,933,933,933,933,933,933
987,18035,Nick Kwiatkoski,LV,null,28,ILB,LB78,934,934,934,934,934,934
988,18037,De'Vondre Campbell,GB,13,28,OLB,LB79,935,935,935,935,935,935
989,18038,Hassan Ridgeway,PHI,6,27,DT,DL108,936,936,936,936,936,936
990,18039,Pharoh Cooper,JAX,null,27,WR,WR241,null,null,null,null,null,937
991,18040,Juston Burris,CAR,13,28,SS,DB112,938,938,938,938,938,938
992,18042,David Onyemata,NO,6,29,NT,DL109,939,939,939,939,939,939
993,18045,Deon Bush,CHI,12,28,FS,DB113,940,940,940,940,940,940
994,18052,Blake Martinez,NYG,10,28,ILB,LB80,941,941,941,941,941,941
995,18054,Rashard Robinson,DAL,null,26,CB,DB114,942,942,942,942,942,942
996,18056,Dean Lowry,GB,13,27,DE,DL110,943,943,943,943,943,943
997,18060,Ronald Blair,NYJ,6,29,DE,DL111,944,944,944,944,944,944
998,18064,Matthew Judon,NE,14,29,OLB,LB81,945,945,945,945,945,945
999,18065,Quinton Jefferson,LV,9,29,DT,DL112,946,946,946,946,946,946
1000,18069,Matt Ioannidis,WAS,13,28,DT,DL113,947,947,947,947,947,947
1001,18080,Trevor Davis,WAS,null,28,WR,WR242,948,948,948,948,948,948
1002,18083,D.J. Reader,CIN,10,27,NT,DL114,null,null,null,null,null,949
1003,18084,Marqui Christian,CHI,null,27,SS,DB115,950,950,950,950,950,950
1004,18094,Temarrick Hemingway,WAS,9,28,TE,TE132,null,null,null,null,null,951
1005,18102,DeAndre Houston-Carson,CHI,10,29,S,DB116,952,952,952,952,952,952
1006,18104,Nate Sudfeld,SF,6,28,QB,QB90,null,null,null,null,null,953
1007,18106,Anthony Brown,DAL,7,28,CB,DB117,954,954,954,954,954,954
1008,18113,Blake Countess,PHI,11,28,SS,DB118,955,955,955,955,955,955
1009,18114,Danny Vitale,NE,null,28,FB,RB158,956,956,956,956,956,956
1010,18119,Anthony Zettel,SF,null,29,DE,DL115,957,957,957,957,957,957
1011,18123,Jeff Driskel,HOU,10,29,QB,QB91,null,null,null,null,null,958
1012,18124,Kamu Grugier-Hill,HOU,10,27,OLB,LB82,959,959,959,959,959,959
1013,18125,Maurice Canady,DAL,null,27,CB,DB119,960,960,960,960,960,960
1014,18128,Kavon Frazier,CIN,null,27,SS,DB120,961,961,961,961,961,961
1015,18130,Elandon Roberts,MIA,14,28,LB,LB83,962,962,962,962,962,962
