Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
331,15239,Vance McDonald,PIT,null,31,TE,TE25,null,null,null,null,null,286
332,8534,Jared Cook,LV,null,35,TE,TE26,151,151,151,151,151,288
333,19925,Jaleel Scott,BAL,null,27,WR,WR126,1209,1209,1209,1209,1209,289
334,19959,Jordan Lasley,BAL,null,25,WR,WR127,null,null,null,null,null,290
335,18974,Chad Williams,ARI,null,27,WR,WR128,1059,1059,1059,1059,1059,296
336,19023,Mack Hollins,PHI,8,28,WR,WR129,null,null,null,null,null,297
337,19318,Kendrick Bourne,SF,14,26,WR,WR130,null,null,null,null,null,298
338,19801,Josh Allen,BUF,7,25,QB,QB37,null,null,null,null,null,299
339,14985,Ryan Griffin,HOU,10,32,TE,TE27,null,null,null,null,null,300
340,16278,Cody Latimer,NYG,null,29,WR,WR131,null,null,null,null,null,301
341,14872,Mike Gillislee,NO,null,31,RB,RB96,null,null,null,null,null,302
342,16768,Kevin White,CHI,6,28,WR,WR132,null,null,null,null,null,303
343,18047,Demarcus Robinson,KC,8,27,WR,WR133,null,null,null,null,null,304
344,17965,C.J. Prosise,SEA,null,27,RB,RB97,900,900,900,900,900,306
345,17914,Laquon Treadwell,MIN,7,26,WR,WR134,null,null,null,null,null,307
346,18034,Malcolm Mitchell,NE,null,29,WR,WR135,null,null,null,null,null,308
347,16856,Matt Jones,PHI,null,26,RB,RB98,null,null,null,null,null,309
348,18061,DeAndre Washington,LV,null,29,RB,RB99,null,null,null,null,null,310
349,18935,Gerald Everett,LAR,7,27,TE,TE28,null,null,null,null,null,312
350,17986,Tyler Boyd,CIN,10,27,WR,WR136,null,null,null,null,null,313
351,13016,Virgil Green,LAC,null,33,TE,TE29,null,null,null,null,null,314
352,18241,Johnny Holton,LV,null,30,WR,WR137,null,null,null,null,null,316
353,16189,Alfred Blue,HOU,null,31,RB,RB100,null,null,null,null,null,317
354,19976,Marquez Valdes-Scantling,GB,12,27,WR,WR138,null,null,null,null,null,318
355,20398,Equanimeous St. Brown,GB,10,25,WR,WR139,null,null,null,null,null,319
356,14789,Jamize Olawale,DAL,null,33,FB,RB101,null,null,null,null,null,320
357,15263,Luke Willson,DET,null,32,TE,TE30,712,712,712,712,712,321
358,19008,Ryan Switzer,PIT,null,27,WR,WR140,null,null,null,null,null,322
359,18036,Ricardo Louis,CLE,null,28,WR,WR141,null,null,null,null,null,323
360,8283,Ryan Fitzpatrick,TB,null,39,QB,QB38,157.1,157.1,157.1,157.1,157.1,324
361,18080,Trevor Davis,GB,null,28,WR,WR142,948,948,948,948,948,325
362,5084,Vernon Davis,WAS,null,38,TE,TE31,null,null,null,null,null,326
363,13418,Anthony Sherman,KC,null,33,FB,RB102,null,null,null,null,null,327
364,18700,Austin Traylor,DEN,null,28,TE,TE32,null,null,null,null,null,328
365,18445,Mike Thomas,LAR,10,27,WR,WR143,null,null,null,null,null,330
366,17023,Zach Zenner,DET,null,30,RB,RB103,null,null,null,null,null,331
367,19539,Travis Rudolph,NYG,null,26,WR,WR144,null,null,null,null,null,332
368,19029,Nathan Peterman,BUF,null,27,QB,QB39,1081,1081,1081,1081,1081,333
369,16497,Teddy Bridgewater,NO,14,29,QB,QB40,null,null,null,null,null,336
370,18093,Andy Janovich,DEN,10,28,FB,RB104,null,null,null,null,null,337
371,14978,Justin Hunter,PIT,null,30,WR,WR145,null,null,null,null,null,338
372,12153,Ed Dickson,SEA,null,34,TE,TE33,null,null,null,null,null,339
373,18931,Adam Shaheen,CHI,14,27,TE,TE34,null,null,null,null,null,340
374,16868,Justin Hardy,ATL,null,30,WR,WR146,827,827,827,827,827,341
375,18617,Elijhaa Penny,ARI,10,28,RB,RB105,null,null,null,null,null,342
376,19010,Michael Roberts,DET,null,27,TE,TE35,null,null,null,null,null,343
377,14850,Russell Shepard,NYG,null,31,WR,WR147,null,null,null,null,null,344
378,19348,Jesus Wilson,TB,null,27,WR,WR148,null,null,null,null,null,345
379,15555,Zach Line,NO,null,32,FB,RB106,null,null,null,null,null,346
380,18997,Jake Butt,DEN,null,26,TE,TE36,1069,1069,1069,1069,1069,348
381,13856,Deonte Thompson,DAL,null,33,WR,WR149,null,null,null,null,null,349
382,17217,Raheem Mostert,SF,14,30,RB,RB107,null,null,null,null,null,351
383,17139,Josh Lambo,JAX,null,31,K,K19,396,396,396,396,396,353
384,17153,Jordan Taylor,DEN,null,30,WR,WR150,null,null,null,null,null,354
385,8750,Ryan Succop,TEN,9,35,K,K20,null,null,null,null,null,355
386,19863,Dallas Goedert,PHI,14,27,TE,TE37,null,null,null,null,null,356
387,13264,Andre Holmes,BUF,null,33,WR,WR151,null,null,null,null,null,357
388,18215,Ka'imi Fairbairn,HOU,10,28,K,K21,null,null,null,null,null,363
389,18673,Jaydon Mickens,JAX,null,28,WR,WR152,1010,1010,1010,1010,1010,364
390,14867,Dustin Hopkins,WAS,null,31,K,K22,393,393,393,393,393,365
391,18349,Brandon Wilds,ARI,null,28,RB,RB108,null,null,null,null,null,366
392,17079,Kasen Williams,IND,null,29,WR,WR153,null,null,null,null,null,367
393,18014,Leonte Carroo,MIA,null,28,WR,WR154,null,null,null,null,null,368
394,5714,Phil Dawson,ARI,null,47,K,K23,null,null,null,null,null,369
395,16644,Chandler Catanzaro,TB,null,31,K,K24,null,null,null,null,null,371
396,14795,Josh Bellamy,CHI,null,32,WR,WR155,null,null,null,null,null,372
397,14496,Garrett Celek,SF,null,33,TE,TE38,null,null,null,null,null,373
398,14877,Caleb Sturgis,LAC,null,32,K,K25,null,null,null,null,null,374
399,11026,Jermaine Gresham,ARI,null,33,TE,TE39,null,null,null,null,null,375
400,16273,Kapri Bibbs,WAS,null,29,RB,RB109,null,null,null,null,null,376
401,20038,Braxton Berrios,NE,6,26,WR,WR156,null,null,null,null,null,377
402,16664,Bruce Ellington,HOU,null,30,WR,WR157,null,null,null,null,null,378
403,20077,Richie James,SF,10,26,WR,WR158,null,null,null,null,null,379
404,16846,Tyler Kroft,CIN,null,29,TE,TE40,362,362,362,362,362,380
405,16031,Damien Williams,KC,6,30,RB,RB110,null,null,null,null,null,381
406,15758,Giorgio Tavecchio,ATL,null,31,K,K26,null,null,null,null,null,382
407,19559,Sean Culkin,LAC,null,28,TE,TE41,1145,1145,1145,1145,1145,383
408,18660,Maxwell McCaffrey,SF,null,27,WR,WR159,null,null,null,null,null,384
409,18032,Tyler Higbee,LAR,11,29,TE,TE42,null,null,null,null,null,385
410,12594,Stephen Hauschka,BUF,null,36,K,K27,null,null,null,null,null,386
411,18965,Ardarius Stewart,NYJ,null,28,WR,WR160,null,null,null,null,null,387
412,19922,Justin Watson,TB,12,27,WR,WR161,null,null,null,null,null,388
413,20079,Trey Quinn,WAS,null,26,WR,WR162,1273,1273,1273,1273,1273,389
414,13299,Jacquizz Rodgers,TB,null,32,RB,RB111,null,null,null,null,null,390
415,18058,Tajaé Sharpe,TEN,null,27,WR,WR163,350,350,350,350,350,391
416,18116,Cody Core,CIN,14,28,WR,WR164,null,null,null,null,null,392
417,20033,Jason Sanders,MIA,14,26,K,K28,null,null,null,null,null,393
418,14891,Tommy Bohanon,JAX,null,31,FB,RB112,null,null,null,null,null,394
419,14111,Rod Streater,BUF,null,34,WR,WR165,null,null,null,null,null,395
420,18990,Jonnu Smith,TEN,14,26,TE,TE43,null,null,null,null,null,396
421,18157,Charone Peake,NYJ,null,29,WR,WR166,null,null,null,null,null,397
422,19969,Damion Ratley,CLE,null,27,WR,WR167,1236,1236,1236,1236,1236,398
423,16920,Jesse James,PIT,null,27,TE,TE44,516,516,516,516,516,399
424,18209,Marcus Johnson,IND,6,27,WR,WR168,null,null,null,null,null,400
425,17215,Jason Myers,NYJ,9,30,K,K29,null,null,null,null,null,401
426,18645,Aldrick Rosas,NYG,9,27,K,K30,null,null,null,null,null,402
427,16301,Cairo Santos,NYJ,10,30,K,K31,null,null,null,null,null,403
428,19079,Zane Gonzalez,CLE,null,26,K,K32,491,491,491,491,491,404
429,16853,Jeff Heuerman,DEN,null,29,TE,TE45,null,null,null,null,null,405
430,18019,Nick Vannett,SEA,6,29,TE,TE46,null,null,null,null,null,406
431,13961,Randy Bullock,CIN,13,32,K,K33,null,null,null,null,null,407
432,15207,Benjamin Cunningham,CHI,null,31,RB,RB113,null,null,null,null,null,408
433,18041,Tyler Ervin,HOU,null,28,RB,RB114,null,null,null,null,null,409
434,16236,Cody Parkey,CHI,null,30,K,K34,741,741,741,741,741,410
435,19811,Marcell Ateman,LV,null,27,WR,WR169,1153,1153,1153,1153,1153,411
436,16966,Aaron Ripkowski,GB,null,29,FB,RB115,null,null,null,null,null,412
437,20011,Javon Wims,CHI,13,27,WR,WR170,null,null,null,null,null,413
438,19276,Austin Carr,NO,null,28,WR,WR171,null,null,null,null,null,414
439,18152,Dwayne Washington,NO,6,28,RB,RB116,null,null,null,null,null,415
440,17102,Mack Brown,WAS,null,30,RB,RB117,null,null,null,null,null,416
441,20012,Bo Scarbrough,JAX,null,25,RB,RB118,null,null,null,null,null,417
442,15305,Demetrius Harris,KC,null,30,TE,TE47,510,510,510,510,510,418
443,19982,Dylan Cantrell,LAC,9,27,TE,TE48,null,null,null,null,null,419
444,18129,Aaron Burbridge,SF,null,28,WR,WR172,null,null,null,null,null,420
445,17071,Shane Wynn,JAX,null,29,WR,WR173,null,null,null,null,null,421
446,19060,Shelton Gibson,PHI,null,27,WR,WR174,null,null,null,null,null,422
447,19582,Reggie Davis,ATL,null,26,WR,WR175,null,null,null,null,null,423
448,20006,Russell Gage,ATL,9,26,WR,WR176,null,null,null,null,null,424
449,20057,Auden Tate,CIN,6,25,WR,WR177,null,null,null,null,null,425
450,20039,Boston Scott,NO,14,27,RB,RB119,null,null,null,null,null,426
451,18262,Stephen Anderson,NE,12,29,TE,TE49,null,null,null,null,null,427
452,8771,Darrius Heyward-Bey,PIT,null,35,WR,WR178,null,null,null,null,null,428
453,19431,Tanner Gentry,CHI,7,27,WR,WR179,null,null,null,null,null,429
454,20016,David Williams,JAX,null,27,RB,RB120,null,null,null,null,null,430
455,19981,Daurice Fountain,IND,null,26,WR,WR180,386,386,386,386,386,431
456,15010,Kerwynn Williams,KC,null,30,RB,RB121,null,null,null,null,null,432
457,19924,Ito Smith,ATL,null,26,RB,RB122,1208,1208,1208,1208,1208,433
458,17005,Geoff Swaim,DAL,13,28,TE,TE50,null,null,null,null,null,434
459,19950,Will Dissly,SEA,9,25,TE,TE51,null,null,null,null,null,435
460,14465,Jarius Wright,CAR,null,32,WR,WR181,null,null,null,null,null,437
461,16305,De'Anthony Thomas,KC,null,29,WR,WR182,null,null,null,null,null,438
462,18464,J.D. McKissic,SEA,9,28,RB,RB123,null,null,null,null,null,439
463,19080,Noah Brown,DAL,null,26,WR,WR183,311,311,311,311,311,440
464,19961,Ray-Ray McCloud,BUF,6,25,WR,WR184,null,null,null,null,null,441
465,20052,Austin Proehl,BUF,10,26,WR,WR185,null,null,null,null,null,442
466,19996,Jaylen Samuels,PIT,12,25,RB,RB124,null,null,null,null,null,443
467,20064,Justin Jackson,LAC,null,26,RB,RB125,160.5,160.5,160.5,160.5,160.5,444
468,18508,Andy Jones,DET,null,27,WR,WR186,null,null,null,null,null,445
469,17219,Daniel Brown,CHI,null,29,TE,TE52,519,519,519,519,519,446
470,19627,Chris Thompson,HOU,null,27,WR,WR187,null,null,null,null,null,447
471,19980,Deon Cain,IND,14,25,WR,WR188,1239,1239,1239,1239,1239,448
472,19024,Donnel Pumphrey,PHI,null,27,RB,RB126,null,null,null,null,null,449
473,16790,Phillip Dorsett II,NE,10,29,WR,WR189,null,null,null,null,null,450
474,16944,Kaelin Clay,NYG,null,30,WR,WR190,null,null,null,null,null,451
475,19529,Justin Davis,LAR,null,26,RB,RB127,null,null,null,null,null,452
476,19175,Dalton Crossan,TB,null,28,RB,RB128,null,null,null,null,null,453
477,12774,Stevan Ridley,PIT,null,33,RB,RB129,null,null,null,null,null,454
478,20040,Trenton Cannon,NYJ,13,27,RB,RB130,null,null,null,null,null,456
479,19033,Brian Hill,ATL,null,26,RB,RB131,null,null,null,null,null,457
480,18376,Alan Cross,TB,null,28,FB,RB132,null,null,null,null,null,458
481,16954,Nick O'Leary,MIA,null,29,TE,TE53,null,null,null,null,null,459
482,18443,Maurice Harris,WAS,null,29,WR,WR191,null,null,null,null,null,460
483,19910,Ian Thomas,CAR,null,25,TE,TE54,445,445,445,445,445,461
484,17754,Will Tye,NE,null,30,TE,TE55,null,null,null,null,null,462
485,15866,Josh Hill,NO,null,31,TE,TE56,724,724,724,724,724,464
486,3061,Marcedes Lewis,GB,13,37,TE,TE57,null,null,null,null,null,465
487,18197,Alex Erickson,CIN,null,29,WR,WR192,372,372,372,372,372,466
488,19420,Brandon Reilly,BUF,null,28,WR,WR193,null,null,null,null,null,467
489,17962,Roberto Aguayo,LAC,null,27,K,K35,899,899,899,899,899,468
490,19943,Durham Smythe,MIA,14,26,TE,TE58,null,null,null,null,null,469
491,19021,Chad Hansen,NE,6,27,WR,WR194,null,null,null,null,null,470
492,18611,Bryce Treggs,PHI,null,28,WR,WR195,null,null,null,null,null,471
493,16567,Brandon Coleman,NO,null,29,WR,WR196,null,null,null,null,null,472
494,16307,Charcandrick West,NYJ,null,30,RB,RB133,null,null,null,null,null,473
495,14786,Patrick DiMarco,BUF,null,33,FB,RB134,null,null,null,null,null,474
496,14783,James Develin,NE,null,33,FB,RB135,null,null,null,null,null,475
497,19920,Dalton Schultz,DAL,7,25,TE,TE59,null,null,null,null,null,476
498,17141,Damiere Byrd,CAR,6,29,WR,WR197,null,null,null,null,null,477
499,18253,D.J. Foster,ARI,null,28,RB,RB136,null,null,null,null,null,478
500,16578,Seantavious Jones,IND,null,29,WR,WR198,null,null,null,null,null,479
501,18115,Derek Watt,LAC,7,29,FB,RB137,null,null,null,null,null,480
502,16829,Clive Walford,NYJ,null,30,TE,TE60,null,null,null,null,null,481
503,18057,Seth DeValve,CLE,null,29,TE,TE61,null,null,null,null,null,482
504,14445,Rhett Ellison,NYG,null,33,TE,TE62,null,null,null,null,null,483
505,16931,Nick Boyle,BAL,8,29,TE,TE63,null,null,null,null,null,484
506,19015,Jehu Chesson,KC,null,29,WR,WR199,null,null,null,null,null,485
507,19599,Trey Edmunds,PIT,7,27,RB,RB138,null,null,null,null,null,486
508,19457,Blake Jarwin,DAL,null,27,TE,TE64,319,319,319,319,319,487
509,14973,Markus Wheaton,PHI,null,31,WR,WR200,null,null,null,null,null,488
510,19006,Josh Malone,CIN,13,26,WR,WR201,null,null,null,null,null,489
511,12777,Lee Smith,LV,null,34,TE,TE65,557,557,557,557,557,490
512,18105,David Morgan,MIN,null,28,TE,TE66,null,null,null,null,null,491
513,19067,Jeremy Sprinkle,WAS,7,27,TE,TE67,null,null,null,null,null,492
514,17182,Gabe Holmes,ARI,null,31,TE,TE68,null,null,null,null,null,493
515,19541,Shane Smith,NYG,null,28,FB,RB139,null,null,null,null,null,494
516,16928,Michael Burton,CHI,12,30,FB,RB140,null,null,null,null,null,495
517,16395,Xavier Grimble,PIT,null,29,TE,TE69,760,760,760,760,760,496
518,16081,Michael Campanaro,TEN,null,31,WR,WR202,null,null,null,null,null,497
519,18717,Marvin Hall,ATL,null,29,WR,WR203,1011,1011,1011,1011,1011,498
520,19090,Devante Mays,CLE,null,27,RB,RB141,null,null,null,null,null,499
521,18652,C.J. Ham,MIN,7,28,FB,RB142,null,null,null,null,null,500
522,16210,Jay Prosch,HOU,null,29,FB,RB143,null,null,null,null,null,501
523,16480,Jeff Janis,CLE,null,30,WR,WR204,null,null,null,null,null,502
524,18153,Daniel Lasco,NO,null,29,RB,RB144,null,null,null,null,null,503
525,15190,Ryan Griffin,TB,9,32,QB,QB41,null,null,null,null,null,504
526,13117,Dwayne Harris,LV,null,34,WR,WR205,null,null,null,null,null,505
527,16989,Marcus Murphy,BUF,null,30,RB,RB145,null,null,null,null,null,506
528,13987,Dwayne Allen,NE,null,32,TE,TE70,null,null,null,null,null,507
529,16962,AJ Derby,MIA,null,30,TE,TE71,null,null,null,null,null,508
530,13170,Niles Paul,JAX,null,32,TE,TE72,null,null,null,null,null,509
531,15378,Levine Toilolo,DET,null,30,TE,TE73,null,null,null,null,null,510
532,11345,Logan Paulsen,ATL,null,35,TE,TE74,null,null,null,null,null,511
533,13171,Aldrick Robinson,SF,null,33,WR,WR206,null,null,null,null,null,512
534,18114,Danny Vitale,CLE,null,28,FB,RB146,956,956,956,956,956,513
535,16656,Logan Thomas,BUF,9,30,TE,TE75,null,null,null,null,null,514
536,16699,Fitzgerald Toussaint,PIT,null,31,RB,RB147,null,null,null,null,null,515
537,19093,Marquez Williams,CLE,null,27,FB,RB148,null,null,null,null,null,516
538,14876,Dion Sims,CHI,null,31,TE,TE76,null,null,null,null,null,517
539,16238,Erik Swoope,IND,null,29,TE,TE77,null,null,null,null,null,518
540,17223,Eric Tomlinson,NYJ,11,30,TE,TE78,null,null,null,null,null,519
541,18339,Tre Madden,SEA,null,28,RB,RB149,null,null,null,null,null,520
542,20018,Nick Bawden,DET,6,25,FB,RB150,null,null,null,null,null,521
543,18018,Jacoby Brissett,IND,13,29,QB,QB42,null,null,null,null,null,522
544,13741,Brandon Bolden,MIA,8,32,RB,RB151,null,null,null,null,null,523
545,16378,Keith Smith,LV,6,30,FB,RB152,null,null,null,null,null,524
546,20069,Ryan Izzo,NE,null,26,TE,TE79,353,353,353,353,353,525
547,13063,Taiwan Jones,BUF,7,33,RB,RB153,null,null,null,null,null,526
548,15371,MarQueis Gray,MIA,null,32,TE,TE80,null,null,null,null,null,527
549,19973,Troy Fumagalli,DEN,null,27,TE,TE81,null,null,null,null,null,528
550,16787,Breshad Perriman,BAL,9,28,WR,WR207,null,null,null,null,null,529
551,11535,Michael Hoomanawanui,NO,null,33,TE,TE82,null,null,null,null,null,530
552,19988,Tyler Conklin,MIN,6,26,TE,TE83,null,null,null,null,null,531
553,18101,Jerell Adams,HOU,null,29,TE,TE84,null,null,null,null,null,532
554,19335,Antony Auclair,TB,10,28,TE,TE85,null,null,null,null,null,533
555,20020,Jordan Thomas,HOU,null,25,TE,TE86,1252,1252,1252,1252,1252,534
556,19461,Cooper Rush,DAL,7,28,QB,QB43,null,null,null,null,null,535
557,15191,Austin Johnson,TB,null,32,FB,RB154,null,null,null,null,null,536
558,16491,Richard Rodgers,PHI,14,30,TE,TE87,null,null,null,null,null,537
559,15038,Tavarres King,MIN,null,31,WR,WR208,null,null,null,null,null,538
560,19035,Eric Saubert,ATL,null,28,TE,TE88,530,530,530,530,530,539
561,15640,Derek Carrier,LV,null,31,TE,TE89,523,523,523,523,523,540
562,17750,Ross Travis,IND,null,29,TE,TE90,875,875,875,875,875,541
563,16933,James O'Shaughnessy,JAX,10,30,TE,TE91,null,null,null,null,null,542
564,19078,Matt Dayes,SF,null,27,RB,RB155,null,null,null,null,null,543
565,13386,Lance Kendricks,GB,null,34,TE,TE92,null,null,null,null,null,544
566,16917,C.J. Uzomah,CIN,6,29,TE,TE93,null,null,null,null,null,545
567,18094,Temarrick Hemingway,DEN,9,28,TE,TE94,null,null,null,null,null,546
568,19075,Mason Schreck,CIN,10,28,TE,TE95,null,null,null,null,null,547
569,19494,Evan Baylis,CAR,null,28,TE,TE96,1140,1140,1140,1140,1140,548
570,19030,Bucky Hodges,PIT,null,26,TE,TE97,null,null,null,null,null,549
571,18401,Tommylee Lewis,NO,null,29,WR,WR209,989,989,989,989,989,550
572,17154,Khari Lee,BUF,null,30,TE,TE98,null,null,null,null,null,551
573,19903,Jordan Akins,HOU,10,30,TE,TE99,null,null,null,null,null,552
574,18973,C.J. Beathard,SF,7,28,QB,QB44,null,null,null,null,null,553
575,16869,Jalston Fowler,ATL,null,27,RB,RB156,null,null,null,null,null,554
576,15966,David Fluellen,TEN,null,30,RB,RB157,null,null,null,null,null,555
577,18272,Ryan Malleck,PIT,null,28,TE,TE100,null,null,null,null,null,556
578,13723,Nick Foles,PHI,10,33,QB,QB45,null,null,null,null,null,557
579,18868,DeShone Kizer,GB,null,26,QB,QB46,1013,1013,1013,1013,1013,558
580,17009,Trevor Siemian,MIN,10,30,QB,QB47,null,null,null,null,null,559
581,12982,Blaine Gabbert,TEN,9,32,QB,QB48,null,null,null,null,null,560
582,18735,Sam Ficken,LAR,13,29,K,K36,null,null,null,null,null,561
583,16848,Sammie Coates,HOU,null,29,WR,WR210,null,null,null,null,null,562
584,16529,Freddie Martino,TB,null,30,WR,WR211,null,null,null,null,null,563
585,18039,Pharoh Cooper,LAR,null,27,WR,WR212,null,null,null,null,null,564
586,14053,Brock Osweiler,MIA,null,31,QB,QB49,null,null,null,null,null,565
587,19176,Darrell Daniels,SEA,null,27,TE,TE101,466,466,466,466,466,566
588,19281,Jacob Hollister,NE,8,28,TE,TE102,null,null,null,null,null,567
589,17929,Paxton Lynch,DEN,null,28,QB,QB50,null,null,null,null,null,568
590,16441,Senorise Perry,MIA,null,30,RB,RB158,null,null,null,null,null,569
591,15247,Darren Fells,CLE,null,36,TE,TE103,null,null,null,null,null,570
592,16111,Ryan Hewitt,CIN,null,31,TE,TE104,null,null,null,null,null,571
593,17762,Chris Manhertz,CAR,7,30,TE,TE105,null,null,null,null,null,572
594,16988,Ben Koyack,JAX,null,29,TE,TE106,null,null,null,null,null,573
595,16211,Tom Savage,SF,null,32,QB,QB51,null,null,null,null,null,574
596,18422,Kalif Raymond,NYG,9,27,WR,WR213,null,null,null,null,null,575
597,16648,Troy Niklas,NE,null,29,TE,TE107,null,null,null,null,null,576
598,13370,Luke Stocker,TEN,null,33,TE,TE108,633,633,633,633,633,577
599,14868,EJ Manuel,LV,null,32,QB,QB52,null,null,null,null,null,578
600,8358,Brian Hoyer,NE,14,36,QB,QB53,null,null,null,null,null,579
601,14424,Brian Quick,WAS,null,32,WR,WR214,null,null,null,null,null,580
602,17355,Quan Bray,HOU,null,29,WR,WR215,null,null,null,null,null,581
603,16946,Geremy Davis,LAC,null,30,WR,WR216,null,null,null,null,null,582
604,15268,Nick Williams,TEN,null,31,WR,WR217,null,null,null,null,null,583
605,17269,DeAndrew White,DEN,null,30,WR,WR218,null,null,null,null,null,584
606,14855,Matt Barkley,CIN,7,31,QB,QB54,null,null,null,null,null,585
607,19326,Cole Hikutini,MIN,null,27,TE,TE109,1130,1130,1130,1130,1130,586
608,19065,Jeremy McNichols,DEN,null,26,RB,RB159,null,null,null,null,null,587
609,18764,Troymaine Pope,HOU,null,28,RB,RB160,null,null,null,null,null,588
610,16534,Roosevelt Nix,PIT,null,30,FB,RB161,null,null,null,null,null,589
611,18225,Russell Hansbrough,LAC,null,28,RB,RB162,null,null,null,null,null,590
612,19205,Taquan Mizzell,CHI,null,28,RB,RB163,1114,1114,1114,1114,1114,591
613,16907,Brett Hundley,SEA,null,28,QB,QB55,835,835,835,835,835,592
614,18079,Kevin Hogan,DEN,13,29,QB,QB56,null,null,null,null,null,593
615,14257,Robert Griffin III,BAL,null,32,QB,QB57,null,null,null,null,null,594
616,16864,Bryce Petty,MIA,null,30,QB,QB58,null,null,null,null,null,595
617,2405,Chad Henne,KC,12,36,QB,QB59,null,null,null,null,null,596
618,9902,Chase Daniel,CHI,7,35,QB,QB60,null,null,null,null,null,597
619,18229,Ben Braunecker,CHI,null,28,TE,TE110,null,null,null,null,null,598
620,17966,Cody Kessler,JAX,null,28,QB,QB61,null,null,null,null,null,599
621,13910,Brandon Weeden,HOU,null,38,QB,QB62,null,null,null,null,null,600
622,11047,Colt McCoy,WAS,12,35,QB,QB63,null,null,null,null,null,601
623,4633,Matt Schaub,ATL,null,40,QB,QB64,null,null,null,null,null,602
624,14404,Austin Davis,SEA,null,32,QB,QB65,null,null,null,null,null,603
625,14895,Geno Smith,LAC,9,31,QB,QB66,null,null,null,null,null,604
626,8723,Matt Cassel,DET,null,39,QB,QB67,null,null,null,null,null,605
627,18073,Jonathan Williams,IND,null,28,RB,RB164,540,540,540,540,540,606
628,16850,Sean Mannion,LAR,7,30,QB,QB68,null,null,null,null,null,607
629,17004,Tre McBride,NYJ,null,29,WR,WR219,null,null,null,null,null,608
630,19100,Stacy Coley,MIN,null,27,WR,WR220,null,null,null,null,null,609
631,15201,Mike Glennon,ARI,null,32,QB,QB69,514,514,514,514,514,610
632,19972,Mike White,DAL,6,27,QB,QB70,null,null,null,null,null,611
633,17932,Connor Cook,CAR,null,29,QB,QB71,null,null,null,null,null,612
634,17741,Matt Lengel,HOU,null,31,TE,TE111,null,null,null,null,null,613
635,18104,Nate Sudfeld,PHI,6,28,QB,QB72,null,null,null,null,null,614
636,4737,Drew Stanton,CLE,null,37,QB,QB73,null,null,null,null,null,615
637,16621,Garrett Gilbert,CAR,8,30,QB,QB74,null,null,null,null,null,616
638,2428,Carson Palmer,ARI,null,42,QB,QB75,null,null,null,null,null,617
639,8972,Jay Cutler,MIA,null,39,QB,QB76,null,null,null,null,null,618
640,13103,Scott Tolzien,IND,null,34,QB,QB77,null,null,null,null,null,619
641,17927,Christian Hackenberg,PHI,null,27,QB,QB78,null,null,null,null,null,620
642,5834,Matt Moore,MIA,null,37,QB,QB79,null,null,null,null,null,621
643,18118,Brandon Allen,LAR,10,29,QB,QB80,null,null,null,null,null,622
644,17974,Trevone Boykin,SEA,null,28,QB,QB81,null,null,null,null,null,623
645,14971,Landry Jones,PIT,null,33,QB,QB82,null,null,null,null,null,624
646,12956,TJ Yates,HOU,null,34,QB,QB83,null,null,null,null,null,625
647,12083,Derek Anderson,BUF,null,38,QB,QB84,null,null,null,null,null,626
648,5054,Kellen Clemens,LAC,null,38,QB,QB85,null,null,null,null,null,627
649,12771,Ryan Mallett,BAL,null,33,QB,QB86,null,null,null,null,null,628
650,17971,Cardale Jones,LAC,null,29,QB,QB87,null,null,null,null,null,629
651,18525,Joe Callahan,PHI,null,28,QB,QB88,null,null,null,null,null,630
652,18907,Davis Webb,NYJ,10,27,QB,QB89,null,null,null,null,null,631
653,18897,Chad Kelly,DEN,null,28,QB,QB90,null,null,null,null,null,632
654,15037,Zac Dysert,DAL,null,32,QB,QB91,null,null,null,null,null,633
655,18123,Jeff Driskel,CIN,10,29,QB,QB92,null,null,null,null,null,634
656,18139,Brandon Doughty,ARI,null,30,QB,QB93,null,null,null,null,null,635
657,19025,Joshua Dobbs,PIT,13,27,QB,QB94,null,null,null,null,null,636
658,16261,Stephen Morris,HOU,null,29,QB,QB95,null,null,null,null,null,637
659,18220,Joel Stave,NYJ,null,29,QB,QB96,null,null,null,null,null,638
660,16430,David Fales,MIA,null,31,QB,QB97,null,null,null,null,null,639
661,6489,Josh Johnson,LV,11,35,QB,QB98,null,null,null,null,null,640
662,8415,Mark Sanchez,CHI,null,35,QB,QB99,null,null,null,null,null,641
663,11422,Joe Webb,HOU,null,35,QB,QB100,null,null,null,null,null,642
664,14657,Alex Tanney,NYG,null,34,QB,QB101,null,null,null,null,null,643
665,15293,Tyler Bray,CHI,null,30,QB,QB102,null,null,null,null,null,644
666,13124,DeMarco Murray,TEN,null,34,RB,RB165,null,null,null,null,null,645
667,15138,Eddie Lacy,SEA,null,31,RB,RB166,null,null,null,null,null,646
668,12780,Shane Vereen,NO,null,33,RB,RB167,null,null,null,null,null,648
669,7969,Jamaal Charles,DEN,null,35,RB,RB168,null,null,null,null,null,649
670,16345,Branden Oliver,IND,null,30,RB,RB169,null,null,null,null,null,650
671,16008,Orleans Darkwa,NYG,null,30,RB,RB170,null,null,null,null,null,652
672,10949,CJ Spiller,KC,null,34,RB,RB171,null,null,null,null,null,653
673,19111,Elijah Hood,CAR,null,26,RB,RB172,null,null,null,null,null,654
