Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
82,18003,Kenyan Drake,MIA,8,28,RB,RB35,null,null,null,null,null,78.5
83,20964,Darwin Thompson,KC,null,25,RB,RB36,419,419,419,419,419,79.5
84,17922,Jared Goff,LAR,9,27,QB,QB8,null,null,null,null,null,80.3
85,17916,William Fuller V,HOU,null,28,WR,WR33,125.7,125.7,125.7,125.7,125.7,80.4
86,14008,Andrew Luck,IND,null,32,QB,QB9,null,null,null,null,null,81.2
87,19319,Matt Breida,SF,10,27,RB,RB37,null,null,null,null,null,82.3
88,18876,David Njoku,CLE,13,25,TE,TE9,null,null,null,null,null,83.8
89,19003,Tarik Cohen,CHI,null,26,RB,RB38,235,235,235,235,235,84.1
90,11063,Emmanuel Sanders,DEN,null,35,WR,WR34,174,174,174,174,174,86
91,20941,Devin Singletary,BUF,7,24,RB,RB39,null,null,null,null,null,86.4
92,14536,Russell Wilson,SEA,11,33,QB,QB10,null,null,null,null,null,86.6
93,19781,Lamar Jackson,BAL,8,25,QB,QB11,null,null,null,null,null,88.2
94,18928,Curtis Samuel,CAR,9,25,WR,WR35,null,null,null,null,null,88.8
95,38,Chicago Bears,CHI,10,null,DST,DST1,null,null,null,null,null,88.9
96,11932,LeSean McCoy,KC,null,33,RB,RB40,null,null,null,null,null,90.9
97,16003,Sammy Watkins,KC,13,28,WR,WR36,null,null,null,null,null,91.1
98,19815,Christian Kirk,ARI,7,25,WR,WR37,null,null,null,null,null,91.6
99,19799,Rashaad Penny,SEA,9,26,RB,RB41,null,null,null,null,null,91.9
100,20798,Darrell Henderson Jr.,LAR,11,24,RB,RB42,null,null,null,null,null,92.6
101,13320,Cam Newton,CAR,null,32,QB,QB12,631,631,631,631,631,97.8
102,13870,Marvin Jones Jr.,DET,7,32,WR,WR38,null,null,null,null,null,98.6
103,7175,Delanie Walker,TEN,null,37,TE,TE10,null,null,null,null,null,98.7
104,18067,Jordan Howard,PHI,null,27,RB,RB43,306,306,306,306,306,98.8
105,17961,Sterling Shepard,NYG,10,29,WR,WR39,null,null,null,null,null,99
106,18944,Kareem Hunt,CLE,13,26,RB,RB44,null,null,null,null,null,102.2
107,19865,James Washington,PIT,7,26,WR,WR40,null,null,null,null,null,102.5
108,19976,Marquez Valdes-Scantling,GB,12,27,WR,WR41,null,null,null,null,null,102.6
109,20889,Kyler Murray,ARI,12,24,QB,QB13,null,null,null,null,null,102.9
110,8244,Philip Rivers,LAC,null,40,QB,QB14,null,null,null,null,null,104.3
111,16762,Jameis Winston,TB,6,28,QB,QB15,null,null,null,null,null,104.8
112,32,Los Angeles Rams,LAR,11,null,DST,DST2,null,null,null,null,null,105.4
113,19823,Royce Freeman,DEN,10,26,RB,RB45,null,null,null,null,null,108.4
114,18879,Corey Davis,TEN,6,27,WR,WR42,null,null,null,null,null,108.5
115,52,Jacksonville Jaguars,JAX,7,null,DST,DST3,null,null,null,null,null,109.8
116,16451,Eric Ebron,IND,null,29,TE,TE11,320,320,320,320,320,109.9
117,18269,Geronimo Allison,GB,null,28,WR,WR43,980,980,980,980,980,111.3
118,19867,Michael Gallup,DAL,7,26,WR,WR44,null,null,null,null,null,111.6
119,3807,Ben Roethlisberger,PIT,null,40,QB,QB16,142.7,142.7,142.7,142.7,142.7,112.9
120,5571,Larry Fitzgerald,ARI,null,38,WR,WR45,null,null,null,null,null,114.2
121,4314,Tom Brady,NE,9,44,QB,QB17,null,null,null,null,null,114.3
122,4807,Adrian Peterson,WAS,null,37,RB,RB46,null,null,null,null,null,114.4
123,36,Baltimore Ravens,BAL,8,null,DST,DST4,null,null,null,null,null,114.9
124,18375,Peyton Barber,TB,null,28,RB,RB47,331,331,331,331,331,115.5
125,3943,DeSean Jackson,PHI,null,35,WR,WR46,188,188,188,188,188,117.8
126,20802,Justice Hill,BAL,8,24,RB,RB48,null,null,null,null,null,118.8
127,19854,Dante Pettis,SF,null,26,WR,WR47,312,312,312,312,312,120.2
128,67,Minnesota Vikings,MIN,7,null,DST,DST5,null,null,null,null,null,122.4
129,20064,Justin Jackson,LAC,null,26,RB,RB49,160.5,160.5,160.5,160.5,160.5,123.3
130,19800,Courtland Sutton,DEN,11,26,WR,WR48,null,null,null,null,null,123.9
131,20875,DK Metcalf,SEA,9,24,WR,WR49,null,null,null,null,null,126.4
132,16232,Donte Moncrief,PIT,null,28,WR,WR50,740,740,740,740,740,127.1
133,18055,Dak Prescott,DAL,7,28,QB,QB18,null,null,null,null,null,127.3
134,19824,Kalen Ballage,MIA,null,26,RB,RB50,305,305,305,305,305,127.5
134,8,Cleveland Browns,CLE,13,null,DST,DST6,null,null,null,null,null,127.5
136,19996,Jaylen Samuels,PIT,12,25,RB,RB51,null,null,null,null,null,128.6
137,20868,Alexander Mattison,MIN,7,23,RB,RB52,null,null,null,null,null,129.5
138,19803,Mark Andrews,BAL,8,26,TE,TE12,null,null,null,null,null,129.7
139,15965,Trey Burton,CHI,null,30,TE,TE13,null,null,null,null,null,130.3
140,84,Los Angeles Chargers,LAC,7,null,DST,DST7,null,null,null,null,null,131.1
141,14252,Kirk Cousins,MIN,7,33,QB,QB19,null,null,null,null,null,131.5
142,11611,Golden Tate,NYG,null,33,WR,WR51,null,null,null,null,null,133.1
142,20788,Mecole Hardman,KC,12,24,WR,WR52,null,null,null,null,null,133.1
144,17048,Tyrell Williams,LV,null,30,WR,WR53,172,172,172,172,172,134.6
144,19864,Anthony Miller,CHI,null,27,WR,WR54,209,209,209,209,209,134.6
146,16640,John Brown,BUF,null,32,WR,WR55,null,null,null,null,null,135.3
147,18811,Mitchell Trubisky,CHI,7,27,QB,QB20,null,null,null,null,null,138.4
148,48,Dallas Cowboys,DAL,7,null,DST,DST8,null,null,null,null,null,140.3
149,16668,Carlos Hyde,HOU,null,31,RB,RB53,202,202,202,202,202,143.8
150,19801,Josh Allen,BUF,7,25,QB,QB21,null,null,null,null,null,144.8
150,14697,Greg Zuerlein,LAR,6,34,K,K1,null,null,null,null,null,144.8
152,49,Denver Broncos,DEN,11,null,DST,DST9,null,null,null,null,null,145.1
153,19073,Harrison Butker,KC,12,26,K,K2,null,null,null,null,null,146
154,21,New England Patriots,NE,14,null,DST,DST10,null,null,null,null,null,146.2
155,20790,Damien Harris,NE,14,25,RB,RB54,null,null,null,null,null,148.2
156,19937,Keke Coutee,HOU,14,25,WR,WR56,null,null,null,null,null,149
157,17963,Austin Hooper,ATL,13,27,TE,TE14,null,null,null,null,null,149.2
158,14688,Justin Tucker,BAL,8,32,K,K3,null,null,null,null,null,149.4
159,20805,T.J. Hockenson,DET,9,24,TE,TE15,null,null,null,null,null,149.7
160,19861,Ronald Jones II,TB,12,24,RB,RB55,null,null,null,null,null,150.1
161,16866,Jamison Crowder,NYJ,7,28,WR,WR57,null,null,null,null,null,150.7
162,14916,Giovani Bernard,CIN,9,30,RB,RB56,null,null,null,null,null,150.8
163,16041,Jimmy Garoppolo,SF,6,30,QB,QB22,null,null,null,null,null,153.7
163,19924,Ito Smith,ATL,null,26,RB,RB57,1208,1208,1208,1208,1208,153.7
165,2982,Stephen Gostkowski,NE,null,38,K,K4,null,null,null,null,null,154.2
166,20792,N'Keal Harry,NE,14,24,WR,WR58,null,null,null,null,null,154.6
167,16311,Derek Carr,LV,8,31,QB,QB23,null,null,null,null,null,155
167,12708,Dion Lewis,TEN,null,31,RB,RB58,null,null,null,null,null,155
169,15100,Jordan Reed,WAS,null,31,TE,TE16,null,null,null,null,null,155.1
170,13227,Randall Cobb,DAL,13,31,WR,WR59,null,null,null,null,null,155.8
171,16510,Jerick McKinnon,SF,null,30,RB,RB59,233,233,233,233,233,156
172,1658,Greg Olsen,CAR,null,37,TE,TE17,null,null,null,null,null,156.1
173,15020,CJ Anderson,DET,null,31,RB,RB60,null,null,null,null,null,156.8
173,19863,Dallas Goedert,PHI,14,27,TE,TE18,null,null,null,null,null,156.8
175,19912,Nyheim Hines,IND,14,25,RB,RB61,null,null,null,null,null,156.9
176,14865,Marquise Goodwin,SF,null,31,WR,WR60,234,234,234,234,234,157.2
177,16855,Ty Montgomery,NYJ,14,29,WR,WR61,null,null,null,null,null,157.3
178,18995,Jamaal Williams,GB,9,27,RB,RB62,null,null,null,null,null,157.9
179,13723,Nick Foles,JAX,10,33,QB,QB24,null,null,null,null,null,158.8
180,18478,Wil Lutz,NO,6,27,K,K5,null,null,null,null,null,159.2
181,11488,Jimmy Graham,GB,null,35,TE,TE19,343,343,343,343,343,159.3
182,19626,Dare Ogunbowale,TB,10,27,RB,RB63,null,null,null,null,null,159.5
183,15196,Kenny Stills,HOU,null,30,WR,WR62,703,703,703,703,703,160.1
183,11197,Demaryius Thomas,NE,null,34,WR,WR63,null,null,null,null,null,160.1
185,18215,Ka'imi Fairbairn,HOU,10,28,K,K6,null,null,null,null,null,160.2
186,13275,Kyle Rudolph,MIN,null,32,TE,TE20,375,375,375,375,375,160.6
187,16775,DeVante Parker,MIA,14,29,WR,WR64,null,null,null,null,null,161.2
188,16964,Darren Waller,LV,8,29,TE,TE21,null,null,null,null,null,161.4
189,16802,Devin Funchess,IND,null,27,WR,WR65,807,807,807,807,807,161.8
190,20743,Ryquell Armstead,JAX,7,25,RB,RB64,null,null,null,null,null,162.2
191,19812,Sam Darnold,NYJ,13,24,QB,QB25,null,null,null,null,null,162.3
192,19897,Tre'Quan Smith,NO,6,26,WR,WR66,null,null,null,null,null,162.5
192,90,Seattle Seahawks,SEA,9,null,DST,DST11,null,null,null,null,null,162.5
194,26,Philadelphia Eagles,PHI,14,null,DST,DST12,null,null,null,null,null,162.7
195,15602,Jack Doyle,IND,null,31,TE,TE22,356,356,356,356,356,162.9
196,55,Kansas City Chiefs,KC,12,null,DST,DST13,null,null,null,null,null,163.1
197,20932,Deebo Samuel,SF,6,26,WR,WR67,null,null,null,null,null,163.3
198,20753,Noah Fant,DEN,9,24,TE,TE23,null,null,null,null,null,163.4
198,21005,Parris Campbell,IND,null,24,WR,WR68,177,177,177,177,177,163.4
200,21037,Miles Boykin,BAL,7,25,WR,WR69,null,null,null,null,null,163.6
201,19947,Chris Herndon,NYJ,null,26,TE,TE24,340,340,340,340,340,163.7
202,18018,Jacoby Brissett,IND,13,29,QB,QB26,null,null,null,null,null,164.4
203,1410,Robbie Gould,SF,6,39,K,K7,null,null,null,null,null,164.9
204,1,Arizona Cardinals,ARI,12,null,DST,DST14,null,null,null,null,null,165
205,9038,Matthew Stafford,DET,11,34,QB,QB27,null,null,null,null,null,165.4
206,20876,Jakobi Meyers,NE,14,25,WR,WR70,null,null,null,null,null,165.7
207,14269,Alfred Morris,DAL,null,33,RB,RB65,657,657,657,657,657,165.9
208,28,Pittsburgh Steelers,PIT,7,null,DST,DST15,null,null,null,null,null,166.3
208,12,Green Bay Packers,GB,13,null,DST,DST16,null,null,null,null,null,166.3
210,16887,Mike Davis,CHI,6,29,RB,RB66,null,null,null,null,null,166.7
211,14141,Cole Beasley,BUF,null,33,WR,WR71,152.6,152.6,152.6,152.6,152.6,166.8
212,82,New York Jets,NYJ,6,null,DST,DST17,null,null,null,null,null,166.9
212,17053,Malcolm Brown,LAR,null,28,RB,RB67,151.1,151.1,151.1,151.1,151.1,166.9
214,14,Indianapolis Colts,IND,14,null,DST,DST18,null,null,null,null,null,167.1
215,20820,Andy Isabella,ARI,12,25,WR,WR72,null,null,null,null,null,167.2
216,19916,DaeSean Hamilton,DEN,10,27,WR,WR73,null,null,null,null,null,167.4
216,13,Houston Texans,HOU,10,null,DST,DST19,null,null,null,null,null,167.4
218,19041,Jake Elliott,PHI,14,27,K,K8,null,null,null,null,null,168
219,18957,D'Onta Foreman,IND,13,26,RB,RB68,null,null,null,null,null,168.2
220,20144,Michael Badgley,LAC,null,26,K,K9,1283,1283,1283,1283,1283,168.7
221,21045,Marquise Brown,BAL,12,24,WR,WR74,null,null,null,null,null,168.8
222,1694,Mason Crosby,GB,13,37,K,K10,null,null,null,null,null,169.8
223,13878,Mohamed Sanu Sr.,ATL,null,32,WR,WR75,246,246,246,246,246,170.1
224,15758,Giorgio Tavecchio,ATL,null,31,K,K11,null,null,null,null,null,170.5
225,3258,Adam Vinatieri,IND,null,49,K,K12,null,null,null,null,null,170.6
225,69,New Orleans Saints,NO,6,null,DST,DST20,null,null,null,null,null,170.6
227,549,Matt Prater,DET,12,37,K,K13,null,null,null,null,null,171.2
228,37,Buffalo Bills,BUF,7,null,DST,DST21,null,null,null,null,null,171.8
229,15854,Brett Maher,DAL,null,32,K,K14,723,723,723,723,723,172
230,13109,Dan Bailey,MIN,null,34,K,K15,null,null,null,null,null,172.3
231,2,Atlanta Falcons,ATL,6,null,DST,DST22,null,null,null,null,null,174
232,64,Miami Dolphins,MIA,14,null,DST,DST23,null,null,null,null,null,176
233,16063,Quincy Enunwa,NYJ,null,29,WR,WR76,null,null,null,null,null,177
233,75,New York Giants,NYG,10,null,DST,DST24,null,null,null,null,null,177
235,16308,Albert Wilson,MIA,null,29,WR,WR77,243,243,243,243,243,178
236,12109,Ted Ginn Jr.,NO,null,37,WR,WR78,null,null,null,null,null,179
236,34,Tennessee Titans,TEN,13,null,DST,DST25,null,null,null,null,null,179
238,16694,Paul Richardson,WAS,null,30,WR,WR79,null,null,null,null,null,180
239,20250,Robert Foster,BUF,10,27,WR,WR80,null,null,null,null,null,181
239,11,Detroit Lions,DET,9,null,DST,DST26,null,null,null,null,null,181
241,16258,Marqise Lee,JAX,null,30,WR,WR81,743,743,743,743,743,182
241,83,Las Vegas Raiders,LV,8,null,DST,DST27,null,null,null,null,null,182
243,18089,Rashard Higgins,CLE,13,27,WR,WR82,null,null,null,null,null,183
243,97,Washington Commanders,WAS,9,null,DST,DST28,null,null,null,null,null,183
245,19120,David Moore,SEA,10,27,WR,WR83,null,null,null,null,null,184
246,12841,Andy Dalton,CIN,6,34,QB,QB28,null,null,null,null,null,185
246,95,Tampa Bay Buccaneers,TB,9,null,DST,DST29,null,null,null,null,null,185
248,21042,A.J. Brown,TEN,14,24,WR,WR84,null,null,null,null,null,186
248,7,Cincinnati Bengals,CIN,10,null,DST,DST30,null,null,null,null,null,186
250,16763,Marcus Mariota,TEN,6,28,QB,QB29,null,null,null,null,null,187
250,93,San Francisco 49ers,SF,6,null,DST,DST31,null,null,null,null,null,187
252,16837,Chris Conley,JAX,10,29,WR,WR85,null,null,null,null,null,188
253,20079,Trey Quinn,WAS,null,26,WR,WR86,1273,1273,1273,1273,1273,189
253,5,Carolina Panthers,CAR,13,null,DST,DST32,null,null,null,null,null,189
255,14917,Rex Burkhead,NE,10,31,RB,RB69,null,null,null,null,null,191
256,18690,Jalen Richard,LV,null,28,RB,RB70,null,null,null,null,null,192
257,15102,Chris Thompson,WAS,null,31,RB,RB71,null,null,null,null,null,193
258,17290,Adam Humphries,TEN,null,28,WR,WR87,228,228,228,228,228,194
259,20873,Terry McLaurin,WAS,9,26,WR,WR88,null,null,null,null,null,196
260,20795,Dwayne Haskins,WAS,null,25,QB,QB30,null,null,null,null,null,197
261,611,Joe Flacco,DEN,6,37,QB,QB31,null,null,null,null,null,199
262,16790,Phillip Dorsett II,NE,10,29,WR,WR89,null,null,null,null,null,200
263,16781,Nelson Agholor,PHI,14,28,WR,WR90,null,null,null,null,null,201
264,15509,Jaron Brown,SEA,null,32,WR,WR91,null,null,null,null,null,202
265,20239,Gus Edwards,BAL,8,27,RB,RB72,null,null,null,null,null,203
266,13887,Travis Benjamin,LAC,null,32,WR,WR92,498,498,498,498,498,204
267,9906,Danny Amendola,DET,null,36,WR,WR93,249,249,249,249,249,205
268,16141,Willie Snead IV,BAL,null,29,WR,WR94,null,null,null,null,null,206
269,18926,Zay Jones,BUF,7,27,WR,WR95,null,null,null,null,null,209
270,17939,Josh Doctson,MIN,null,29,WR,WR96,884,884,884,884,884,210
271,12800,Bilal Powell,NYJ,null,33,RB,RB73,null,null,null,null,null,211
272,18881,John Ross,CIN,null,26,WR,WR97,null,null,null,null,null,212
273,16129,Taylor Gabriel,CHI,null,31,WR,WR98,null,null,null,null,null,213
274,19816,DJ Chark Jr.,JAX,9,25,WR,WR99,null,null,null,null,null,214
275,19919,Chase Edmonds,ARI,14,26,RB,RB74,null,null,null,null,null,215
276,4932,Eli Manning,NYG,null,41,QB,QB32,null,null,null,null,null,216
277,19922,Justin Watson,TB,12,27,WR,WR100,null,null,null,null,null,217
278,17970,Devontae Booker,DEN,null,29,RB,RB75,153.6,153.6,153.6,153.6,153.6,218
279,18996,Wayne Gallman,NYG,null,27,RB,RB76,150.4,150.4,150.4,150.4,150.4,219
280,16189,Alfred Blue,JAX,null,31,RB,RB77,null,null,null,null,null,220
281,16787,Breshad Perriman,TB,9,28,WR,WR101,null,null,null,null,null,221
282,14465,Jarius Wright,CAR,null,32,WR,WR102,null,null,null,null,null,222
283,21056,Hakeem Butler,ARI,null,25,WR,WR103,1495,1495,1495,1495,1495,223
284,5820,Frank Gore,BUF,null,38,RB,RB78,null,null,null,null,null,224
285,18030,Chris Moore,BAL,null,28,WR,WR104,932,932,932,932,932,225
286,20950,Benny Snell Jr.,PIT,7,24,RB,RB79,null,null,null,null,null,226
287,17023,Zach Zenner,DET,null,30,RB,RB80,null,null,null,null,null,227
288,18443,Maurice Harris,NE,null,29,WR,WR105,null,null,null,null,null,228
289,14385,Doug Martin,LV,null,33,RB,RB81,null,null,null,null,null,229
290,19763,Josh Rosen,MIA,null,25,QB,QB33,546,546,546,546,546,230
291,19318,Kendrick Bourne,SF,14,26,WR,WR106,null,null,null,null,null,231
292,19043,Isaiah McKenzie,BUF,7,27,WR,WR107,null,null,null,null,null,232
293,16934,Cameron Artis-Payne,CAR,null,29,RB,RB82,null,null,null,null,null,233
294,20582,Chad Beebe,MIN,null,27,WR,WR108,1347,1347,1347,1347,1347,234
295,19109,Elijah McGuire,CLE,null,27,RB,RB83,null,null,null,null,null,235
296,19514,Keelan Cole,JAX,null,29,WR,WR109,195,195,195,195,195,236
297,18103,Jakeem Grant Sr.,MIA,13,29,WR,WR110,null,null,null,null,null,237
298,16411,Ryan Grant,LV,null,31,WR,WR111,null,null,null,null,null,238
299,19917,Antonio Callaway,CLE,null,25,WR,WR112,1206,1206,1206,1206,1206,239
300,15224,Andre Ellington,TB,null,33,RB,RB84,null,null,null,null,null,240
301,19207,Tim Patrick,DEN,11,28,WR,WR113,null,null,null,null,null,241
302,16276,Bennie Fowler,NYG,null,30,WR,WR114,746,746,746,746,746,242
303,17289,Jake Kumerow,GB,null,30,WR,WR115,314,314,314,314,314,243
304,20817,Jalen Hurd,SF,null,26,WR,WR116,278,278,278,278,278,244
305,16326,Seth Roberts,BAL,null,31,WR,WR117,null,null,null,null,null,245
306,20924,Hunter Renfrow,LV,8,26,WR,WR118,null,null,null,null,null,246
307,15215,Tavon Austin,DAL,null,32,WR,WR119,null,null,null,null,null,247
308,17969,Kenneth Dixon,BAL,null,28,RB,RB85,null,null,null,null,null,249
309,19017,Josh Reynolds,LAR,null,27,WR,WR120,210,210,210,210,210,250
310,13788,Rishard Matthews,NO,null,32,WR,WR121,null,null,null,null,null,252
311,18361,Chester Rogers,IND,null,28,WR,WR122,291,291,291,291,291,253
312,16815,Ameer Abdullah,MIN,8,28,RB,RB86,null,null,null,null,null,255
313,16253,Allen Hurns,MIA,null,30,WR,WR123,null,null,null,null,null,256
314,21055,Emmanuel Butler,NO,null,25,WR,WR124,null,null,null,null,null,257
315,14828,Chris Hogan,CAR,null,34,WR,WR125,503,503,503,503,503,258
316,20742,J.J. Arcega-Whiteside,PHI,14,25,WR,WR126,null,null,null,null,null,259
317,19548,Corey Clement,PHI,null,27,RB,RB87,383,383,383,383,383,260
318,15694,Case Keenum,WAS,7,34,QB,QB34,null,null,null,null,null,261
319,18047,Demarcus Robinson,KC,8,27,WR,WR127,null,null,null,null,null,262
320,20863,Bryce Love,WAS,null,24,RB,RB88,1418,1418,1418,1418,1418,263
321,6198,Darren Sproles,PHI,null,38,RB,RB89,null,null,null,null,null,264
322,20016,David Williams,DEN,null,27,RB,RB90,null,null,null,null,null,265
323,14901,Kyle Juszczyk,SF,6,31,FB,RB91,null,null,null,null,null,266
324,15207,Benjamin Cunningham,JAX,null,31,RB,RB92,null,null,null,null,null,267
325,18464,J.D. McKissic,DET,9,28,RB,RB93,null,null,null,null,null,268
326,18070,Wendell Smallwood,WAS,null,28,RB,RB94,null,null,null,null,null,269
327,15150,Cordarrelle Patterson,CHI,6,31,RB,RB95,null,null,null,null,null,270
328,21077,Diontae Johnson,PIT,7,25,WR,WR128,null,null,null,null,null,271
329,19064,Trent Taylor,SF,10,28,WR,WR129,null,null,null,null,null,272
