Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
897,13406,Rob Housler,NE,null,34,TE,TE169,null,null,null,null,null,855
898,18275,Glenn Gronkowski,NE,null,29,FB,RB213,null,null,null,null,null,856
899,19276,Austin Carr,NE,null,28,WR,WR326,null,null,null,null,null,857
900,19278,Leshun Daniels Jr.,NE,null,26,RB,RB214,null,null,null,null,null,858
901,19280,Cody Hollister,NE,13,28,WR,WR327,null,null,null,null,null,859
902,19281,Jacob Hollister,NE,8,28,TE,TE170,null,null,null,null,null,860
903,18281,KJ Maye,NE,null,28,WR,WR328,null,null,null,null,null,861
904,19641,Sam Cotton,NE,null,28,TE,TE171,null,null,null,null,null,862
905,16242,Tony Washington,NE,null,31,WR,WR329,null,null,null,null,null,863
906,15757,Jake Stoneburner,NO,null,32,TE,TE172,null,null,null,null,null,864
907,14352,Travaris Cadet,NO,null,33,RB,RB215,null,null,null,null,null,865
908,16836,Garrett Grayson,NO,null,30,QB,QB109,null,null,null,null,null,866
909,15093,Ryan Nassib,NO,null,32,QB,QB110,null,null,null,null,null,867
910,18408,Jordan Williams-Lambert,NO,null,27,WR,WR330,null,null,null,null,null,868
911,19659,Dan Arnold,NO,7,27,TE,TE173,null,null,null,null,null,869
912,19393,Travin Dural,NO,null,28,WR,WR331,null,null,null,null,null,870
913,19599,Trey Edmunds,NO,7,27,RB,RB216,null,null,null,null,null,871
914,19700,Darius Victor,NO,null,28,RB,RB217,null,null,null,null,null,872
915,17906,Xavier Rush,NO,null,29,WR,WR332,null,null,null,null,null,873
916,16603,Patrick Murray,NO,null,30,K,K47,null,null,null,null,null,874
917,19724,De'Quan Hampton,NO,null,28,WR,WR333,null,null,null,null,null,875
918,18716,Garrett Griffin,NO,9,28,TE,TE174,null,null,null,null,null,876
919,19376,John Robinson-Woodgett,NO,null,28,RB,RB218,null,null,null,null,null,877
920,18686,Jake Lampman,NO,null,28,WR,WR334,null,null,null,null,null,878
921,16416,Rashad Lawrence,NO,null,30,WR,WR335,null,null,null,null,null,879
922,18408,Jordan Williams-Lambert,NO,null,27,WR,WR336,null,null,null,null,null,880
923,16103,Keith Wenning,NYG,null,31,QB,QB111,null,null,null,null,null,881
924,6489,Josh Johnson,NYG,11,35,QB,QB112,null,null,null,null,null,882
925,8649,Rashad Jennings,NYG,null,37,RB,RB219,null,null,null,null,null,883
926,16120,Nikita Whitlock,NYG,null,30,RB,RB220,null,null,null,null,null,884
927,14620,Will Johnson,NYG,null,33,FB,RB221,null,null,null,null,null,885
928,13158,Shaun Draughn,NYG,null,34,RB,RB222,null,null,null,null,null,886
929,18581,Darius Powe,NYG,null,28,WR,WR337,null,null,null,null,null,887
930,18907,Davis Webb,NYG,10,27,QB,QB113,null,null,null,null,null,888
931,19181,Jerome Lane,NYG,null,26,WR,WR338,null,null,null,null,null,889
932,19539,Travis Rudolph,NYG,null,26,WR,WR339,null,null,null,null,null,890
933,19541,Shane Smith,NYG,null,28,FB,RB223,null,null,null,null,null,891
934,19542,Colin Thompson,NYG,13,28,TE,TE175,null,null,null,null,null,892
935,18813,Jacob Huesman,NYG,null,29,QB,QB114,null,null,null,null,null,893
936,11735,Mike Nugent,NYG,null,40,K,K48,null,null,null,null,null,894
937,19600,Khalid Abdullah,NYG,null,26,RB,RB224,null,null,null,null,null,895
938,19602,Kevin Snead,NYG,null,30,WR,WR340,null,null,null,null,null,896
939,18506,Ed Eagan,NYG,null,28,WR,WR341,null,null,null,null,null,897
940,17272,Andrew Turzilli,NYG,null,30,WR,WR342,null,null,null,null,null,898
941,17121,Brian Parker,NYJ,null,29,TE,TE176,null,null,null,null,null,899
942,8142,Kellen Davis,NYJ,null,36,TE,TE177,null,null,null,null,null,900
943,4276,Brandon Bostick,NYJ,null,33,TE,TE178,null,null,null,null,null,901
944,15296,Frankie Hammond,NYJ,null,32,WR,WR343,null,null,null,null,null,902
945,15816,M White,NYJ,null,32,WR,WR344,null,null,null,null,null,903
946,15118,Marquess Wilson,NYJ,null,29,WR,WR345,null,null,null,null,null,904
947,15241,Quinton Patton,NYJ,null,31,WR,WR346,null,null,null,null,null,905
948,15645,Khiry Robinson,NYJ,null,32,RB,RB225,null,null,null,null,null,906
949,19733,Daniel Williams,NYJ,null,26,WR,WR347,null,null,null,null,null,907
950,15417,Kenbrell Thompkins,NYJ,null,33,WR,WR348,null,null,null,null,null,908
951,18705,Romar Morris,NYJ,null,29,RB,RB226,null,null,null,null,null,909
952,19296,Anthony Firkser,NYJ,6,27,TE,TE179,null,null,null,null,null,910
953,19298,Connor Harris,NYJ,null,28,FB,RB227,null,null,null,null,null,911
954,19320,KD Cannon,NYJ,null,26,WR,WR349,null,null,null,null,null,912
955,19380,Gabe Marks,NYJ,null,27,WR,WR350,null,null,null,null,null,913
956,17189,Chris Harper,NYJ,null,28,WR,WR351,null,null,null,null,null,914
957,18587,Jason Vander Laan,NYJ,null,29,TE,TE180,null,null,null,null,null,915
958,18224,Ross Martin,NYJ,null,28,K,K49,null,null,null,null,null,916
959,17333,Julian Howsare,NYJ,null,29,RB,RB228,null,null,null,null,null,917
960,17400,Deshon Foxx,NYJ,null,29,WR,WR352,null,null,null,null,null,918
961,16309,George Atkinson,LV,null,29,RB,RB229,null,null,null,null,null,919
962,17026,John Crockett,LV,null,30,RB,RB230,null,null,null,null,null,920
963,17182,Gabe Holmes,LV,null,31,TE,TE181,null,null,null,null,null,921
964,15758,Giorgio Tavecchio,LV,null,31,K,K50,null,null,null,null,null,922
965,15630,Cooper Helfet,LV,null,32,TE,TE182,null,null,null,null,null,923
966,19304,Pharaoh Brown,LV,10,27,TE,TE183,null,null,null,null,null,924
967,19306,Keon Hatcher,LV,null,27,WR,WR353,null,null,null,null,null,925
968,19314,Isaac Whitney,LV,null,27,WR,WR354,1128,1128,1128,1128,1128,926
969,18662,Ryan O'Malley,LV,null,28,TE,TE184,null,null,null,null,null,927
970,18673,Jaydon Mickens,LV,null,28,WR,WR355,1010,1010,1010,1010,1010,928
971,18654,KJ Brent,LV,null,28,WR,WR356,null,null,null,null,null,929
972,19135,Ishmael Zamora,LV,null,26,WR,WR357,null,null,null,null,null,930
973,18256,Byron Marshall,PHI,null,28,RB,RB231,null,null,null,null,null,931
974,16196,AD Denham,PHI,null,30,TE,TE185,null,null,null,null,null,932
975,16801,Dorial Green-Beckham,PHI,null,29,WR,WR358,null,null,null,null,null,933
976,11256,Ryan Mathews,PHI,null,34,RB,RB232,null,null,null,null,null,934
977,15746,Matt McGloin,PHI,null,32,QB,QB115,null,null,null,null,null,935
978,19645,Dane Evans,PHI,null,28,QB,QB116,null,null,null,null,null,936
979,19686,Adam Zaruba,PHI,null,31,TE,TE186,null,null,null,null,null,937
980,19729,Keevan Lucas,PHI,null,27,WR,WR359,null,null,null,null,null,938
981,19732,Rashard Davis,PHI,null,26,WR,WR360,1151,1151,1151,1151,1151,939
982,18743,David Watford,PHI,null,28,WR,WR361,null,null,null,null,null,940
983,19547,Billy Brown,PHI,null,29,TE,TE187,null,null,null,null,null,941
984,19548,Corey Clement,PHI,null,27,RB,RB233,383,383,383,383,383,942
985,19705,Greg Ward,PHI,14,26,WR,WR362,null,null,null,null,null,943
986,18596,Paul Turner,PHI,null,28,WR,WR363,null,null,null,null,null,944
987,18209,Marcus Johnson,PHI,6,27,WR,WR364,null,null,null,null,null,945
988,16175,Zach Mettenberger,PIT,null,30,QB,QB117,null,null,null,null,null,947
989,7580,DeAngelo Williams,PIT,null,39,RB,RB234,null,null,null,null,null,948
990,15045,Knile Davis,PIT,null,30,RB,RB235,null,null,null,null,null,949
991,17120,Dreamius Smith,PIT,null,29,RB,RB236,null,null,null,null,null,950
992,17253,Gus Johnson,PIT,null,28,RB,RB237,null,null,null,null,null,951
993,14920,Cobi Hamilton,PIT,null,31,WR,WR365,null,null,null,null,null,952
994,8508,David Johnson,PIT,null,34,TE,TE188,null,null,null,null,null,953
995,14122,Ladarius Green,PIT,null,31,TE,TE189,null,null,null,null,null,954
996,19025,Joshua Dobbs,PIT,13,27,QB,QB118,null,null,null,null,null,955
997,18328,Canaan Severin,PIT,null,29,WR,WR366,null,null,null,null,null,956
998,15772,Keavon Milton,PIT,null,31,TE,TE190,null,null,null,null,null,957
999,17101,Trey Williams,PIT,null,29,RB,RB238,null,null,null,null,null,958
1000,18632,Brandon Brown-Dukes,PIT,null,30,RB,RB239,null,null,null,null,null,959
1001,18633,Marcus Tucker,PIT,null,29,WR,WR367,null,null,null,null,null,960
1002,19158,Scott Orndoff,PIT,null,28,TE,TE191,null,null,null,null,null,961
1003,19639,Bart Houston,PIT,null,29,QB,QB119,null,null,null,null,null,962
1004,19635,Phazahn Odom,PIT,null,27,TE,TE192,null,null,null,null,null,963
1005,18280,Jake McGee,PIT,null,35,TE,TE193,null,null,null,null,null,964
1006,15350,Rodney Smith,SEA,null,32,WR,WR368,null,null,null,null,null,965
1007,18159,Kenny Lawler,SEA,null,27,WR,WR369,null,null,null,null,null,966
1008,16559,Marcus Lucas,SEA,null,30,WR,WR370,null,null,null,null,null,967
1009,7082,Devin Hester,SEA,null,39,WR,WR371,null,null,null,null,null,968
1010,17016,Terrence Magee,SEA,null,27,RB,RB240,null,null,null,null,null,969
1011,16887,Mike Davis,SEA,6,29,RB,RB241,null,null,null,null,null,970
1012,18127,Kelvin Taylor,SEA,null,28,RB,RB242,null,null,null,null,null,971
1013,16955,Malcolm Johnson,SEA,null,29,FB,RB243,null,null,null,null,null,972
1014,3382,Marcel Reece,SEA,null,36,FB,RB244,null,null,null,null,null,973
1015,17825,Jamel Johnson,SEA,null,30,WR,WR372,null,null,null,null,null,974
1016,19665,Stevie Donatell,SEA,null,28,TE,TE194,null,null,null,null,null,975
1017,18896,Cyril Grayson Jr.,SEA,9,28,WR,WR373,null,null,null,null,null,976
1018,18713,Kyle Coleman,SEA,null,28,FB,RB245,null,null,null,null,null,977
1019,19573,Algernon Brown,SEA,null,30,FB,RB246,null,null,null,null,null,978
1020,19577,Darreus Rogers,SEA,null,28,WR,WR374,null,null,null,null,null,979
1021,19579,Tyrone Swoopes,SEA,null,27,TE,TE195,1148,1148,1148,1148,1148,980
1022,18339,Tre Madden,SEA,null,28,RB,RB247,null,null,null,null,null,981
1023,18464,J.D. McKissic,SEA,9,28,RB,RB248,null,null,null,null,null,982
1024,13270,Christian Ponder,SF,null,34,QB,QB120,null,null,null,null,null,983
1025,13443,Colin Kaepernick,SF,null,34,QB,QB121,null,null,null,null,null,984
1026,14855,Matt Barkley,SF,7,31,QB,QB122,null,null,null,null,null,985
1027,2262,Tim Hightower,SF,null,35,RB,RB249,null,null,null,null,null,986
1028,16273,Kapri Bibbs,SF,null,29,RB,RB250,null,null,null,null,null,987
1029,11555,Jim Dray,SF,null,35,TE,TE196,null,null,null,null,null,988
1030,16878,Blake Bell,SF,12,30,TE,TE197,null,null,null,null,null,989
1031,18473,Nick Rose,SF,null,27,K,K51,null,null,null,null,null,990
1032,17218,DeAndre Carter,SF,7,29,WR,WR375,null,null,null,null,null,991
1033,19326,Cole Hikutini,SF,null,27,TE,TE198,1130,1130,1130,1130,1130,992
1034,19329,Tyler McCloskey,SF,null,27,RB,RB251,null,null,null,null,null,993
1035,19330,Nick Mullens,SF,8,27,QB,QB123,null,null,null,null,null,994
1036,19317,Victor Bolden,SF,null,27,WR,WR376,1129,1129,1129,1129,1129,995
1037,19318,Kendrick Bourne,SF,14,26,WR,WR377,null,null,null,null,null,996
1038,8777,Louis Murphy,SF,null,34,WR,WR378,null,null,null,null,null,997
1039,18225,Russell Hansbrough,TB,null,28,RB,RB252,null,null,null,null,null,998
1040,8778,Brandon Myers,TB,null,36,TE,TE199,null,null,null,null,null,999
1041,13002,Cecil Shorts,TB,null,34,WR,WR379,null,null,null,null,null,1000
1042,3519,Vincent Jackson,TB,null,39,WR,WR380,null,null,null,null,null,1001
1043,15971,Josh Huff,TB,null,30,WR,WR381,null,null,null,null,null,1002
1044,17292,Donteea Dye,TB,null,28,WR,WR382,null,null,null,null,null,1003
1045,11439,Antone Smith,TB,null,36,RB,RB253,null,null,null,null,null,1004
1046,15182,Sean Renfree,TB,null,32,QB,QB124,null,null,null,null,null,1005
1047,16412,Zach Hocker,TB,null,30,K,K52,null,null,null,null,null,1006
1048,18790,Blake Sims,TB,null,30,QB,QB125,null,null,null,null,null,1007
1049,19335,Antony Auclair,TB,10,28,TE,TE200,null,null,null,null,null,1008
1050,19347,Thomas Sperbeck,TB,null,27,WR,WR383,null,null,null,null,null,1009
1051,19348,Jesus Wilson,TB,null,27,WR,WR384,null,null,null,null,null,1010
1052,16181,Derel Walker,TB,null,30,WR,WR385,null,null,null,null,null,1011
1053,17313,Tevin Westbrook,TB,null,29,TE,TE201,null,null,null,null,null,1012
1054,16536,Bernard Reedy,TB,null,30,WR,WR386,null,null,null,null,null,1013
1055,18437,Quayvon Hicks,TB,null,27,RB,RB254,null,null,null,null,null,1014
1056,16163,Antonio Andrews,TEN,null,30,RB,RB255,null,null,null,null,null,1015
1057,11084,Marc Mariani,TEN,null,35,WR,WR387,null,null,null,null,null,1016
1058,16134,Jonathan Krause,TEN,null,30,WR,WR388,null,null,null,null,null,1017
1059,16057,Jace Amaro,TEN,null,29,TE,TE202,null,null,null,null,null,1018
1060,18181,Mekale McKay,TEN,null,28,WR,WR389,null,null,null,null,null,1019
1061,15966,David Fluellen,TEN,null,30,RB,RB256,null,null,null,null,null,1020
1062,15710,Jordan Gay,TEN,null,31,K,K53,null,null,null,null,null,1021
1063,16759,Jerome Cunningham,TEN,null,30,TE,TE203,null,null,null,null,null,1022
1064,17063,Tim Semisch,TEN,null,30,TE,TE204,null,null,null,null,null,1023
1065,19738,Darrius Sims,TEN,null,27,RB,RB257,null,null,null,null,null,1024
1066,19186,Brandon Radcliff,TEN,null,29,RB,RB258,null,null,null,null,null,1025
1067,19610,Tyler Ferguson,TEN,null,28,QB,QB126,null,null,null,null,null,1026
1068,19615,Kevonn Mabon,TEN,null,28,WR,WR390,null,null,null,null,null,1027
1069,19617,Giovanni Pascascio,TEN,null,27,WR,WR391,null,null,null,null,null,1028
1070,16994,Kenny Hilliard,WAS,null,30,RB,RB259,null,null,null,null,null,1029
1071,18104,Nate Sudfeld,WAS,6,28,QB,QB127,null,null,null,null,null,1030
1072,19392,Jamari Staples,WAS,null,27,WR,WR392,null,null,null,null,null,1031
1073,17072,Manasseh Garner,WAS,null,30,WR,WR393,null,null,null,null,null,1032
1074,17113,Quinton Dunbar,WAS,null,29,CB,DB4,853,853,853,853,853,1033
1075,19067,Jeremy Sprinkle,WAS,7,27,TE,TE205,null,null,null,null,null,1034
1076,19172,Zach Pascal,WAS,14,27,WR,WR394,null,null,null,null,null,1035
1077,19173,James Quick,WAS,null,27,WR,WR395,null,null,null,null,null,1036
1078,19194,Lavern Jacobs,WAS,null,29,WR,WR396,null,null,null,null,null,1037
1079,18744,Kendal Thompson,WAS,null,29,WR,WR397,null,null,null,null,null,1038
1080,18508,Andy Jones,HOU,null,27,WR,WR398,null,null,null,null,null,1039
1081,17415,Matt LaCosse,NYG,null,29,TE,TE206,null,null,null,null,null,1040
