Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
552,18105,David Morgan,MIN,null,28,TE,TE84,null,null,null,null,null,506
553,16656,Logan Thomas,BUF,9,30,TE,TE85,null,null,null,null,null,507
554,18108,Jake Rudock,DET,null,29,QB,QB67,null,null,null,null,null,508
555,1545,Anthony Fasano,MIA,null,38,TE,TE86,null,null,null,null,null,509
556,15371,MarQueis Gray,MIA,null,32,TE,TE87,null,null,null,null,null,510
557,16928,Michael Burton,CHI,12,30,FB,RB145,null,null,null,null,null,511
558,16327,Scott Simonson,CAR,null,30,TE,TE88,null,null,null,null,null,512
559,17932,Connor Cook,LV,null,29,QB,QB68,null,null,null,null,null,513
560,12982,Blaine Gabbert,ARI,9,32,QB,QB69,null,null,null,null,null,514
561,15268,Nick Williams,ATL,null,31,WR,WR193,null,null,null,null,null,515
562,16111,Ryan Hewitt,CIN,null,31,TE,TE89,null,null,null,null,null,516
563,11535,Michael Hoomanawanui,NO,null,33,TE,TE90,null,null,null,null,null,517
564,13170,Niles Paul,WAS,null,32,TE,TE91,null,null,null,null,null,518
565,14820,Sean McGrath,LAC,null,34,TE,TE92,null,null,null,null,null,519
566,13370,Luke Stocker,TB,null,33,TE,TE93,633,633,633,633,633,520
567,15937,Phillip Supernaw,TEN,null,32,TE,TE94,null,null,null,null,null,521
568,17750,Ross Travis,KC,null,29,TE,TE95,875,875,875,875,875,522
569,14404,Austin Davis,SEA,null,32,QB,QB70,null,null,null,null,null,523
570,18229,Ben Braunecker,CHI,null,28,TE,TE96,null,null,null,null,null,524
571,14053,Brock Osweiler,DEN,null,31,QB,QB71,null,null,null,null,null,525
572,7651,Matthew Slater,NE,14,36,WR,WR194,null,null,null,null,null,526
573,16903,MyCole Pruitt,BUF,null,30,TE,TE97,515,515,515,515,515,527
574,14868,EJ Manuel,LV,null,32,QB,QB72,null,null,null,null,null,528
575,18617,Elijhaa Penny,ARI,10,28,RB,RB146,null,null,null,null,null,529
576,8415,Mark Sanchez,CHI,null,35,QB,QB73,null,null,null,null,null,530
577,17762,Chris Manhertz,CAR,7,30,TE,TE98,null,null,null,null,null,531
578,18018,Jacoby Brissett,IND,13,29,QB,QB74,null,null,null,null,null,532
579,6828,Chris Johnson,ARI,null,36,RB,RB147,null,null,null,null,null,533
580,15230,Stepfan Taylor,ARI,null,30,RB,RB148,null,null,null,null,null,534
581,14787,Jeremy Ross,ARI,null,34,WR,WR195,null,null,null,null,null,535
582,18616,Chris Hubert,ARI,null,28,WR,WR196,null,null,null,null,null,537
583,18711,Marquis Bundy,ARI,null,27,WR,WR197,null,null,null,null,null,538
584,19398,Carlton Agudosi,ARI,null,28,WR,WR198,null,null,null,null,null,539
585,19403,Krishawn Hogan,ARI,null,26,WR,WR199,1134,1134,1134,1134,1134,540
586,19406,Trevor Knight,ARI,null,28,QB,QB75,null,null,null,null,null,541
587,19410,Ricky Seals-Jones,ARI,10,27,TE,TE99,null,null,null,null,null,542
588,19412,James Summers,ARI,null,27,RB,RB149,null,null,null,null,null,543
589,19414,Steven Wroblewski,ARI,null,null,TE,TE100,null,null,null,null,null,544
590,19581,Larry Clark,ARI,null,null,WR,WR200,null,null,null,null,null,545
591,19643,Gump Hayes,ARI,null,null,RB,RB150,null,null,null,null,null,546
592,15631,Derrick Coleman,ATL,null,31,FB,RB151,null,null,null,null,null,547
593,852,Jacob Tamme,ATL,null,37,TE,TE101,null,null,null,null,null,548
594,15235,BJ Daniels,ATL,null,32,QB,QB76,null,null,null,null,null,549
595,19141,Reginald Davis,ATL,null,28,WR,WR201,null,null,null,null,null,550
596,19609,Bra'lon Cherry,ATL,null,null,WR,WR202,null,null,null,null,null,551
597,19582,Reggie Davis,ATL,null,26,WR,WR203,null,null,null,null,null,552
598,19647,Alex Gray,ATL,null,31,TE,TE102,null,null,null,null,null,553
599,18227,Jhurell Pressley,ATL,null,29,RB,RB152,null,null,null,null,null,554
600,19140,Deante Burton,ATL,null,27,CB,DB1,1113,1113,1113,1113,1113,556
601,19149,Josh Magee,ATL,null,30,WR,WR204,null,null,null,null,null,557
602,19153,Tyler Renew,ATL,null,27,RB,RB153,null,null,null,null,null,558
603,19156,Alek Torgersen,ATL,null,27,QB,QB77,null,null,null,null,null,559
604,18636,Taniela Tupou,ATL,null,29,FB,RB154,null,null,null,null,null,560
605,18717,Marvin Hall,ATL,null,29,WR,WR205,1011,1011,1011,1011,1011,561
606,17904,Anthony Dable,ATL,null,33,WR,WR206,null,null,null,null,null,562
607,18263,Darion Griswold,ATL,null,29,TE,TE103,null,null,null,null,null,563
608,17287,Mike Meyer,ATL,null,29,K,K35,null,null,null,null,null,564
609,16267,DJ Tialavea,ATL,null,30,TE,TE104,null,null,null,null,null,565
610,15982,Matt Simms,ATL,null,33,QB,QB78,null,null,null,null,null,566
611,13852,Bobby Rainey,BAL,null,34,RB,RB155,null,null,null,null,null,567
612,16099,Lorenzo Taliaferro,BAL,null,30,RB,RB156,null,null,null,null,null,568
613,17969,Kenneth Dixon,BAL,null,28,RB,RB157,null,null,null,null,null,569
614,4358,Steve Smith,BAL,null,42,WR,WR207,null,null,null,null,null,570
615,18099,Keenan Reynolds,BAL,null,27,WR,WR208,null,null,null,null,null,571
616,16964,Darren Waller,BAL,8,29,TE,TE105,null,null,null,null,null,572
617,16922,Kenny Bell,BAL,null,30,WR,WR209,null,null,null,null,null,573
618,15782,Larry Donnell,BAL,null,33,TE,TE106,null,null,null,null,null,574
619,11017,Dennis Pitta,BAL,null,36,TE,TE107,null,null,null,null,null,575
620,14594,Griff Whalen,BAL,null,32,WR,WR210,null,null,null,null,null,576
621,16382,Dustin Vaughan,BAL,null,31,QB,QB79,null,null,null,null,null,577
622,18272,Ryan Malleck,BAL,null,28,TE,TE108,null,null,null,null,null,578
623,19198,Quincy Adeboyejo,BAL,null,26,WR,WR211,null,null,null,null,null,579
624,19205,Taquan Mizzell,BAL,null,28,RB,RB158,1114,1114,1114,1114,1114,580
625,19206,Ricky Ortiz,BAL,null,28,FB,RB159,null,null,null,null,null,581
626,19207,Tim Patrick,BAL,11,28,WR,WR212,null,null,null,null,null,582
627,13697,Thaddeus Lewis,BAL,null,34,QB,QB80,null,null,null,null,null,583
628,19200,C.J. Board,BAL,null,28,WR,WR213,462,462,462,462,462,584
629,19584,Aaron Bailey,BAL,null,null,QB,QB81,null,null,null,null,null,585
630,19692,David Olson,BAL,null,null,QB,QB82,null,null,null,null,null,586
631,18204,Josh Woodrum,BAL,null,29,QB,QB83,null,null,null,null,null,587
632,1269,Dan Carpenter,BUF,null,36,K,K36,null,null,null,null,null,588
633,18593,Cedric O'Neal,BUF,null,28,RB,RB160,null,null,null,null,null,589
634,17015,Gerald Christian,BUF,null,28,TE,TE109,null,null,null,null,null,590
635,14111,Rod Streater,BUF,null,34,WR,WR214,null,null,null,null,null,591
636,15659,Rashad Ross,BUF,null,32,WR,WR215,null,null,null,null,null,592
637,13486,Marcus Easley,BUF,null,34,WR,WR216,null,null,null,null,null,593
638,18109,Kolby Listenbee,BUF,null,28,WR,WR217,null,null,null,null,null,594
639,16553,Corey Brown,BUF,null,30,WR,WR218,null,null,null,null,null,595
640,733,Jerome Felton,BUF,null,35,FB,RB161,null,null,null,null,null,596
641,4640,Reggie Bush,BUF,null,37,RB,RB162,null,null,null,null,null,597
642,11422,Joe Webb,BUF,null,35,QB,QB84,null,null,null,null,null,598
643,17013,Rory Anderson,BUF,null,29,TE,TE110,null,null,null,null,null,599
644,19415,Jason Croom,BUF,null,28,TE,TE111,null,null,null,null,null,600
645,19416,Jordan Johnson,BUF,null,27,RB,RB163,null,null,null,null,null,601
646,19420,Brandon Reilly,BUF,null,28,WR,WR219,null,null,null,null,null,602
647,19423,Daikiel Shorts,BUF,null,27,WR,WR220,null,null,null,null,null,603
648,17064,Wes Saxton,BUF,null,28,TE,TE112,null,null,null,null,null,604
649,16993,Dezmin Lewis,BUF,null,27,WR,WR221,null,null,null,null,null,605
650,11969,Darrel Young,CAR,null,35,FB,RB164,null,null,null,null,null,606
651,18240,Keyarris Garrett,CAR,null,29,WR,WR222,null,null,null,null,null,607
652,14471,LaRon Byrd,CAR,null,32,WR,WR223,null,null,null,null,null,608
653,18409,Mose Frazier,CAR,null,28,WR,WR224,null,null,null,null,null,609
654,16621,Garrett Gilbert,CAR,8,30,QB,QB85,null,null,null,null,null,610
655,1061,Charles Johnson,CAR,null,35,DE,DL1,null,null,null,null,null,611
656,19360,Wyatt Houston,CAR,null,27,TE,TE113,null,null,null,null,null,613
657,19215,Austin Duke,CAR,null,28,WR,WR225,null,null,null,null,null,614
658,19217,Fred Ross,CAR,null,26,WR,WR226,null,null,null,null,null,615
659,18734,Eric Wallace,CAR,null,33,TE,TE114,null,null,null,null,null,616
660,18680,Jalen Simmons,CAR,null,30,RB,RB165,null,null,null,null,null,617
661,19072,Alex Armah,CAR,null,27,FB,RB166,413,413,413,413,413,618
662,18334,Bryce Williams,CAR,null,29,TE,TE115,null,null,null,null,null,619
663,19667,Cameron Posey,CAR,null,28,WR,WR227,null,null,null,null,null,620
664,13763,TJ Graham,CAR,null,32,WR,WR228,null,null,null,null,null,621
665,19687,Trevor Graham,CAR,null,32,WR,WR229,null,null,null,null,null,622
666,17962,Roberto Aguayo,CHI,null,27,K,K37,899,899,899,899,899,623
667,16487,Justin Perillo,CHI,null,31,TE,TE116,null,null,null,null,null,624
668,17219,Daniel Brown,CHI,null,29,TE,TE117,519,519,519,519,519,625
669,18146,Daniel Braverman,CHI,null,28,WR,WR230,null,null,null,null,null,626
670,12246,Victor Cruz,CHI,null,35,WR,WR231,null,null,null,null,null,627
671,7389,Eddie Royal,CHI,null,35,WR,WR232,null,null,null,null,null,628
672,16898,David Cobb,CHI,null,28,RB,RB167,null,null,null,null,null,629
673,19711,Josh Rounds,CHI,null,28,RB,RB168,null,null,null,null,null,630
674,19720,Alton Howard,CHI,null,29,WR,WR233,null,null,null,null,null,631
675,19428,Joel Bouagnon,CHI,null,27,RB,RB169,null,null,null,null,null,632
676,19431,Tanner Gentry,CHI,7,27,WR,WR234,null,null,null,null,null,633
677,19436,Andy Phillips,CHI,null,32,K,K38,null,null,null,null,null,634
678,19439,Freddie Stevenson,CHI,null,27,FB,RB170,null,null,null,null,null,635
679,17045,Titus Davis,CHI,null,29,WR,WR235,null,null,null,null,null,636
680,12330,Clark Harris,CIN,null,37,LS,LS1,619,619,619,619,619,637
681,18251,Chris Brown,CIN,null,28,WR,WR236,null,null,null,null,null,638
682,18184,Alonzo Russell,CIN,null,29,WR,WR237,null,null,null,null,null,639
683,18619,Jon Brown,CIN,null,29,K,K39,1006,1006,1006,1006,1006,640
684,19219,Cethan Carter,CIN,14,26,TE,TE118,null,null,null,null,null,641
685,19221,Karel Hamilton,CIN,null,27,WR,WR238,null,null,null,null,null,642
686,19222,Darrin Laufasa,CIN,null,26,FB,RB171,null,null,null,null,null,643
687,19224,Monty Madaris,CIN,null,28,WR,WR239,null,null,null,null,null,644
688,19229,Jarveon Williams,CIN,null,27,RB,RB172,null,null,null,null,null,645
689,19230,Stanley Williams,CIN,null,26,RB,RB173,null,null,null,null,null,646
690,19440,Kermit Whitfield,CIN,null,28,WR,WR240,null,null,null,null,null,647
691,19695,Levonte Whitfield,CIN,null,null,WR,WR241,null,null,null,null,null,648
692,16997,Mario Alford,CLE,null,31,WR,WR242,null,null,null,null,null,649
693,14883,Josh Boyce,CLE,null,30,WR,WR243,null,null,null,null,null,650
694,4577,Gary Barnidge,CLE,null,36,TE,TE119,null,null,null,null,null,651
695,18071,Jordan Payton,CLE,null,28,WR,WR244,null,null,null,null,null,652
696,16122,James Wright,CLE,null,30,WR,WR245,null,null,null,null,null,653
697,14587,Josh Gordon,CLE,12,31,WR,WR246,null,null,null,null,null,654
698,16485,Rajion Neal,CLE,null,30,RB,RB174,null,null,null,null,null,655
699,16740,Glenn Winston,CLE,null,33,RB,RB175,null,null,null,null,null,656
700,14257,Robert Griffin III,CLE,null,32,QB,QB86,null,null,null,null,null,657
701,17221,Rasheed Bailey,CLE,null,28,WR,WR247,null,null,null,null,null,658
702,19718,Nate Iese,CLE,null,27,TE,TE120,null,null,null,null,null,659
703,18543,Richard Mullaney,CLE,null,29,WR,WR248,null,null,null,null,null,660
704,19447,Taylor McNamara,CLE,null,27,TE,TE121,null,null,null,null,null,661
705,17291,Rannell Hall,CLE,null,30,WR,WR249,null,null,null,null,null,662
706,17799,Jordan Leslie,CLE,null,30,WR,WR250,null,null,null,null,null,663
707,18498,J.P. Holtz,CLE,6,28,TE,TE122,null,null,null,null,null,664
708,6276,Luke McCown,DAL,null,40,QB,QB87,null,null,null,null,null,665
709,3867,Tony Romo,DAL,null,42,QB,QB88,null,null,null,null,null,666
710,16343,Javontee Herndon,DAL,null,30,WR,WR251,null,null,null,null,null,667
711,16064,Shaquelle Evans,DAL,null,31,WR,WR252,null,null,null,null,null,668
712,17252,Jameill Showers,DAL,null,30,FS,DB2,null,null,null,null,null,669
713,15491,Uzoma Nwachukwu,DAL,null,31,WR,WR253,null,null,null,null,null,670
714,17200,Connor Hamlett,DAL,null,30,TE,TE123,null,null,null,null,null,671
715,19454,Brian Brown,DAL,null,27,WR,WR254,null,null,null,null,null,672
716,19457,Blake Jarwin,DAL,null,27,TE,TE124,319,319,319,319,319,673
717,19461,Cooper Rush,DAL,7,28,QB,QB89,null,null,null,null,null,674
718,19463,Jahad Thomas,DAL,null,26,RB,RB176,null,null,null,null,null,675
719,14046,Ronnie Hillman,DAL,null,30,RB,RB177,null,null,null,null,null,676
720,19668,Lance Lenoir,DAL,null,27,WR,WR255,null,null,null,null,null,677
721,18702,MJ McFarland,DAL,null,29,TE,TE125,null,null,null,null,null,678
722,14687,Bernard Pierce,DEN,null,31,RB,RB178,null,null,null,null,null,679
723,15479,Marlon Brown,DEN,null,31,WR,WR256,null,null,null,null,null,680
724,12551,Jordan Norwood,DEN,null,35,WR,WR257,null,null,null,null,null,681
725,16287,Juwan Thompson,DEN,null,29,RB,RB179,null,null,null,null,null,682
726,9369,Justin Forsett,DEN,null,36,RB,RB180,null,null,null,null,null,683
727,12774,Stevan Ridley,DEN,null,33,RB,RB181,null,null,null,null,null,684
728,19472,Anthony Nash,DEN,null,28,WR,WR258,null,null,null,null,null,685
729,19475,Kyle Sloter,DEN,null,28,QB,QB90,null,null,null,null,null,686
730,18700,Austin Traylor,DEN,null,28,TE,TE126,null,null,null,null,null,687
731,18283,Hunter Sharp,DEN,null,28,WR,WR259,null,null,null,null,null,689
732,18270,Steven Scheu,DEN,null,29,TE,TE127,null,null,null,null,null,690
733,18250,Henry Krieger-Coble,DEN,null,29,TE,TE128,null,null,null,null,null,691
734,12323,Joique Bell,DET,null,35,RB,RB182,null,null,null,null,null,692
735,13255,Matt Asiata,DET,null,34,RB,RB183,null,null,null,null,null,693
736,15285,Ryan Spadola,DET,null,31,WR,WR260,null,null,null,null,null,694
737,16973,Kennard Backman,DET,null,29,TE,TE129,null,null,null,null,null,695
738,18522,Cole Wick,DET,null,28,TE,TE130,null,null,null,null,null,696
739,19068,Brad Kaaya,DET,null,26,QB,QB91,null,null,null,null,null,697
740,9671,Matthew Mulligan,DET,null,37,TE,TE131,null,null,null,null,null,698
741,15367,Tim Wright,DET,null,32,TE,TE132,null,null,null,null,null,699
742,13974,Keshawn Martin,DET,null,32,WR,WR261,null,null,null,null,null,700
743,18399,Hakeem Valles,DET,null,29,TE,TE133,null,null,null,null,null,701
744,17154,Khari Lee,DET,null,30,TE,TE134,null,null,null,null,null,702
745,19480,Brandon Barnes,DET,null,27,TE,TE135,null,null,null,null,null,703
746,19483,Tion Green,DET,null,28,RB,RB184,null,null,null,null,null,704
747,19487,Michael Rector,DET,null,28,WR,WR262,null,null,null,null,null,705
748,19489,Noel Thomas Jr.,DET,null,27,WR,WR263,null,null,null,null,null,706
749,19491,Robert Tonyan,DET,13,28,TE,TE136,null,null,null,null,null,707
750,19736,Andrew Price,DET,null,28,TE,TE137,null,null,null,null,null,708
751,18525,Joe Callahan,GB,null,28,QB,QB92,null,null,null,null,null,709
752,18168,Beau Sandland,GB,null,29,TE,TE138,null,null,null,null,null,710
753,17060,Antwan Goodley,GB,null,30,WR,WR264,null,null,null,null,null,711
754,19655,Colby Pearson,GB,null,27,WR,WR265,null,null,null,null,null,712
755,19353,William Stanback,GB,null,27,RB,RB185,null,null,null,null,null,713
756,18660,Maxwell McCaffrey,GB,null,27,WR,WR266,null,null,null,null,null,714
757,19089,Malachi Dupre,GB,null,26,WR,WR267,null,null,null,null,null,715
758,19233,Michael Clark,GB,null,26,WR,WR268,null,null,null,null,null,716
759,19234,Montay Crockett,GB,null,28,WR,WR269,null,null,null,null,null,717
760,19238,Taysom Hill,GB,6,31,QB,QB93,null,null,null,null,null,718
761,19241,Aaron Peck,GB,null,27,TE,TE139,null,null,null,null,null,719
762,19242,Kalif Phillips,GB,null,28,RB,RB186,null,null,null,null,null,720
763,13910,Brandon Weeden,HOU,null,38,QB,QB94,null,null,null,null,null,721
764,14719,Jonathan Grimes,HOU,null,32,RB,RB187,null,null,null,null,null,722
765,13102,Jordan Todman,HOU,null,32,RB,RB188,null,null,null,null,null,723
766,17052,Dres Anderson,HOU,null,29,WR,WR270,null,null,null,null,null,724
767,16935,Keith Mumphery,HOU,null,29,WR,WR271,null,null,null,null,null,725
768,16381,Devin Street,HOU,null,31,WR,WR272,null,null,null,null,null,726
769,4354,Nick Novak,HOU,null,40,K,K40,null,null,null,null,null,727
770,18323,Wendall Williams,HOU,null,31,WR,WR273,null,null,null,null,null,728
771,19494,Evan Baylis,HOU,null,28,TE,TE140,1140,1140,1140,1140,1140,729
772,19497,Zach Conque,HOU,null,28,QB,QB95,null,null,null,null,null,730
773,19501,Justin Hardee,HOU,6,28,CB,DB3,1141,1141,1141,1141,1141,731
774,19503,Shaq Hill,HOU,null,28,WR,WR274,null,null,null,null,null,732
775,19504,Riley McCarron,HOU,null,28,WR,WR275,null,null,null,null,null,733
776,19626,Dare Ogunbowale,HOU,10,27,RB,RB189,null,null,null,null,null,734
777,19627,Chris Thompson,HOU,null,27,WR,WR276,null,null,null,null,null,735
778,17269,DeAndrew White,HOU,null,30,WR,WR277,null,null,null,null,null,736
779,18363,Marcus Leak,HOU,null,29,WR,WR278,null,null,null,null,null,737
780,19731,Germone Hopper,HOU,null,28,WR,WR279,null,null,null,null,null,738
781,14696,Daryl Richardson,IND,null,32,RB,RB190,null,null,null,null,null,739
782,16261,Stephen Morris,IND,null,29,QB,QB96,null,null,null,null,null,740
783,19735,Justice Liggins,IND,null,27,WR,WR280,null,null,null,null,null,741
784,19723,Marvin Bracy,IND,null,28,WR,WR281,null,null,null,null,null,742
785,18454,Valdez Showers,IND,null,28,WR,WR282,null,null,null,null,null,743
786,19725,Brian Riley,IND,null,26,WR,WR283,null,null,null,null,null,744
787,19671,Fred Brown,IND,null,28,WR,WR284,1150,1150,1150,1150,1150,745
788,19175,Dalton Crossan,IND,null,28,RB,RB191,null,null,null,null,null,746
789,19176,Darrell Daniels,IND,null,27,TE,TE141,466,466,466,466,466,747
790,19179,Bug Howard,IND,null,27,WR,WR285,null,null,null,null,null,748
791,19180,Colin Jeter,IND,null,26,TE,TE142,null,null,null,null,null,749
792,19184,JoJo Natson,IND,null,28,WR,WR286,588,588,588,588,588,750
793,19191,P.J. Walker,IND,13,27,QB,QB97,null,null,null,null,null,751
794,18747,Harvey Binford,IND,null,31,WR,WR287,null,null,null,null,null,752
795,18843,Chris Briggs,IND,null,29,TE,TE143,null,null,null,null,null,753
796,18764,Troymaine Pope,IND,null,28,RB,RB192,null,null,null,null,null,754
797,16012,Matt Hazel,IND,null,30,WR,WR288,null,null,null,null,null,755
798,18362,Tevaun Smith,IND,null,29,WR,WR289,null,null,null,null,null,756
799,18900,Mo Alie-Cox,IND,14,28,TE,TE144,null,null,null,null,null,757
800,12985,DuJuan Harris,JAX,null,33,RB,RB193,null,null,null,null,null,758
801,15018,Denard Robinson,JAX,null,31,RB,RB194,null,null,null,null,null,759
802,13595,Bryan Walters,JAX,null,34,WR,WR290,null,null,null,null,null,760
803,6902,Josh Scobee,JAX,null,39,K,K41,null,null,null,null,null,761
804,14891,Tommy Bohanon,JAX,null,31,FB,RB195,null,null,null,null,null,762
805,17237,Larry Pinkard,JAX,null,30,WR,WR291,null,null,null,null,null,763
806,18318,Jamal Robinson,JAX,null,29,WR,WR292,null,null,null,null,null,764
807,18642,Alex Ellis,JAX,12,29,TE,TE145,null,null,null,null,null,765
808,19513,Caleb Bluiett,JAX,null,28,TE,TE146,null,null,null,null,null,766
809,19514,Keelan Cole,JAX,null,29,WR,WR293,195,195,195,195,195,767
810,19516,Tim Cook,JAX,null,28,RB,RB196,null,null,null,null,null,768
811,19520,Amba Etta-Tawo,JAX,null,28,WR,WR294,null,null,null,null,null,769
812,19528,Kenneth Walker,JAX,null,28,WR,WR295,null,null,null,null,null,770
813,18236,David Grinnage,JAX,null,28,TE,TE147,null,null,null,null,null,771
814,16578,Seantavious Jones,KC,null,29,WR,WR296,null,null,null,null,null,772
815,15082,Gavin Escobar,KC,null,31,TE,TE148,null,null,null,null,null,773
816,16561,Darrin Reaves,KC,null,29,RB,RB197,null,null,null,null,null,774
817,15293,Tyler Bray,KC,null,30,QB,QB98,null,null,null,null,null,775
818,19390,Emanuel Byrd,KC,null,27,TE,TE149,null,null,null,null,null,776
819,19391,Devine Redding,KC,null,26,RB,RB198,null,null,null,null,null,777
820,18735,Sam Ficken,KC,13,29,K,K42,null,null,null,null,null,778
821,16657,Corey Washington,KC,null,30,WR,WR297,null,null,null,null,null,779
822,19545,Robert Wheelwright,KC,null,27,WR,WR298,null,null,null,null,null,780
823,19358,Gehrig Dieter,KC,12,29,WR,WR299,null,null,null,null,null,781
824,19361,Marcus Kemp,KC,null,26,WR,WR300,286,286,286,286,286,782
825,19364,Alonzo Moore,KC,null,29,WR,WR301,null,null,null,null,null,783
826,19367,Tony Stevens,KC,null,27,WR,WR302,null,null,null,null,null,784
827,18540,Tevin Jones,KC,null,29,WR,WR303,null,null,null,null,null,785
828,18220,Joel Stave,KC,null,29,QB,QB99,null,null,null,null,null,786
829,17304,Kenny Cook,KC,null,29,WR,WR304,null,null,null,null,null,787
830,13861,Orson Charles,KC,null,31,TE,TE150,null,null,null,null,null,788
831,16673,Trey Millard,KC,null,30,RB,RB199,null,null,null,null,null,789
832,15185,Kenjon Barner,LAC,9,33,RB,RB200,null,null,null,null,null,790
833,11220,Dexter McCluster,LAC,null,33,RB,RB201,null,null,null,null,null,791
834,10992,Jeff Cumberland,LAC,null,35,TE,TE151,null,null,null,null,null,792
835,16992,Da'Ron Brown,LAC,null,30,WR,WR305,null,null,null,null,null,793
836,17139,Josh Lambo,LAC,null,31,K,K43,396,396,396,396,396,794
837,18261,Mike Bercovici,LAC,null,29,QB,QB100,null,null,null,null,null,795
838,18307,Jamaal Jones,LAC,null,29,WR,WR306,null,null,null,null,null,796
839,19559,Sean Culkin,LAC,null,28,TE,TE152,1145,1145,1145,1145,1145,797
840,19562,Austin Ekeler,LAC,7,26,RB,RB202,null,null,null,null,null,798
841,19564,Eli Jenkins,LAC,null,27,QB,QB101,null,null,null,null,null,799
842,19568,Andre Patton,LAC,null,27,WR,WR307,null,null,null,null,null,800
843,19569,Artavis Scott,LAC,null,27,WR,WR308,null,null,null,null,null,801
844,18317,Braedon Bowman,LAC,null,28,TE,TE153,null,null,null,null,null,802
845,19721,Mike Estes,LAC,null,28,TE,TE154,null,null,null,null,null,803
846,19638,Mitchell Paige,LAC,null,28,WR,WR309,null,null,null,null,null,804
847,18441,Matt Weiser,LAC,null,29,TE,TE155,null,null,null,null,null,805
848,16300,Aaron Murray,LAR,null,31,QB,QB102,null,null,null,null,null,806
849,14764,Cory Harkey,LAR,null,31,TE,TE156,null,null,null,null,null,807
850,18249,Nelson Spruce,LAR,null,29,WR,WR310,null,null,null,null,null,808
851,15216,Stedman Bailey,LAR,null,31,WR,WR311,null,null,null,null,null,809
852,16626,Tre Mason,LAR,null,28,RB,RB203,null,null,null,null,null,810
853,17061,Brandon Wegher,LAR,null,31,RB,RB204,null,null,null,null,null,811
854,15596,Chase Reynolds,LAR,null,34,RB,RB205,null,null,null,null,null,812
855,8590,Dan Orlovsky,LAR,null,38,QB,QB103,null,null,null,null,null,813
856,19630,Shakeir Ryan,LAR,null,26,WR,WR312,null,null,null,null,null,814
857,16164,Travis Coons,LAR,null,30,K,K44,null,null,null,null,null,815
858,19712,C.J. Germany,LAR,null,null,WR,WR313,null,null,null,null,null,816
859,19629,De'Mard Llorens,LAR,null,28,RB,RB206,null,null,null,null,null,817
860,19165,Johnny Mundt,LAR,7,27,TE,TE157,null,null,null,null,null,818
861,19529,Justin Davis,LAR,null,26,RB,RB207,null,null,null,null,null,819
862,18574,Brandon Shippen,LAR,null,27,WR,WR314,null,null,null,null,null,820
863,18874,Travis Wilson,LAR,null,28,TE,TE158,null,null,null,null,null,821
864,18235,Aaron Green,LAR,null,29,RB,RB208,null,null,null,null,null,822
865,18139,Brandon Doughty,MIA,null,30,QB,QB104,null,null,null,null,null,823
866,16430,David Fales,MIA,null,31,QB,QB105,null,null,null,null,null,824
867,16255,Storm Johnson,MIA,null,29,RB,RB209,null,null,null,null,null,825
868,12861,Jordan Cameron,MIA,null,33,TE,TE159,null,null,null,null,null,826
869,17151,Andrew Franks,MIA,null,29,K,K45,null,null,null,null,null,827
870,14593,Dominique Jones,MIA,null,34,TE,TE160,null,null,null,null,null,828
871,18147,Thomas Duarte,MIA,null,27,TE,TE161,null,null,null,null,null,829
872,15281,Chris Pantale,MIA,null,32,TE,TE162,null,null,null,null,null,830
873,14715,Chris Owusu,MIA,null,32,WR,WR315,null,null,null,null,null,831
874,18282,Mitch Mathews,MIA,null,31,WR,WR316,null,null,null,null,null,832
875,19251,Malcolm Lewis,MIA,null,28,WR,WR317,null,null,null,null,null,833
876,19255,Drew Morgan,MIA,null,27,WR,WR318,null,null,null,null,null,834
877,19257,De'Veon Smith,MIA,null,27,RB,RB210,null,null,null,null,null,835
878,19260,Damore'ea Stringfellow,MIA,null,27,WR,WR319,null,null,null,null,null,836
879,19698,Jordan Westerkamp,MIA,null,27,WR,WR320,null,null,null,null,null,837
880,19177,Trey Griffey,MIA,null,28,WR,WR321,null,null,null,null,null,838
881,18097,Moritz Böhringer,MIN,null,28,TE,TE163,null,null,null,null,null,839
882,15555,Zach Line,MIN,null,32,FB,RB211,null,null,null,null,null,840
883,11992,Shaun Hill,MIN,null,42,QB,QB106,null,null,null,null,null,841
884,19742,Mitch Leidner,MIN,null,28,QB,QB107,null,null,null,null,null,842
885,19266,Wes Lunt,MIN,null,28,QB,QB108,null,null,null,null,null,843
886,19268,Terrell Newby,MIN,null,26,RB,RB212,null,null,null,null,null,844
887,19269,Josiah Price,MIN,null,28,TE,TE164,null,null,null,null,null,845
888,18748,Nick Truesdell,MIN,null,32,TE,TE165,null,null,null,null,null,846
889,18211,Cayleb Jones,MIN,null,29,WR,WR322,null,null,null,null,null,847
890,18246,Kyle Carter,MIN,null,29,TE,TE166,null,null,null,null,null,848
891,18255,Marshall Koehn,MIN,null,29,K,K46,null,null,null,null,null,849
892,15398,Terrell Sinkfield,MIN,null,31,WR,WR323,null,null,null,null,null,850
893,17339,Isaac Fruechte,MIN,null,31,WR,WR324,null,null,null,null,null,851
894,12847,Andrew Hawkins,NE,null,36,WR,WR325,null,null,null,null,null,852
895,16933,James O'Shaughnessy,NE,10,30,TE,TE167,null,null,null,null,null,853
896,15129,Michael Williams,NE,null,31,TE,TE168,null,null,null,null,null,854
