Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
48,17217,Raheem Mostert,SF,14,30,RB,RB26,null,null,null,null,null,47.2
49,14871,Robert Woods,LAR,13,30,WR,WR18,null,null,null,null,null,48
50,19844,DJ Moore,CAR,13,25,WR,WR19,null,null,null,null,null,48.9
51,14536,Russell Wilson,SEA,11,33,QB,QB3,null,null,null,null,null,49.8
52,16830,Tyler Lockett,SEA,9,29,WR,WR20,null,null,null,null,null,50.8
53,16906,Stefon Diggs,BUF,7,28,WR,WR21,null,null,null,null,null,52.5
54,18055,Dak Prescott,DAL,7,28,QB,QB4,null,null,null,null,null,52.6
55,14856,Zach Ertz,PHI,12,31,TE,TE4,null,null,null,null,null,53.8
56,19816,DJ Chark Jr.,JAX,9,25,WR,WR22,null,null,null,null,null,54.1
57,20889,Kyler Murray,ARI,12,24,QB,QB5,null,null,null,null,null,54.7
58,18944,Kareem Hunt,CLE,13,26,RB,RB27,null,null,null,null,null,54.8
59,14005,T.Y. Hilton,IND,null,32,WR,WR23,null,null,null,null,null,54.9
60,20873,Terry McLaurin,WAS,9,26,WR,WR24,null,null,null,null,null,57.4
61,21684,D'Andre Swift,DET,9,23,RB,RB28,null,null,null,null,null,57.8
62,15076,Keenan Allen,LAC,7,30,WR,WR25,null,null,null,null,null,58.9
63,19861,Ronald Jones II,TB,12,24,RB,RB29,null,null,null,null,null,60.6
64,21045,Marquise Brown,BAL,12,24,WR,WR26,null,null,null,null,null,62
65,18857,Deshaun Watson,HOU,13,26,QB,QB6,null,null,null,null,null,62.6
66,21688,Cam Akers,LAR,11,22,RB,RB30,null,null,null,null,null,62.8
67,16964,Darren Waller,LV,8,29,TE,TE5,null,null,null,null,null,65.3
68,18998,Marlon Mack,IND,10,26,RB,RB31,null,null,null,null,null,65.4
69,19800,Courtland Sutton,DEN,11,26,WR,WR27,null,null,null,null,null,66.4
69,12845,A.J. Green,CIN,12,33,WR,WR28,null,null,null,null,null,66.4
71,10974,Rob Gronkowski,TB,null,32,TE,TE6,81,81,81,81,81,68.3
72,21674,J.K. Dobbins,BAL,8,23,RB,RB32,null,null,null,null,null,69.7
73,16775,DeVante Parker,MIA,14,29,WR,WR29,null,null,null,null,null,72.2
74,16568,Brandin Cooks,HOU,10,28,WR,WR30,null,null,null,null,null,74.5
75,19867,Michael Gallup,DAL,7,26,WR,WR31,null,null,null,null,null,75.5
76,2593,Aaron Rodgers,GB,13,38,QB,QB7,null,null,null,null,null,75.8
77,7242,Drew Brees,NO,null,43,QB,QB8,null,null,null,null,null,76.4
78,18067,Jordan Howard,MIA,null,27,RB,RB33,306,306,306,306,306,77.1
78,18912,Evan Engram,NYG,7,27,TE,TE7,null,null,null,null,null,77.1
80,17916,William Fuller V,HOU,null,28,WR,WR32,125.7,125.7,125.7,125.7,125.7,77.3
81,20932,Deebo Samuel,SF,6,26,WR,WR33,null,null,null,null,null,78.7
82,19828,Sony Michel,NE,null,27,RB,RB34,90.4,90.4,90.4,90.4,90.4,79.5
83,732,Matt Ryan,ATL,14,36,QB,QB9,null,null,null,null,null,83.7
84,19822,Kerryon Johnson,DET,null,24,RB,RB35,1154,1154,1154,1154,1154,83.8
85,16020,Jarvis Landry,CLE,null,29,WR,WR34,118.3,118.3,118.3,118.3,118.3,85.1
86,20128,Phillip Lindsay,DEN,null,27,RB,RB36,110.2,110.2,110.2,110.2,110.2,85.3
87,17975,Hunter Henry,LAC,14,27,TE,TE8,null,null,null,null,null,85.5
88,16834,Tevin Coleman,SF,6,29,RB,RB37,null,null,null,null,null,86.6
89,19801,Josh Allen,BUF,7,25,QB,QB10,null,null,null,null,null,87
90,17986,Tyler Boyd,CIN,10,27,WR,WR35,null,null,null,null,null,87.1
91,8355,Julian Edelman,NE,null,35,WR,WR36,599,599,599,599,599,87.3
92,4314,Tom Brady,TB,9,44,QB,QB11,null,null,null,null,null,90.7
93,19319,Matt Breida,MIA,10,27,RB,RB38,null,null,null,null,null,90.8
94,13870,Marvin Jones Jr.,DET,7,32,WR,WR37,null,null,null,null,null,92.2
95,20788,Mecole Hardman,KC,12,24,WR,WR38,null,null,null,null,null,92.4
96,20868,Alexander Mattison,MIN,7,23,RB,RB39,null,null,null,null,null,93
97,8534,Jared Cook,NO,null,35,TE,TE9,151,151,151,151,151,93.6
98,21784,Zack Moss,BUF,7,24,RB,RB40,null,null,null,null,null,93.7
99,15071,Latavius Murray,NO,null,32,RB,RB41,126.5,126.5,126.5,126.5,126.5,95.2
100,21679,CeeDee Lamb,DAL,7,23,WR,WR39,null,null,null,null,null,95.4
101,17920,Carson Wentz,PHI,9,29,QB,QB12,null,null,null,null,null,95.6
102,93,San Francisco 49ers,SF,6,null,DST,DST1,null,null,null,null,null,98.5
103,11063,Emmanuel Sanders,NO,null,35,WR,WR40,174,174,174,174,174,98.7
104,21077,Diontae Johnson,PIT,7,25,WR,WR41,null,null,null,null,null,100.4
105,16056,James White,NE,14,30,RB,RB42,null,null,null,null,null,100.5
106,20798,Darrell Henderson Jr.,LAR,11,24,RB,RB43,null,null,null,null,null,103.7
107,20943,Darius Slayton,NYG,10,25,WR,WR42,null,null,null,null,null,104.8
108,9038,Matthew Stafford,DET,11,34,QB,QB13,null,null,null,null,null,104.9
109,21861,Antonio Gibson,WAS,9,23,RB,RB44,null,null,null,null,null,105.3
110,20841,Daniel Jones,NYG,10,24,QB,QB14,null,null,null,null,null,108.3
111,36,Baltimore Ravens,BAL,8,null,DST,DST2,null,null,null,null,null,108.4
112,19815,Christian Kirk,ARI,7,25,WR,WR43,null,null,null,null,null,109.8
113,21692,Jerry Jeudy,DEN,11,23,WR,WR44,null,null,null,null,null,110.3
114,17963,Austin Hooper,CLE,13,27,TE,TE10,null,null,null,null,null,111.2
115,21694,Henry Ruggs III,LV,null,23,WR,WR45,132.7,132.7,132.7,132.7,132.7,111.4
116,19919,Chase Edmonds,ARI,14,26,RB,RB45,null,null,null,null,null,112.4
117,37,Buffalo Bills,BUF,7,null,DST,DST3,null,null,null,null,null,113.5
118,21788,Ke'Shawn Vaughn,TB,9,24,RB,RB46,null,null,null,null,null,114.4
119,16031,Damien Williams,KC,6,30,RB,RB47,null,null,null,null,null,115
120,28,Pittsburgh Steelers,PIT,7,null,DST,DST4,null,null,null,null,null,115.1
121,20790,Damien Harris,NE,14,25,RB,RB48,null,null,null,null,null,115.3
122,20912,Tony Pollard,DAL,7,25,RB,RB49,null,null,null,null,null,115.7
123,18032,Tyler Higbee,LAR,11,29,TE,TE11,null,null,null,null,null,116.2
124,20753,Noah Fant,DEN,9,24,TE,TE12,null,null,null,null,null,117.2
125,4807,Adrian Peterson,DET,null,37,RB,RB50,null,null,null,null,null,117.7
126,16640,John Brown,BUF,null,32,WR,WR46,null,null,null,null,null,121
127,19843,Hayden Hurst,ATL,10,28,TE,TE13,null,null,null,null,null,121.1
128,19790,Baker Mayfield,CLE,13,27,QB,QB15,null,null,null,null,null,122.3
129,3807,Ben Roethlisberger,PIT,null,40,QB,QB16,142.7,142.7,142.7,142.7,142.7,123.1
130,18914,Mike Williams,LAC,7,27,WR,WR47,null,null,null,null,null,123.6
131,3943,DeSean Jackson,PHI,null,35,WR,WR48,188,188,188,188,188,124.9
132,17961,Sterling Shepard,NYG,10,29,WR,WR49,null,null,null,null,null,125.5
132,21685,Justin Jefferson,MIN,7,23,WR,WR50,null,null,null,null,null,125.5
134,19003,Tarik Cohen,CHI,null,26,RB,RB51,235,235,235,235,235,125.6
135,21,New England Patriots,NE,14,null,DST,DST5,null,null,null,null,null,126.3
136,16003,Sammy Watkins,KC,13,28,WR,WR51,null,null,null,null,null,128.3
137,38,Chicago Bears,CHI,10,null,DST,DST6,null,null,null,null,null,129.4
138,21802,AJ Dillon,GB,13,24,RB,RB52,null,null,null,null,null,131
139,13320,Cam Newton,NE,null,32,QB,QB17,631,631,631,631,631,131.7
139,20064,Justin Jackson,LAC,null,26,RB,RB53,160.5,160.5,160.5,160.5,160.5,131.7
141,17922,Jared Goff,LAR,9,27,QB,QB18,null,null,null,null,null,132.7
142,21686,Jalen Reagor,PHI,14,23,WR,WR52,null,null,null,null,null,136.6
143,14187,Alshon Jeffery,PHI,null,32,WR,WR53,null,null,null,null,null,136.9
144,84,Los Angeles Chargers,LAC,7,null,DST,DST7,null,null,null,null,null,137.4
145,13799,Ryan Tannehill,TEN,13,33,QB,QB19,null,null,null,null,null,139.2
146,19864,Anthony Miller,CHI,null,27,WR,WR54,209,209,209,209,209,139.3
147,18187,Robby Anderson,CAR,13,28,WR,WR55,null,null,null,null,null,142.6
148,14688,Justin Tucker,BAL,8,32,K,K1,null,null,null,null,null,143.4
149,55,Kansas City Chiefs,KC,12,null,DST,DST8,null,null,null,null,null,143.5
150,16866,Jamison Crowder,NYJ,7,28,WR,WR56,null,null,null,null,null,144.3
151,20792,N'Keal Harry,NE,14,24,WR,WR57,null,null,null,null,null,145.4
152,19073,Harrison Butker,KC,12,26,K,K2,null,null,null,null,null,145.5
153,20863,Bryce Love,WAS,null,24,RB,RB54,1418,1418,1418,1418,1418,146.4
154,20988,Preston Williams,MIA,14,25,WR,WR58,null,null,null,null,null,147.1
155,20743,Ryquell Armstead,JAX,7,25,RB,RB55,null,null,null,null,null,147.2
156,16668,Carlos Hyde,SEA,null,31,RB,RB56,202,202,202,202,202,148.4
157,20039,Boston Scott,PHI,14,27,RB,RB57,null,null,null,null,null,149.6
158,16451,Eric Ebron,PIT,null,29,TE,TE14,320,320,320,320,320,151.4
159,14697,Greg Zuerlein,DAL,6,34,K,K3,null,null,null,null,null,151.5
159,20805,T.J. Hockenson,DET,9,24,TE,TE15,null,null,null,null,null,151.5
161,19853,Mike Gesicki,MIA,14,26,TE,TE16,null,null,null,null,null,151.8
162,19912,Nyheim Hines,IND,14,25,RB,RB58,null,null,null,null,null,152.9
163,15102,Chris Thompson,JAX,null,31,RB,RB59,null,null,null,null,null,153.3
164,21693,Joe Burrow,CIN,10,25,QB,QB20,null,null,null,null,null,153.6
164,21736,Bryan Edwards,LV,8,23,WR,WR59,null,null,null,null,null,153.6
166,18901,O.J. Howard,TB,7,27,TE,TE17,null,null,null,null,null,154
167,18478,Wil Lutz,NO,6,27,K,K4,null,null,null,null,null,154.3
168,49,Denver Broncos,DEN,11,null,DST,DST9,null,null,null,null,null,155
169,20950,Benny Snell Jr.,PIT,7,24,RB,RB60,null,null,null,null,null,155.2
170,16510,Jerick McKinnon,SF,null,30,RB,RB61,233,233,233,233,233,155.3
171,14252,Kirk Cousins,MIN,7,33,QB,QB21,null,null,null,null,null,155.7
172,12,Green Bay Packers,GB,13,null,DST,DST10,null,null,null,null,null,156.1
173,19457,Blake Jarwin,DAL,null,27,TE,TE18,319,319,319,319,319,156.3
174,20859,Drew Lock,DEN,9,25,QB,QB22,null,null,null,null,null,156.6
174,18990,Jonnu Smith,TEN,14,26,TE,TE19,null,null,null,null,null,156.6
176,19947,Chris Herndon,NYJ,null,26,TE,TE20,340,340,340,340,340,156.7
177,20500,Darrel Williams,KC,null,27,RB,RB62,145.3,145.3,145.3,145.3,145.3,156.8
178,11611,Golden Tate,NYG,null,33,WR,WR60,null,null,null,null,null,157.1
179,19863,Dallas Goedert,PHI,14,27,TE,TE21,null,null,null,null,null,157.7
179,15602,Jack Doyle,IND,null,31,TE,TE22,356,356,356,356,356,157.7
181,67,Minnesota Vikings,MIN,7,null,DST,DST11,null,null,null,null,null,157.8
182,20880,Gardner Minshew,JAX,14,25,QB,QB23,null,null,null,null,null,158.3
183,19924,Ito Smith,ATL,null,26,RB,RB63,1208,1208,1208,1208,1208,158.4
184,16838,Duke Johnson,HOU,7,28,RB,RB64,null,null,null,null,null,158.5
184,11932,LeSean McCoy,TB,null,33,RB,RB65,null,null,null,null,null,158.5
186,21747,Brandon Aiyuk,SF,6,24,WR,WR61,null,null,null,null,null,159
186,13791,Lamar Miller,NE,null,31,RB,RB66,647,647,647,647,647,159
188,20145,Allen Lazard,GB,13,26,WR,WR62,null,null,null,null,null,159.4
189,8244,Philip Rivers,IND,null,40,QB,QB24,null,null,null,null,null,159.8
190,18061,DeAndre Washington,KC,null,29,RB,RB67,null,null,null,null,null,160.4
191,21776,Joshua Kelley,LAC,7,24,RB,RB68,null,null,null,null,null,160.5
192,21005,Parris Campbell,IND,null,24,WR,WR63,177,177,177,177,177,160.8
193,21744,Michael Pittman Jr.,IND,14,24,WR,WR64,null,null,null,null,null,161.2
194,19799,Rashaad Penny,SEA,9,26,RB,RB69,null,null,null,null,null,161.3
195,1410,Robbie Gould,SF,6,39,K,K5,null,null,null,null,null,161.5
195,21697,Laviska Shenault Jr.,JAX,7,23,WR,WR65,null,null,null,null,null,161.5
197,21854,Anthony McFarland Jr.,PIT,7,24,RB,RB70,null,null,null,null,null,161.9
198,16497,Teddy Bridgewater,CAR,14,29,QB,QB25,null,null,null,null,null,162
199,16041,Jimmy Garoppolo,SF,6,30,QB,QB26,null,null,null,null,null,162.5
199,18928,Curtis Samuel,CAR,9,25,WR,WR66,null,null,null,null,null,162.5
201,16311,Derek Carr,LV,8,31,QB,QB27,null,null,null,null,null,162.9
202,34,Tennessee Titans,TEN,13,null,DST,DST12,null,null,null,null,null,163.3
203,16787,Breshad Perriman,NYJ,9,28,WR,WR67,null,null,null,null,null,164.4
204,19565,Younghoe Koo,ATL,6,27,K,K6,null,null,null,null,null,164.9
204,549,Matt Prater,DET,12,37,K,K7,null,null,null,null,null,164.9
206,21677,Tua Tagovailoa,MIA,14,24,QB,QB28,null,null,null,null,null,165
206,18995,Jamaal Williams,GB,9,27,RB,RB71,null,null,null,null,null,165
208,95,Tampa Bay Buccaneers,TB,9,null,DST,DST13,null,null,null,null,null,165.4
209,69,New Orleans Saints,NO,6,null,DST,DST14,null,null,null,null,null,165.6
210,90,Seattle Seahawks,SEA,9,null,DST,DST15,null,null,null,null,null,165.7
211,14,Indianapolis Colts,IND,14,null,DST,DST16,null,null,null,null,null,165.8
211,21845,Darrynton Evans,TEN,10,23,RB,RB72,null,null,null,null,null,165.8
213,48,Dallas Cowboys,DAL,7,null,DST,DST17,null,null,null,null,null,167.2
214,1,Arizona Cardinals,ARI,12,null,DST,DST18,null,null,null,null,null,167.6
215,12594,Stephen Hauschka,BUF,null,36,K,K8,null,null,null,null,null,167.8
216,20924,Hunter Renfrow,LV,8,26,WR,WR68,null,null,null,null,null,167.9
217,5571,Larry Fitzgerald,ARI,null,38,WR,WR69,null,null,null,null,null,168.1
218,19079,Zane Gonzalez,ARI,null,26,K,K9,491,491,491,491,491,168.7
219,32,Los Angeles Rams,LAR,11,null,DST,DST19,null,null,null,null,null,169.1
220,19041,Jake Elliott,PHI,14,27,K,K10,null,null,null,null,null,170
221,18215,Ka'imi Fairbairn,HOU,10,28,K,K11,null,null,null,null,null,170.5
222,17048,Tyrell Williams,LV,null,30,WR,WR70,172,172,172,172,172,171.6
223,14996,Brandon McManus,DEN,11,30,K,K12,null,null,null,null,null,171.7
224,26,Philadelphia Eagles,PHI,14,null,DST,DST20,null,null,null,null,null,171.9
225,20769,Matt Gay,TB,11,28,K,K13,null,null,null,null,null,172.5
226,8,Cleveland Browns,CLE,13,null,DST,DST21,null,null,null,null,null,172.7
227,13109,Dan Bailey,MIN,null,34,K,K14,null,null,null,null,null,173.1
228,64,Miami Dolphins,MIA,14,null,DST,DST22,null,null,null,null,null,173.8
229,1694,Mason Crosby,GB,13,37,K,K15,null,null,null,null,null,173.9
230,17215,Jason Myers,SEA,9,30,K,K16,null,null,null,null,null,174.2
231,16191,Chris Boswell,PIT,7,31,K,K17,null,null,null,null,null,175
232,18992,Dede Westbrook,JAX,null,28,WR,WR71,272,272,272,272,272,177
233,19865,James Washington,PIT,7,26,WR,WR72,null,null,null,null,null,178
234,16837,Chris Conley,JAX,10,29,WR,WR73,null,null,null,null,null,179
235,18879,Corey Davis,TEN,6,27,WR,WR74,null,null,null,null,null,180
236,14141,Cole Beasley,BUF,null,33,WR,WR75,152.6,152.6,152.6,152.6,152.6,181
237,19017,Josh Reynolds,LAR,null,27,WR,WR76,210,210,210,210,210,182
238,13227,Randall Cobb,HOU,13,31,WR,WR77,null,null,null,null,null,183
239,21741,Denzel Mims,NYJ,6,24,WR,WR78,null,null,null,null,null,184
240,5820,Frank Gore,NYJ,null,38,RB,RB73,null,null,null,null,null,185
241,18690,Jalen Richard,LV,null,28,RB,RB74,null,null,null,null,null,186
242,20904,Devine Ozigbo,JAX,14,25,RB,RB75,null,null,null,null,null,187
243,9906,Danny Amendola,DET,null,36,WR,WR79,249,249,249,249,249,188
244,21400,Steven Sims,WAS,7,25,WR,WR80,null,null,null,null,null,189
245,17290,Adam Humphries,TEN,null,28,WR,WR81,228,228,228,228,228,190
246,19812,Sam Darnold,NYJ,13,24,QB,QB29,null,null,null,null,null,191
247,19976,Marquez Valdes-Scantling,GB,12,27,WR,WR82,null,null,null,null,null,192
248,16790,Phillip Dorsett II,SEA,10,29,WR,WR83,null,null,null,null,null,193
249,18881,John Ross,CIN,null,26,WR,WR84,null,null,null,null,null,194
250,20006,Russell Gage,ATL,9,26,WR,WR85,null,null,null,null,null,195
251,21037,Miles Boykin,BAL,7,25,WR,WR86,null,null,null,null,null,196
252,12831,Tyrod Taylor,LAC,10,32,QB,QB30,null,null,null,null,null,197
253,14917,Rex Burkhead,NE,10,31,RB,RB76,null,null,null,null,null,198
254,21759,KJ Hamler,DEN,11,22,WR,WR87,null,null,null,null,null,199
255,21690,Tee Higgins,CIN,10,23,WR,WR88,null,null,null,null,null,200
256,19064,Trent Taylor,SF,10,28,WR,WR89,null,null,null,null,null,201
257,18103,Jakeem Grant Sr.,MIA,13,29,WR,WR90,null,null,null,null,null,202
258,14916,Giovani Bernard,CIN,9,30,RB,RB77,null,null,null,null,null,203
259,17053,Malcolm Brown,LAR,null,28,RB,RB78,151.1,151.1,151.1,151.1,151.1,204
260,12109,Ted Ginn Jr.,CHI,null,37,WR,WR91,null,null,null,null,null,205
261,18375,Peyton Barber,WAS,null,28,RB,RB79,331,331,331,331,331,206
262,16728,Dontrelle Inman,WAS,null,33,WR,WR92,789,789,789,789,789,207
263,17141,Damiere Byrd,NE,6,29,WR,WR93,null,null,null,null,null,208
264,20795,Dwayne Haskins,WAS,null,25,QB,QB31,null,null,null,null,null,209
265,16141,Willie Snead IV,BAL,null,29,WR,WR94,null,null,null,null,null,210
266,21742,Antonio Gandy-Golden,WAS,9,24,WR,WR95,null,null,null,null,null,211
267,14587,Josh Gordon,SEA,12,31,WR,WR96,null,null,null,null,null,212
268,19897,Tre'Quan Smith,NO,6,26,WR,WR97,null,null,null,null,null,213
269,13723,Nick Foles,CHI,10,33,QB,QB32,null,null,null,null,null,214
270,21970,James Robinson,JAX,7,23,RB,RB80,null,null,null,null,null,215
271,21797,La'Mical Perine,NYJ,6,24,RB,RB81,null,null,null,null,null,216
272,20398,Equanimeous St. Brown,GB,10,25,WR,WR98,null,null,null,null,null,217
273,20239,Gus Edwards,BAL,8,27,RB,RB82,null,null,null,null,null,218
274,21752,Chase Claypool,PIT,7,23,WR,WR99,null,null,null,null,null,219
275,19823,Royce Freeman,DEN,10,26,RB,RB83,null,null,null,null,null,220
276,19318,Kendrick Bourne,SF,14,26,WR,WR100,null,null,null,null,null,221
277,16887,Mike Davis,CAR,6,29,RB,RB84,null,null,null,null,null,222
278,21773,Eno Benjamin,ARI,12,23,RB,RB85,null,null,null,null,null,223
279,21731,John Hightower,PHI,14,25,WR,WR101,null,null,null,null,null,224
280,18422,Kalif Raymond,TEN,9,27,WR,WR102,null,null,null,null,null,225
281,19514,Keelan Cole,JAX,null,29,WR,WR103,195,195,195,195,195,226
282,19705,Greg Ward,PHI,14,26,WR,WR104,null,null,null,null,null,227
283,15196,Kenny Stills,HOU,null,30,WR,WR105,703,703,703,703,703,228
284,16855,Ty Montgomery,NO,14,29,WR,WR106,null,null,null,null,null,229
285,21967,Isaiah Coulter,HOU,10,23,WR,WR107,null,null,null,null,null,230
286,18464,J.D. McKissic,WAS,9,28,RB,RB86,null,null,null,null,null,231
287,19033,Brian Hill,ATL,null,26,RB,RB87,null,null,null,null,null,232
288,18089,Rashard Higgins,CLE,13,27,WR,WR108,null,null,null,null,null,233
289,19207,Tim Patrick,DEN,11,28,WR,WR109,null,null,null,null,null,234
290,12708,Dion Lewis,NYG,null,31,RB,RB88,null,null,null,null,null,235
291,18811,Mitchell Trubisky,CHI,7,27,QB,QB33,null,null,null,null,null,236
292,18445,Mike Thomas,CIN,10,27,WR,WR110,null,null,null,null,null,237
293,22177,Chris Rowland,ATL,null,24,WR,WR111,null,null,null,null,null,238
294,20964,Darwin Thompson,KC,null,25,RB,RB89,419,419,419,419,419,239
295,20159,Mike Boone,MIN,11,26,RB,RB90,null,null,null,null,null,240
296,18047,Demarcus Robinson,KC,8,27,WR,WR112,null,null,null,null,null,241
297,19120,David Moore,SEA,10,27,WR,WR113,null,null,null,null,null,242
298,21138,Scotty Miller,TB,9,24,WR,WR114,null,null,null,null,null,243
299,21961,Darnell Mooney,CHI,10,24,WR,WR115,null,null,null,null,null,244
300,20837,Ty Johnson,DET,6,24,RB,RB91,null,null,null,null,null,245
301,20103,Reggie Bonnafon,CAR,9,26,RB,RB92,null,null,null,null,null,246
302,19969,Damion Ratley,NYG,null,27,WR,WR116,1236,1236,1236,1236,1236,247
303,21804,DeeJay Dallas,SEA,9,23,RB,RB93,null,null,null,null,null,248
304,14901,Kyle Juszczyk,SF,6,31,FB,RB94,null,null,null,null,null,249
305,17289,Jake Kumerow,BUF,null,30,WR,WR117,314,314,314,314,314,250
306,21448,Jalen Guyton,LAC,7,24,WR,WR118,null,null,null,null,null,251
307,21601,Gunner Olszewski,NE,7,25,WR,WR119,null,null,null,null,null,252
308,14828,Chris Hogan,NYJ,null,34,WR,WR120,503,503,503,503,503,253
309,21843,Salvon Ahmed,MIA,14,23,RB,RB95,null,null,null,null,null,254
310,21764,Jason Huntley,PHI,14,24,RB,RB96,null,null,null,null,null,255
311,19937,Keke Coutee,HOU,14,25,WR,WR121,null,null,null,null,null,256
312,20802,Justice Hill,BAL,8,24,RB,RB97,null,null,null,null,null,257
313,19996,Jaylen Samuels,PIT,12,25,RB,RB98,null,null,null,null,null,258
314,17360,Rod Smith,NYG,null,30,RB,RB99,null,null,null,null,null,259
315,21957,Quez Watkins,PHI,14,23,WR,WR122,null,null,null,null,null,260
316,18058,Tajaé Sharpe,MIN,null,27,WR,WR123,350,350,350,350,350,261
317,20836,Bisi Johnson,MIN,7,25,WR,WR124,null,null,null,null,null,262
318,20106,Ryan Nall,CHI,7,26,RB,RB100,null,null,null,null,null,263
319,15150,Cordarrelle Patterson,CHI,6,31,RB,RB101,null,null,null,null,null,264
320,21721,Devin Duvernay,BAL,8,24,WR,WR125,null,null,null,null,null,265
321,19548,Corey Clement,PHI,null,27,RB,RB102,383,383,383,383,383,266
322,21971,Sewo Olonilua,DAL,7,24,FB,RB103,null,null,null,null,null,267
323,20012,Bo Scarbrough,DET,null,25,RB,RB104,null,null,null,null,null,268
324,18717,Marvin Hall,DET,null,29,WR,WR126,1011,1011,1011,1011,1011,269
325,17970,Devontae Booker,LV,null,29,RB,RB105,153.6,153.6,153.6,153.6,153.6,270
326,19916,DaeSean Hamilton,DEN,10,27,WR,WR127,null,null,null,null,null,271
327,20742,J.J. Arcega-Whiteside,PHI,14,25,WR,WR128,null,null,null,null,null,272
328,18093,Andy Janovich,CLE,10,28,FB,RB106,null,null,null,null,null,273
