Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
251,17970,Devontae Booker,NYG,RB,16,0,0,0,593,2,40,268,1,0,0,0,0,6.5,104.1
252,19836,Tremaine Edmunds,BUF,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,6.9,104
253,18921,Charles Harris,DET,OLB,17,0,0,0,0,0,0,0,0,7.5,0,2,0,6.1,103.5
254,19207,Tim Patrick,DEN,WR,16,0,0,0,0,0,53,734,5,0,0,0,0,6.5,103.4
255,20876,Jakobi Meyers,NE,WR,17,45,0,0,9,0,83,866,2,0,0,0,0,6.1,103.3
256,16960,Quandre Diggs,SEA,SS,17,0,0,0,0,0,0,0,0,0,5,0,0,6.1,103
257,20013,Cedrick Wilson Jr.,DAL,WR,16,88,0,0,11,0,45,602,6,0,0,0,0,6.4,102.82
258,12845,A.J. Green,ARI,WR,16,0,0,0,0,0,54,848,3,0,0,0,0,6.4,102.8
259,17976,Xavien Howard,MIA,CB,16,0,0,0,0,0,0,0,0,1,5,2,2,6.4,102.5
259,20145,Allen Lazard,GB,WR,15,0,0,0,32,0,40,513,8,0,0,0,0,6.8,102.5
261,18106,Anthony Brown,DAL,CB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.3,101
261,17215,Jason Myers,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.9,101
261,97,Washington Commanders,WAS,DST,17,0,0,0,0,0,0,0,0,38,11,9,8,5.9,101
264,22546,Rhamondre Stevenson,NE,RB,12,0,0,0,606,5,14,123,0,0,0,0,0,8.4,100.9
265,22075,A.J. Terrell,ATL,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,6.3,100.7
266,20733,Nasir Adderley,LAC,FS,15,0,0,0,0,0,0,0,0,0.5,0,1,1,6.7,100.35
267,19849,Terrell Edmunds,PIT,SS,17,0,0,0,0,0,0,0,0,1,2,0,0,5.9,100.3
267,19919,Chase Edmonds,ARI,RB,12,0,0,0,592,2,43,311,0,0,0,0,0,8.4,100.3
269,21934,L'Jarius Sneed,KC,DB,15,0,0,0,0,0,0,0,0,1,2,1,1,6.6,99.6
270,19062,Desmond King II,HOU,FS,16,0,0,0,0,0,0,0,0,0,3,1,0,6.2,99.5
271,20915,Germaine Pratt,CIN,ILB,15,0,0,0,0,0,0,0,0,0.5,1,2,2,6.6,99.4
272,16133,Christian Kirksey,HOU,OLB,13,0,0,0,0,0,0,0,0,0,1,0,2,7.6,99
273,13022,Von Miller,LAR,OLB,15,0,0,0,0,0,0,0,0,8.5,0,0,0,6.6,98.9
274,21769,Clyde Edwards-Helaire,KC,RB,10,0,0,0,517,4,19,129,2,0,0,0,0,9.9,98.6
274,18930,Tyus Bowser,BAL,OLB,17,0,0,0,0,0,0,0,0,7,0,2,0,5.8,98.6
276,18982,Rasul Douglas,GB,CB,12,0,0,0,0,0,0,0,0,0,5,1,0,8.2,98.5
277,16794,Landon Collins,WAS,SS,13,0,0,0,0,0,0,0,0,3,2,1,2,7.6,98.2
278,16902,Adrian Amos,GB,FS,17,0,0,0,0,0,0,0,0,0,2,0,0,5.8,98
278,19049,Anthony Walker,CLE,ILB,13,0,0,0,0,0,0,0,0,1,0,0,0,7.5,98
280,20006,Russell Gage,ATL,WR,14,0,0,0,0,0,66,770,4,0,0,0,0,6.9,97
280,21937,Jordan Fuller,LAR,S,16,0,0,0,0,0,0,0,0,0,1,0,0,6.1,97
282,18017,Javon Hargrave,PHI,DT,16,0,0,0,0,0,0,0,0,7.5,0,1,0,6.1,96.95
283,21923,Kamren Curl,WAS,S,16,0,0,0,0,0,0,0,0,1,0,0,1,6,96
283,16799,Preston Smith,GB,OLB,16,0,0,0,0,0,0,0,0,9,0,2,2,6,96
285,22076,Bryce Hall,NYJ,CB,17,0,0,0,0,0,0,0,0,0.5,0,0,0,5.6,95.9
285,22841,Jevon Holland,MIA,S,16,0,0,0,0,0,0,0,0,2.5,2,0,2,6,95.9
287,19070,Chuck Clark,BAL,SS,16,0,0,0,0,0,0,0,0,1,2,0,0,6,95.7
288,21332,Troy Reeder,LAR,ILB,17,0,0,0,0,0,0,0,0,2,2,0,0,5.6,95.4
289,16194,Jadeveon Clowney,CLE,DE,14,0,0,0,0,0,0,0,0,9,0,2,0,6.8,95.35
290,22592,Elijah Moore,NYJ,WR,11,0,0,0,54,1,43,538,5,0,0,0,0,8.7,95.2
291,18013,Kendall Fuller,WAS,CB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.9,95.1
292,21519,Joey Slye,WAS,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.9,95
293,20888,Byron Murphy Jr.,ARI,CB,16,0,0,0,0,0,0,0,0,0.5,4,1,1,5.9,94.55
294,16887,Mike Davis,ATL,RB,17,0,0,0,503,3,44,259,1,0,0,0,0,5.5,94.2
295,20144,Michael Badgley,IND,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.2,94
296,19928,Taron Johnson,BUF,CB,16,0,0,0,0,0,0,0,0,3,1,1,0,5.9,93.9
296,20868,Alexander Mattison,MIN,RB,16,0,0,0,491,3,32,228,1,0,0,0,0,5.9,93.9
298,18995,Jamaal Williams,DET,RB,13,0,0,0,601,3,26,157,0,0,0,0,0,7.2,93.8
299,15071,Latavius Murray,BAL,RB,14,0,0,0,501,6,10,75,0,0,0,0,0,6.7,93.6
300,15127,Darius Slay,PHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,2,5.8,93
300,90,Seattle Seahawks,SEA,DST,17,0,0,0,0,0,0,0,0,34,11,7,7,5.5,93
302,18905,Marshon Lattimore,NO,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,5.8,92.5
303,19800,Courtland Sutton,DEN,WR,17,16,0,0,0,0,58,776,2,0,0,0,0,5.4,92.24
304,18130,Elandon Roberts,MIA,LB,17,0,0,0,0,0,0,0,0,1,1,2,0,5.4,92.2
304,19835,Marcus Davenport,NO,DE,11,0,0,0,0,0,0,0,0,9,0,3,1,8.4,92.2
304,14871,Robert Woods,LAR,WR,9,0,0,0,46,1,45,556,4,0,0,0,0,10.2,92.2
307,19853,Mike Gesicki,MIA,TE,17,0,0,0,0,0,73,780,2,0,0,0,0,5.4,92
308,22507,Pat Freiermuth,PIT,TE,16,0,0,0,0,0,60,497,7,0,0,0,0,5.7,91.7
309,19873,Jessie Bates III,CIN,FS,15,0,0,0,0,0,0,0,0,0,1,0,1,6.1,91.5
310,20933,Miles Sanders,PHI,RB,12,0,0,0,754,0,26,158,0,0,0,0,0,7.6,91.2
311,20753,Noah Fant,DEN,TE,16,0,0,0,0,0,68,670,4,0,0,0,0,5.7,91
311,75,New York Giants,NYG,DST,17,0,0,0,0,0,0,0,0,34,15,12,9,5.4,91
313,21735,Gabriel Davis,BUF,WR,16,0,0,0,0,0,35,549,6,0,0,0,0,5.7,90.9
314,9196,Malcolm Jenkins,NO,SS,16,0,0,0,0,0,0,0,0,1,1,1,0,5.7,90.8
315,16496,Anthony Barr,MIN,OLB,11,0,0,0,0,0,0,0,0,2.5,3,0,2,8.2,90.7
315,21909,D.J. Wonnum,MIN,DE,17,0,0,0,0,0,0,0,0,8,0,1,0,5.3,90.7
317,18877,Christian McCaffrey,CAR,RB,7,0,0,0,442,1,37,343,1,0,0,0,0,12.9,90.5
318,18975,Jourdan Lewis,DAL,CB,16,0,0,0,0,0,0,0,0,1.5,3,1,2,5.7,90.45
319,22562,Kenneth Gainwell,PHI,RB,16,0,0,0,291,5,33,253,1,0,0,0,0,5.6,90.4
320,19949,Avonte Maddox,PHI,CB,16,0,0,0,0,0,0,0,0,0.5,1,2,0,5.6,90.35
321,17009,Trevor Siemian,NO,QB,6,1154,11,3,20,1,0,0,0,0,0,0,0,15,90.16
322,17925,Myles Jack,JAX,OLB,15,0,0,0,0,0,0,0,0,0,0,0,0,6,90
323,11063,Emmanuel Sanders,BUF,WR,14,0,0,0,31,0,42,626,4,0,0,0,0,6.4,89.7
324,19953,D.J. Reed,SEA,CB,14,0,0,0,0,0,0,0,0,0,2,0,1,6.4,89.5
324,20217,Tavierre Thomas,HOU,CB,17,0,0,0,0,0,0,0,0,0,2,1,0,5.3,89.5
326,19954,Jordan Whitehead,TB,SS,14,0,0,0,0,0,0,0,0,0,2,1,0,6.4,89
326,21542,Chase McLaughlin,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.6,89
328,18923,Jamal Adams,SEA,SS,12,0,0,0,0,0,0,0,0,0,2,0,0,7.4,88.5
329,18944,Kareem Hunt,CLE,RB,8,0,0,0,386,5,22,174,0,0,0,0,0,11,88
329,19079,Zane Gonzalez,CAR,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.3,88
329,5,Carolina Panthers,CAR,DST,17,0,0,0,0,0,0,0,0,39,9,14,8,5.2,88
332,22266,Krys Barnes,GB,LB,16,0,0,0,0,0,0,0,0,1,0,0,2,5.5,87.3
333,20791,Will Harris,DET,SS,17,0,0,0,0,0,0,0,0,0.5,0,1,0,5.1,87.05
333,18559,Cory Littleton,LV,ILB,17,0,0,0,0,0,0,0,0,0.5,0,0,1,5.1,87.05
335,18316,Mike Hilton,CIN,CB,17,0,0,0,0,0,0,0,0,0,2,1,0,5.1,87
335,17999,Yannick Ngakoue,LV,DE,17,0,0,0,0,0,0,0,0,10,0,2,0,5.1,87
335,13,Houston Texans,HOU,DST,17,0,0,0,0,0,0,0,0,32,17,16,8,5.1,87
338,11023,Carlos Dunlap II,SEA,DE,17,0,0,0,0,0,0,0,0,8.5,0,1,0,5.1,86.45
339,13320,Cam Newton,CAR,QB,8,684,4,5,230,5,0,0,0,0,0,0,0,10.8,86.36
340,22870,Azeez Ojulari,NYG,LB,17,0,0,0,0,0,0,0,0,8,0,1,0,5.1,86.3
341,18952,Larry Ogunjobi,CIN,DT,16,0,0,0,0,0,0,0,0,7,0,0,0,5.4,86.15
342,16310,Denico Autry,TEN,DL,17,0,0,0,0,0,0,0,0,9,0,0,0,5.1,86.05
343,15220,Alec Ogletree,CHI,ILB,16,0,0,0,0,0,0,0,0,0,0,1,0,5.4,86
343,18032,Tyler Higbee,LAR,TE,15,0,0,0,0,0,61,560,5,0,0,0,0,5.7,86
345,22699,Jaelan Phillips,MIA,LB,17,0,0,0,0,0,0,0,0,8.5,0,0,1,5,85.65
346,20039,Boston Scott,PHI,RB,16,0,0,0,373,7,13,83,0,0,0,0,0,5.4,85.6
346,19859,Uchenna Nwosu,LAC,OLB,17,0,0,0,0,0,0,0,0,5,1,2,1,5,85.6
346,20738,Zach Allen,ARI,DE,15,0,0,0,0,0,0,0,0,3,1,0,3,5.7,85.6
349,18187,Robby Anderson,CAR,WR,17,0,0,0,36,0,53,519,5,0,0,0,0,5,85.5
349,19009,Jalen Reeves-Maybin,DET,OLB,15,0,0,0,0,0,0,0,0,0,0,2,1,5.7,85.5
349,18956,Zach Cunningham,TEN,OLB,14,0,0,0,0,0,0,0,0,0,0,1,0,6.1,85.5
352,18015,Nick Vigil,MIN,OLB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.3,85.2
353,16389,Odell Beckham Jr.,LAR,WR,14,0,0,0,14,0,44,537,5,0,0,0,0,6.1,85.1
353,21593,D'Ernest Johnson,CLE,RB,17,0,0,0,534,3,19,137,0,0,0,0,0,5,85.1
355,18464,J.D. McKissic,WAS,RB,11,0,0,0,212,2,43,397,2,0,0,0,0,7.7,84.9
355,18957,D'Onta Foreman,TEN,RB,9,0,0,0,566,3,9,123,0,0,0,0,0,9.4,84.9
357,20150,Byron Pringle,KC,WR,17,0,0,0,0,0,42,568,5,0,0,0,1,5,84.8
358,20903,Amani Oruwariye,DET,CB,14,0,0,0,0,0,0,0,0,0,6,0,1,6,84.5
358,22692,Pat Surtain II,DEN,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,5.3,84.5
360,8534,Jared Cook,LAC,TE,16,0,0,0,0,0,48,564,4,0,0,0,0,5.3,84.4
360,18422,Kalif Raymond,DET,WR,16,0,0,0,28,0,48,576,4,0,0,0,0,5.3,84.4
362,20805,T.J. Hockenson,DET,TE,12,0,0,0,0,0,61,583,4,0,0,0,0,7,84.3
363,12841,Andy Dalton,CHI,QB,8,1515,8,9,76,0,0,0,0,0,0,0,0,10.5,84.2
364,21203,Matthew Wright,JAX,K,14,0,0,0,0,0,0,0,0,0,0,0,0,6,84
365,19841,Daron Payne,WAS,NT,17,0,0,0,0,0,0,0,0,4.5,0,0,1,4.9,83.75
366,20989,Quinnen Williams,NYJ,NT,15,0,0,0,0,0,0,0,0,6,0,0,0,5.6,83.5
366,16678,Jimmie Ward,SF,FS,16,0,0,0,0,0,0,0,0,0,2,0,0,5.2,83.5
368,22698,Greg Rousseau,BUF,DE,17,0,0,0,0,0,0,0,0,4,1,1,0,4.9,83.2
369,13741,Brandon Bolden,NE,RB,17,0,0,0,226,1,41,405,2,0,0,0,0,4.9,83.1
370,18331,Chris Jones,KC,NT,14,0,0,0,0,0,0,0,0,9,0,1,1,5.9,83.05
371,20837,Ty Johnson,NYJ,RB,16,0,0,0,238,2,34,372,2,0,0,0,0,5.2,83
371,11105,Kareem Jackson,DEN,SS,15,0,0,0,0,0,0,0,0,1,1,0,0,5.5,83
371,36,Baltimore Ravens,BAL,DST,17,0,0,0,0,0,0,0,0,34,9,8,6,4.9,83
374,21810,Tyler Huntley,BAL,QB,7,1081,3,4,294,2,0,0,0,0,0,0,0,11.8,82.64
375,18953,Chidobe Awuzie,CIN,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.9,82.5
376,21784,Zack Moss,BUF,RB,13,0,0,0,345,4,23,197,1,0,0,0,0,6.3,82.2
377,19890,Rasheem Green,SEA,OLB,17,0,0,0,0,0,0,0,0,6.5,0,0,0,4.8,82.15
378,19886,Lorenzo Carter,NYG,OLB,14,0,0,0,0,0,0,0,0,5,1,2,1,5.9,82.1
379,16905,Bobby McCain,WAS,CB,17,0,0,0,0,0,0,0,0,0,4,0,0,4.8,82
379,21281,Andrew Wingard,JAX,FS,15,0,0,0,4,0,0,0,0,1,1,0,0,5.5,82
381,20788,Mecole Hardman,KC,WR,17,0,0,0,46,0,59,693,2,0,0,0,0,4.8,81.9
382,12831,Tyrod Taylor,HOU,QB,6,966,5,5,151,3,0,0,0,0,0,0,0,13.6,81.74
383,13337,Mark Ingram II,NO,RB,14,0,0,0,554,2,27,162,0,0,0,0,0,5.8,81.6
384,18947,Chris Wormley,PIT,NT,15,0,0,0,0,0,0,0,0,7,0,1,0,5.4,81.55
385,22704,Paulson Adebo,NO,CB,17,0,0,0,0,0,0,0,0,0,3,0,0,4.8,81.5
386,21890,Trevis Gipson,CHI,OLB,16,0,0,0,0,0,0,0,0,7,0,4,1,5.1,81.35
387,19926,Kenny Young,DEN,ILB,13,0,0,0,0,0,0,0,0,2,0,2,1,6.2,81.1
387,22921,Nate Hobbs,LV,CB,16,0,0,0,0,0,0,0,0,1,1,1,0,5.1,81.1
389,16020,Jarvis Landry,CLE,WR,12,0,0,0,40,2,52,570,2,0,0,0,0,6.8,81
390,20570,Darious Williams,LAR,CB,14,0,0,0,0,0,0,0,0,0,0,0,1,5.8,80.5
391,16778,Arik Armstead,SF,DE,17,0,0,0,0,0,0,0,0,6,0,0,0,4.7,80.3
392,19105,Al-Quadin Muhammad,IND,DE,17,0,0,0,0,0,0,0,0,6,0,1,0,4.7,80.1
392,12815,Josh Bynes,BAL,ILB,14,0,0,0,0,0,0,0,0,2,0,0,0,5.7,80.1
394,21879,Jonathan Greenard,HOU,DE,12,0,0,0,0,0,0,0,0,8,0,2,0,6.7,80
394,21192,Nik Needham,MIA,CB,17,0,0,0,0,0,0,0,0,1,2,0,1,4.7,80
394,18937,Marcus Williams,NO,SS,16,0,0,0,0,0,0,0,0,0,2,1,0,5,80
397,22696,Jeremiah Owusu-Koramoah,CLE,LB,14,0,0,0,0,0,0,0,0,1.5,0,2,0,5.7,79.75
398,20862,David Long Jr.,TEN,ILB,10,0,0,0,0,0,0,0,0,0,2,0,0,8,79.5
399,14917,Rex Burkhead,HOU,RB,16,0,0,0,427,3,25,186,0,0,0,0,0,5,79.3
399,16917,C.J. Uzomah,CIN,TE,16,0,0,0,0,0,49,493,5,0,0,0,0,5,79.3
401,19918,Josh Sweat,PHI,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,0,5,79.25
402,11056,Antonio Brown,TB,WR,7,0,0,0,6,0,42,545,4,0,0,0,0,11.3,79.1
403,22731,Tyson Campbell,JAX,CB,15,0,0,0,0,0,0,0,0,0,2,0,0,5.3,79
404,22808,Brandin Echols,NYJ,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.6,78.5
404,16964,Darren Waller,LV,TE,11,0,0,0,0,0,55,665,2,0,0,0,0,7.1,78.5
406,16885,Kwon Alexander,NO,OLB,12,0,0,0,0,0,0,0,0,3.5,1,1,1,6.5,78.45
407,18964,Alex Anzalone,DET,ILB,14,0,0,0,0,0,0,0,0,1,1,0,0,5.6,78.3
408,84,Los Angeles Chargers,LAC,DST,17,0,0,0,0,0,0,0,0,35,11,19,10,4.6,78
409,22735,Michael Carter II,NYJ,CB,15,0,0,0,0,0,0,0,0,1,0,0,2,5.2,77.5
410,18333,Austin Johnson,NYG,NT,17,0,0,0,0,0,0,0,0,3.5,0,0,1,4.6,77.35
411,21054,Devin Bush,PIT,ILB,14,0,0,0,0,0,0,0,0,2,0,1,1,5.5,77.3
411,14141,Cole Beasley,BUF,WR,16,0,0,0,0,0,82,693,1,0,0,0,0,4.8,77.3
411,19988,Tyler Conklin,MIN,TE,17,0,0,0,0,0,61,593,3,0,0,0,0,4.5,77.3
414,21163,Deonte Harris,NO,WR,13,0,0,0,41,0,36,570,3,0,0,0,0,5.9,77.1
415,17992,James Bradberry,NYG,CB,17,0,0,0,0,0,0,0,0,0,4,0,2,4.5,77
416,20968,Drue Tranquill,LAC,ILB,14,0,0,0,0,0,0,0,0,1.5,0,0,1,5.5,76.9
417,19870,Donte Jackson,CAR,CB,12,0,0,0,0,0,0,0,0,0,2,1,0,6.4,76.5
417,22867,Odafe Oweh,BAL,OLB,15,0,0,0,0,0,0,0,0,5,0,3,2,5.1,76.5
419,16370,Terrance Mitchell,HOU,CB,14,0,0,0,0,0,0,0,0,0,1,3,0,5.4,76
420,16319,Shelby Harris,DEN,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,4.7,75.9
421,20898,Ed Oliver,BUF,DT,17,0,0,0,0,0,0,0,0,4,0,1,0,4.5,75.75
422,21754,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,34,597,3,0,0,0,0,5.4,75.7
423,22887,Elijah Molden,TEN,CB,16,0,0,0,0,0,0,0,0,0,1,1,1,4.7,75.5
423,20204,Charvarius Ward,KC,CB,13,0,0,0,0,0,0,0,0,0,2,0,0,5.8,75.5
425,19838,Leighton Vander Esch,DAL,OLB,17,0,0,0,0,0,0,0,0,1,1,0,0,4.4,75.2
426,21736,Bryan Edwards,LV,WR,16,0,0,0,0,0,34,571,3,0,0,0,0,4.7,75.1
427,18959,Dawuane Smoot,JAX,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,4.7,74.85
428,20051,Zach Sieler,MIA,DT,17,0,0,0,0,0,0,0,0,2,0,1,2,4.4,74.8
429,16839,P.J. Williams,NO,CB,16,0,0,0,0,0,0,0,0,2,3,1,0,4.7,74.6
430,16303,Daniel Sorensen,KC,FS,17,0,0,0,0,0,0,0,0,1,2,0,0,4.4,74.4
431,21882,Darrell Taylor,SEA,DE,16,0,0,0,0,0,0,0,0,6.5,0,1,0,4.6,74
431,19124,D.J. Jones,SF,DT,17,0,0,0,0,0,0,0,0,2,0,2,0,4.4,74
431,19004,Eddie Jackson,CHI,SS,14,0,0,0,0,0,0,0,0,0,0,1,0,5.3,74
434,20991,Khari Willis,IND,SS,11,0,0,0,0,0,0,0,0,1.5,2,0,1,6.7,73.75
435,13721,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,3.5,0,2,1,4.6,73.65
436,19964,Jermaine Carter,CAR,ILB,17,0,0,0,0,0,0,0,0,0,0,0,1,4.3,73.5
437,21957,Quez Watkins,PHI,WR,17,0,0,0,3,0,43,647,1,0,0,0,0,4.3,73
437,16407,Bashaud Breeland,ARI,CB,13,0,0,0,0,0,0,0,0,0,2,2,0,5.6,73
439,19885,B.J. Hill,CIN,DE,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4.6,72.8
439,21925,Ashtyn Davis,NYJ,S,13,0,0,0,0,0,0,0,0,0.5,2,3,0,5.6,72.8
441,19912,Nyheim Hines,IND,RB,17,0,0,0,276,2,40,310,1,0,0,0,0,4.3,72.6
441,17947,Kenny Clark,GB,NT,16,0,0,0,0,0,0,0,0,4,0,0,1,4.5,72.6
443,20102,Levi Wallace,BUF,CB,17,0,0,0,0,0,0,0,0,0,2,0,1,4.3,72.5
443,21107,Darnell Savage,GB,SS,17,0,0,0,0,0,0,0,0,0,2,0,0,4.3,72.5
443,18003,Kenyan Drake,LV,RB,12,0,0,0,254,2,30,291,1,0,0,0,0,6,72.5
446,18018,Jacoby Brissett,MIA,QB,11,1283,5,4,70,1,0,0,0,0,0,0,0,6.6,72.32
447,20748,Mike Edwards,TB,FS,14,0,0,0,0,0,0,0,0,0,3,1,0,5.1,72
447,16808,Eric Rowe,MIA,SS,17,0,0,0,0,0,0,0,0,0,0,3,0,4.2,72
449,18876,David Njoku,CLE,TE,16,0,0,0,1,0,36,475,4,0,0,0,0,4.5,71.6
450,14340,Josh Norman,SF,CB,15,0,0,0,0,0,0,0,0,0,1,6,0,4.8,71.5
450,16364,Anthony Hitchens,KC,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,4.8,71.5
450,19847,Mike Hughes,KC,CB,17,0,0,0,0,0,0,0,0,0,1,4,1,4.2,71.5
453,18879,Corey Davis,NYJ,WR,9,0,0,0,0,0,34,492,4,0,0,0,0,7.9,71.2
454,18065,Quinton Jefferson,LV,DT,17,0,0,0,0,0,0,0,0,4.5,0,2,0,4.2,71.15
455,18917,Marlon Humphrey,BAL,CB,12,0,0,0,0,0,0,0,0,0,1,1,0,5.9,71
456,17059,Grady Jarrett,ATL,DT,17,0,0,0,0,0,0,0,0,1,0,0,1,4.2,70.6
457,21918,Grant Delpit,CLE,S,15,0,0,0,0,0,0,0,0,1,1,1,0,4.7,70.4
458,20967,Jerry Tillery,LAC,DT,16,0,0,0,0,0,0,0,0,4.5,0,0,0,4.4,70.3
459,22759,Jamin Davis,WAS,LB,16,0,0,0,0,0,0,0,0,1,0,0,0,4.4,70.2
460,16821,Randy Gregory,DAL,DE,12,0,0,0,0,0,0,0,0,6,1,3,1,5.8,70
460,19560,Michael Davis,LAC,CB,14,0,0,0,0,0,0,0,0,0,1,0,2,5,70
460,10978,Devin McCourty,NE,SS,17,0,0,0,0,0,0,0,0,0,3,0,0,4.1,70
460,18979,John Johnson III,CLE,SS,15,0,0,0,0,0,0,0,0,0.5,3,1,0,4.7,70
460,19927,Anthony Averett,BAL,CB,14,0,0,0,0,0,0,0,0,0,3,0,0,5,70
465,18935,Gerald Everett,SEA,TE,15,0,0,0,20,0,48,478,4,0,0,0,0,4.7,69.8
466,20764,Greg Gaines,LAR,DL,17,0,0,0,0,0,0,0,0,4.5,0,0,0,4.1,69.65
467,17899,Erik Harris,ATL,SS,12,0,0,0,0,0,0,0,0,0.5,0,0,0,5.8,69.6
467,19942,John Franklin-Myers,NYJ,DE,16,0,0,0,0,0,0,0,0,6,1,1,0,4.4,69.6
467,21734,Nick Westbrook-Ikhine,TEN,WR,16,0,0,0,0,0,38,476,4,0,0,0,0,4.4,69.6
470,14887,Duron Harmon,ATL,SS,17,0,0,0,0,0,0,0,0,0,2,0,0,4.1,69.5
470,18972,Fabian Moreau,ATL,CB,16,0,0,0,0,0,0,0,0,0,0,0,1,4.3,69.5
470,19026,Rayshawn Jenkins,JAX,FS,14,0,0,0,0,0,0,0,0,0,0,0,0,5,69.5
470,17691,Brandon Stephens,BAL,DB,17,0,0,0,0,0,0,0,0,0,0,0,0,4.1,69.5
474,19932,Dorance Armstrong,DAL,DE,13,0,0,0,0,0,0,0,0,5,0,0,1,5.3,69.25
475,19861,Ronald Jones II,TB,RB,16,0,0,0,428,4,10,64,0,0,0,0,0,4.3,69.2
476,20038,Braxton Berrios,NYJ,WR,16,0,0,0,40,2,46,431,2,0,0,0,0,4.3,69.1
476,21366,Malik Reed,DEN,OLB,14,0,0,0,0,0,0,0,0,5,0,2,1,4.9,69.1
478,18029,Eric Murray,HOU,FS,16,0,0,0,0,0,0,0,0,0,1,0,0,4.3,69
478,83,Las Vegas Raiders,LV,DST,17,0,0,0,0,0,0,0,0,35,6,13,11,4.1,69
480,19866,Justin Reid,HOU,SS,13,0,0,0,0,0,0,0,0,0,2,1,0,5.3,68.5
481,20766,C.J. Gardner-Johnson,NO,SS,12,0,0,0,0,0,0,0,0,2,3,0,0,5.7,68.4
482,20864,Julian Love,NYG,FS,17,0,0,0,0,0,0,0,0,0.5,1,0,1,4,68.25
483,18056,Dean Lowry,GB,DE,17,0,0,0,0,0,0,0,0,5,0,0,1,4,68.2
484,20852,Dexter Lawrence,NYG,DE,16,0,0,0,0,0,0,0,0,2.5,0,1,0,4.2,67.9
485,13036,Justin Houston,BAL,OLB,15,0,0,0,0,0,0,0,0,4.5,0,1,1,4.5,67.75
486,19830,Denzel Ward,CLE,CB,15,0,0,0,0,0,0,0,0,0.5,3,0,0,4.5,67.7
486,19930,Bilal Nichols,CHI,NT,17,0,0,0,0,0,0,0,0,3,0,0,2,4,67.7
488,20965,Juan Thornhill,KC,FS,17,0,0,0,0,0,0,0,0,0,1,1,1,4,67.5
488,20434,Brandon Facyson,LV,CB,12,0,0,0,0,0,0,0,0,0,1,0,0,5.6,67.5
490,20842,Dre'Mont Jones,DEN,DE,16,0,0,0,0,0,0,0,0,5.5,0,1,1,4.2,67.25
491,18984,Cameron Sutton,PIT,CB,16,0,0,0,0,0,0,0,0,0,2,1,0,4.2,67
491,52,Jacksonville Jaguars,JAX,DST,17,0,0,0,0,0,0,0,0,32,7,9,3,3.9,67
493,14894,Sheldon Richardson,MIN,DT,17,0,0,0,0,0,0,0,0,2.5,0,1,1,3.9,66.95
494,22710,Derrick Barnes,DET,LB,17,0,0,0,0,0,0,0,0,2,0,0,0,3.9,66.5
494,18924,Adoree' Jackson,NYG,CB,13,0,0,0,0,0,0,0,0,0,1,0,0,5.1,66.5
494,17979,A'Shawn Robinson,LAR,NT,17,0,0,0,0,0,0,0,0,2,0,2,0,3.9,66.5
497,16143,K'Waun Williams,SF,CB,14,0,0,0,0,0,0,0,0,1,1,1,0,4.7,66.4
497,16781,Nelson Agholor,NE,WR,15,0,0,0,11,0,37,473,3,0,0,0,0,4.4,66.4
499,21448,Jalen Guyton,LAC,WR,16,0,0,0,34,0,31,448,3,0,0,0,0,4.1,66.2
500,17942,Keanu Neal,DAL,S,14,0,0,0,0,0,0,0,0,1,0,0,0,4.7,66.1
501,22786,Eric Stokes,GB,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.1,66
501,18215,Ka'imi Fairbairn,HOU,K,13,0,0,0,0,0,0,0,0,0,0,0,0,5.1,66
503,13227,Randall Cobb,GB,WR,12,0,0,0,1,0,28,375,5,0,0,0,0,5.5,65.6
504,21064,Jamel Dean,TB,CB,15,0,0,0,0,0,0,0,0,0,2,0,0,4.4,65.5
504,18929,Sidney Jones IV,SEA,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,4.1,65.5
