Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
233,21692,Jerry Jeudy,DEN,WR,16,0,0,0,0,0,52,856,3,0,0,0,0,6.6,105.6
235,19829,Minkah Fitzpatrick,PIT,FS,16,0,0,0,0,0,0,0,0,0,4,1,1,6.6,105.5
236,16656,Logan Thomas,WAS,TE,16,28,0,0,5,0,72,670,6,0,0,0,0,6.5,104.62
237,18037,De'Vondre Campbell,ARI,OLB,16,0,0,0,0,0,0,0,0,2,0,1,0,6.5,104.5
238,19976,Marquez Valdes-Scantling,GB,WR,16,0,0,0,13,0,33,690,6,0,0,0,0,6.5,104.3
238,10974,Rob Gronkowski,TB,TE,16,0,0,0,0,0,45,623,7,0,0,0,0,6.5,104.3
240,13723,Nick Foles,CHI,QB,9,1852,10,8,1,1,0,0,0,0,0,0,0,11.6,104.18
241,21,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,24,18,5,4,6.5,104
242,11063,Emmanuel Sanders,NO,WR,14,0,0,0,12,0,61,726,5,0,0,0,0,7.4,103.8
243,16775,DeVante Parker,MIA,WR,14,0,0,0,0,0,63,793,4,0,0,0,0,7.4,103.3
244,75,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,40,11,11,11,6.4,103
244,26,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,49,8,15,13,6.4,103
244,90,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,46,14,14,9,6.4,103
247,11315,Brandon Graham,PHI,DE,16,0,0,0,0,0,0,0,0,8,0,2,1,6.4,102.6
248,16808,Eric Rowe,MIA,SS,16,0,0,0,0,0,0,0,0,0,2,0,1,6.4,102
248,18979,John Johnson III,LAR,SS,16,0,0,0,0,0,0,0,0,0,1,0,0,6.4,102
250,21735,Gabriel Davis,BUF,WR,16,0,0,0,0,0,35,599,7,0,0,0,0,6.4,101.9
251,16552,Tre Boston,CAR,FS,16,0,0,0,0,0,0,0,0,1,1,1,2,6.4,101.7
252,21107,Darnell Savage,GB,SS,15,0,0,0,0,0,0,0,0,1,4,0,1,6.8,101.5
253,19816,DJ Chark Jr.,JAX,WR,13,0,0,0,0,0,53,706,5,0,0,0,0,7.7,100.6
