Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
29,16311,Derek Carr,LV,QB,16,4049,19,10,47,1,1,-9,0,0,0,0,0,13.5,215.76
30,15694,Case Keenum,DEN,QB,16,3890,18,15,93,2,0,0,0,0,0,0,0,13.4,214.9
31,13291,Julio Jones,ATL,WR,16,0,0,0,12,0,113,1677,8,0,0,0,0,13.3,212.9
32,19852,Darius Leonard,IND,OLB,15,0,0,0,0,0,0,0,0,7,2,4,2,14.2,212.3
33,9038,Matthew Stafford,DET,QB,16,3777,21,11,71,0,0,0,0,0,0,0,0,13.3,212.18
34,19801,Josh Allen,BUF,QB,12,2074,10,12,631,8,0,0,0,0,0,0,0,17.3,208.06
35,16597,Mike Evans,TB,WR,16,0,0,0,0,1,86,1524,8,0,0,0,0,12.8,204.4
36,18944,Kareem Hunt,KC,RB,11,0,0,0,824,7,26,378,7,0,0,0,0,18.6,204.2
37,18858,Joe Mixon,CIN,RB,14,0,0,0,1168,8,43,296,1,0,0,0,0,14.3,200.4
38,16618,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,20.5,0,4,2,12.5,199.35
39,16847,David Johnson,ARI,RB,16,0,0,0,940,7,50,446,3,0,0,0,0,12.3,196.6
40,16762,Jameis Winston,TB,QB,11,2992,19,14,281,1,0,0,0,0,0,0,0,17.8,195.78
41,15534,Adam Thielen,MIN,WR,16,0,0,0,30,0,113,1373,9,0,0,0,0,12.1,194.3
42,17920,Carson Wentz,PHI,QB,11,3074,21,7,93,0,1,4,0,0,0,0,0,17.5,192.66
43,15048,Travis Kelce,KC,TE,16,0,0,0,0,0,103,1336,10,0,0,0,0,12,191.6
44,17960,Michael Thomas,NO,WR,16,0,0,0,0,0,125,1405,9,0,0,0,0,11.9,190.5
45,16056,James White,NE,RB,16,0,0,0,425,5,87,751,7,0,0,0,0,11.8,189.6
46,20128,Phillip Lindsay,DEN,RB,15,0,0,0,1037,9,35,241,1,0,0,0,0,12.5,187.8
47,38,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,50,27,16,9,11.7,187
48,17959,Derrick Henry,TEN,RB,16,14,0,0,1059,12,15,99,0,0,0,0,0,11.6,186.36
49,18883,JuJu Smith-Schuster,PIT,WR,16,0,0,0,13,0,111,1426,7,0,0,0,0,11.6,185.9
50,19119,Chris Carson,SEA,RB,14,0,0,0,1151,9,20,163,0,0,0,0,0,13,181.4
51,14871,Robert Woods,LAR,WR,16,0,0,0,157,1,86,1219,6,0,0,0,0,11.2,179.6
52,12955,J.J. Watt,HOU,DE,16,0,0,0,0,0,0,0,0,16,0,7,0,11,176.6
53,16763,Marcus Mariota,TEN,QB,14,2528,11,8,357,2,1,21,0,0,0,0,0,12.5,174.92
54,12841,Andy Dalton,CIN,QB,11,2566,21,11,99,0,0,0,0,0,0,0,0,15.9,174.54
55,19798,Nick Chubb,CLE,RB,16,0,0,0,996,8,20,149,2,0,0,0,0,10.9,174.5
56,16245,Blake Bortles,JAX,QB,13,2718,13,11,365,1,0,0,0,0,0,0,1,13.3,173.22
57,19063,George Kittle,SF,TE,16,0,0,0,10,0,88,1377,5,0,0,0,0,10.7,170.7
58,4807,Adrian Peterson,WAS,RB,16,0,0,0,1042,7,20,208,1,0,0,0,0,10.6,169
59,19812,Sam Darnold,NYJ,QB,13,2865,17,15,138,1,0,0,0,0,0,0,0,13,168.4
60,8283,Ryan Fitzpatrick,TB,QB,8,2366,17,12,152,2,0,0,0,0,0,0,0,20.7,165.84
61,16830,Tyler Lockett,SEA,WR,16,0,0,0,69,0,57,965,10,0,0,0,0,10.3,165.4
62,14856,Zach Ertz,PHI,TE,16,0,0,0,0,0,116,1163,8,0,0,0,0,10.3,164.3
62,16906,Stefon Diggs,MIN,WR,15,0,0,0,62,0,102,1021,9,0,0,0,0,11,164.3
64,14338,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,2,1,2,1,10.2,163.8
65,16568,Brandin Cooks,LAR,WR,16,0,0,0,68,1,80,1204,5,0,0,0,0,10.2,163.2
66,15076,Keenan Allen,LAC,WR,16,0,0,0,75,0,97,1196,6,0,0,0,0,10.2,163.1
67,14005,T.Y. Hilton,IND,WR,14,0,0,0,0,0,76,1270,6,0,0,0,0,11.6,163
68,19003,Tarik Cohen,CHI,RB,16,1,1,0,444,3,71,725,5,0,0,0,0,10.2,162.94
69,16834,Tevin Coleman,ATL,RB,16,0,0,0,800,4,32,276,5,0,0,0,0,10.1,161.6
70,18998,Marlon Mack,IND,RB,12,0,0,0,908,9,17,103,1,0,0,0,0,13.4,161.1
71,18559,Cory Littleton,LAR,ILB,16,0,0,0,0,0,0,0,0,4,3,0,0,10,160.8
72,18067,Jordan Howard,CHI,RB,16,0,0,0,935,9,20,145,0,0,0,0,0,10,160
73,18215,Ka'imi Fairbairn,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.9,158
74,19781,Lamar Jackson,BAL,QB,16,1201,6,3,695,5,0,0,0,0,0,0,0,9.8,157.54
75,14534,Bobby Wagner,SEA,ILB,15,0,0,0,0,0,0,0,0,1,1,2,1,10.5,156.9
76,18923,Jamal Adams,NYJ,SS,16,0,0,0,0,0,0,0,0,3.5,1,3,1,9.8,156.5
77,16451,Eric Ebron,IND,TE,16,0,0,0,-8,1,66,750,13,0,0,0,0,9.8,156.2
78,18916,T.J. Watt,PIT,OLB,16,0,0,0,0,0,0,0,0,13,0,6,0,9.7,155.2
79,16389,Odell Beckham Jr.,NYG,WR,12,106,2,0,19,0,77,1052,6,0,0,0,0,12.8,153.34
80,18003,Kenyan Drake,MIA,RB,16,0,0,0,535,4,53,477,5,0,0,0,0,9.6,153.2
81,18331,Chris Jones,KC,NT,16,0,0,0,0,0,0,0,0,15.5,1,2,0,9.5,152
82,14688,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,151
83,18052,Blake Martinez,GB,ILB,16,0,0,0,0,0,0,0,0,5,0,0,0,9.4,150.4
84,32,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,41,18,13,12,9.4,150
85,13022,Von Miller,DEN,OLB,16,0,0,0,0,0,0,0,0,14.5,1,5,3,9.3,149.25
86,17926,Jaylon Smith,DAL,ILB,16,0,0,0,0,0,0,0,0,4,0,3,2,9.3,148.6
87,16266,Telvin Smith,JAX,OLB,16,0,0,0,0,0,0,0,0,1,2,1,1,9.3,148.4
88,16294,Dee Ford,KC,DE,16,0,0,0,0,0,0,0,0,13,0,6,0,9.3,148.35
89,16849,Danielle Hunter,MIN,DE,16,0,0,0,0,0,0,0,0,14.5,0,0,1,9.3,148.2
90,13791,Lamar Miller,HOU,RB,14,0,0,0,973,5,25,163,1,0,0,0,0,10.5,147.6
91,14375,Lavonte David,TB,ILB,14,0,0,0,0,0,0,0,0,3.5,0,1,2,10.5,146.95
92,16323,Khalil Mack,CHI,OLB,14,0,0,0,0,0,0,0,0,12.5,1,6,2,10.4,146.3
93,13,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,43,15,20,14,9.1,146
94,19045,Aaron Jones,GB,RB,12,0,0,0,728,8,26,206,1,0,0,0,0,12.1,145.4
95,17986,Tyler Boyd,CIN,WR,14,0,0,0,3,0,76,1028,7,0,0,0,0,10.4,145.1
96,3341,Calais Campbell,JAX,DE,16,0,0,0,0,0,0,0,0,10.5,0,1,1,9,144.35
97,13810,Demario Davis,NO,OLB,16,0,0,0,0,0,0,0,0,5,0,2,1,9,143.8
98,16366,DeMarcus Lawrence,DAL,DE,16,0,0,0,0,0,0,0,0,10.5,1,3,1,9,143.2
99,19802,Calvin Ridley,ATL,WR,16,0,0,0,27,0,64,821,10,0,0,0,0,8.9,142.8
100,13799,Ryan Tannehill,MIA,QB,11,1979,17,9,145,0,1,3,1,0,0,0,0,12.9,141.96
101,19836,Tremaine Edmunds,BUF,LB,15,0,0,0,0,0,0,0,0,2,2,2,0,9.4,141.4
102,19073,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,141
102,17215,Jason Myers,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,141
104,19066,Jayon Brown,TEN,ILB,16,0,0,0,0,0,0,0,0,6,1,2,1,8.8,140.55
105,16765,Amari Cooper,DAL,WR,15,0,0,0,20,0,75,1004,7,0,0,0,0,9.4,140.4
106,19827,Roquan Smith,CHI,ILB,16,0,0,0,0,0,0,0,0,5,1,0,0,8.8,140.2
107,18478,Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,140
108,19838,Leighton Vander Esch,DAL,OLB,16,0,0,0,0,0,0,0,0,0,2,0,0,8.7,139
109,6739,Alex Smith,WAS,QB,10,2180,10,5,168,1,0,0,0,0,0,0,0,13.8,138
110,18914,Mike Williams,LAC,WR,16,0,0,0,28,1,43,664,10,0,0,0,0,8.6,137.2
111,611,Joe Flacco,BAL,QB,9,2465,12,6,45,0,0,0,0,0,0,0,0,15.2,137.1
111,18977,Kenny Golladay,DET,WR,15,0,0,0,8,0,70,1063,5,0,0,1,1,9.1,137.1
113,16824,Frank Clark,SEA,DE,16,0,0,0,0,0,0,0,0,14,1,4,2,8.5,136.15
114,16020,Jarvis Landry,CLE,WR,16,63,0,0,60,1,81,976,4,0,0,0,0,8.5,136.12
115,2379,Antoine Bethea,ARI,FS,16,0,0,0,0,0,0,0,0,3,0,1,0,8.5,135.6
116,19319,Matt Breida,SF,RB,14,0,0,0,814,3,27,261,2,0,0,0,0,9.7,135.5
117,13358,Mason Foster,WAS,ILB,16,0,0,0,0,0,0,0,0,1,2,1,2,8.4,135.2
118,14864,Kiko Alonso,MIA,ILB,15,0,0,0,0,0,0,0,0,0,3,3,1,9,135
118,18645,Aldrick Rosas,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,135
118,21,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,30,18,12,10,8.4,135
121,14925,Shawn Williams,CIN,SS,16,0,0,0,0,0,0,0,0,1,5,1,0,8.4,134.5
122,16182,Avery Williamson,NYJ,ILB,16,0,0,0,0,0,0,0,0,2.5,1,2,1,8.4,134.25
123,2982,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
123,1694,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
125,18807,Myles Garrett,CLE,DE,16,0,0,0,0,0,0,0,0,13.5,0,3,0,8.4,133.65
126,18913,Jarrad Davis,DET,ILB,16,0,0,0,0,0,0,0,0,6,0,1,1,8.3,133.5
127,8355,Julian Edelman,NE,WR,12,43,0,0,107,0,74,850,6,0,0,0,0,11.1,133.42
128,14885,Jamie Collins Sr.,CLE,LB,16,0,0,0,0,0,0,0,0,4,1,1,1,8.3,132.7
129,19828,Sony Michel,NE,RB,13,0,0,0,931,6,7,50,0,0,0,0,0,10.2,132.1
130,18979,John Johnson III,LAR,SS,16,0,0,0,0,0,0,0,0,0,4,1,0,8.2,132
130,36,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,43,12,8,5,8.2,132
132,19837,Derwin James Jr.,LAC,SS,16,0,0,0,0,0,0,0,0,3.5,3,0,0,8.2,131.7
133,19832,Bradley Chubb,DEN,OLB,16,0,0,0,0,0,0,0,0,12,0,2,1,8.2,131.4
134,15854,Brett Maher,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,131
135,12247,Jason Pierre-Paul,TB,OLB,16,0,0,0,0,0,0,0,0,12.5,0,1,1,8.2,130.9
136,18375,Peyton Barber,TB,RB,16,0,0,0,871,5,20,92,1,0,0,0,0,8.1,130.3
137,17933,DeForest Buckner,SF,DT,16,0,0,0,0,0,0,0,0,12,0,0,1,8.1,130.2
138,1410,Robbie Gould,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,130
138,55,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,52,15,22,12,8.1,130
140,19562,Austin Ekeler,LAC,RB,14,0,0,0,554,3,39,404,3,0,0,0,0,9.3,129.8
141,13749,Chandler Jones,ARI,OLB,16,0,0,0,0,0,0,0,0,13,0,3,1,8.1,129.6
142,16467,Kyle Van Noy,NE,LB,16,0,0,0,0,0,0,0,0,3.5,1,1,2,8,127.9
143,11063,Emmanuel Sanders,DEN,WR,12,28,1,0,53,1,71,868,4,0,0,0,0,10.6,127.22
144,18927,Budda Baker,ARI,FS,14,0,0,0,0,0,0,0,0,2,0,1,2,9.1,127.05
145,14225,Tahir Whitehead,LV,OLB,16,0,0,0,0,0,0,0,0,0,1,1,0,7.9,127
146,16194,Jadeveon Clowney,HOU,DE,15,0,0,0,0,0,0,0,0,9,0,1,3,8.4,126.55
147,14860,Jordan Poyer,BUF,SS,16,0,0,0,0,0,0,0,0,2,4,1,1,7.9,126.5
148,18880,Chris Godwin,TB,WR,16,0,0,0,0,0,59,842,7,0,0,0,0,7.9,126.2
149,8534,Jared Cook,LV,TE,16,0,0,0,0,0,68,896,6,0,0,0,0,7.8,125.6
150,11940,Lorenzo Alexander,BUF,OLB,16,0,0,0,0,0,0,0,0,6.5,2,1,1,7.8,125.55
151,13338,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,12,0,1,1,7.8,125.2
152,17157,Todd Davis,DEN,ILB,16,0,0,0,0,0,0,0,0,0.5,1,0,0,7.8,125
153,15220,Alec Ogletree,NYG,ILB,13,0,0,0,0,0,0,0,0,1,5,0,0,9.6,124.8
154,549,Matt Prater,DET,K,16,8,1,0,0,0,0,0,0,0,0,0,0,7.8,124.32
155,14697,Greg Zuerlein,LAR,K,11,0,0,0,0,0,0,0,0,0,0,0,0,11.3,124
155,67,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,50,12,8,8,7.8,124
157,13721,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,10.5,0,1,1,7.7,123.65
158,14057,Danny Trevathan,CHI,ILB,16,0,0,0,0,0,0,0,0,2,2,1,1,7.7,123.6
159,19330,Nick Mullens,SF,QB,8,2277,13,10,-16,0,0,0,0,0,0,0,0,15.4,123.48
160,14461,Harrison Smith,MIN,SS,16,0,0,0,0,0,0,0,0,3,3,1,2,7.7,123.2
161,19891,Fred Warner,SF,ILB,16,0,0,0,0,0,0,0,0,0,0,1,1,7.7,122.5
162,49,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,44,17,15,10,7.6,122
163,13337,Mark Ingram II,NO,RB,12,0,0,0,645,6,21,170,1,0,0,0,0,10.1,121.5
164,3258,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121
164,90,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,43,12,20,14,7.6,121
166,5334,Wesley Woodyard,TEN,ILB,14,0,0,0,0,0,0,0,0,4.5,0,0,1,8.6,120.95
167,17967,Joe Schobert,CLE,ILB,13,0,0,0,0,0,0,0,0,3,1,2,2,9.3,120.8
168,14187,Alshon Jeffery,PHI,WR,13,0,0,0,0,0,65,843,6,0,0,0,0,9.3,120.3
169,14358,Akiem Hicks,CHI,DT,16,0,0,0,1,1,0,0,0,7.5,0,3,0,7.5,120.15
170,9196,Malcolm Jenkins,PHI,SS,16,0,0,0,0,0,0,0,0,1,1,3,1,7.5,120.1
171,3253,Sebastian Janikowski,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
171,17925,Myles Jack,JAX,OLB,16,0,0,0,0,0,0,0,0,2.5,1,1,1,7.5,120
171,97,Washington Commanders,WAS,DST,16,0,0,0,0,0,0,0,0,46,15,18,11,7.5,120
174,16127,Isaiah Crowell,NYJ,RB,13,0,0,0,685,6,21,152,0,0,0,0,0,9.2,119.7
175,11105,Kareem Jackson,HOU,SS,16,0,0,0,0,0,0,0,0,1,2,2,1,7.4,119.2
176,34,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,39,11,9,6,7.4,119
177,18879,Corey Davis,TEN,WR,16,0,0,0,55,0,65,891,4,0,0,0,0,7.4,118.6
178,16364,Anthony Hitchens,KC,LB,15,0,0,0,0,0,0,0,0,0,0,1,0,7.9,118.5
178,18956,Zach Cunningham,HOU,OLB,14,0,0,0,0,0,0,0,0,0,1,2,1,8.5,118.5
180,16797,T.J. Yeldon,JAX,RB,14,0,0,0,414,1,55,487,4,0,0,0,0,8.4,118.1
181,13166,Ryan Kerrigan,WAS,DE,16,0,0,0,0,0,0,0,0,13,0,2,1,7.3,117.55
182,52,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,37,11,7,7,7.3,117
183,5571,Larry Fitzgerald,ARI,WR,16,32,1,0,0,0,69,734,6,0,0,0,0,7.3,116.68
184,17961,Sterling Shepard,NYG,WR,16,0,0,0,33,0,66,872,4,0,0,0,0,7.3,116.5
185,17994,Kevin Byard,TEN,FS,16,66,1,0,0,0,0,0,0,2,4,0,0,7.3,116.44
186,13878,Mohamed Sanu Sr.,ATL,WR,16,5,1,0,44,0,66,838,4,0,0,0,0,7.3,116.4
187,19866,Justin Reid,HOU,SS,16,0,0,0,0,0,0,0,0,0,3,1,2,7.2,116
187,14,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,38,15,15,11,7.2,116
187,64,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,31,21,11,7,7.2,116
190,16473,Ha Ha Clinton-Dix,WAS,SS,16,0,0,0,0,0,0,0,0,1,3,2,1,7.2,115.5
191,19041,Jake Elliott,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
192,15226,Tyrann Mathieu,HOU,SS,16,0,0,0,0,0,0,0,0,3,2,0,1,7.1,114
192,19873,Jessie Bates III,CIN,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,7.1,114
194,16806,Eric Kendricks,MIN,ILB,14,0,0,0,0,0,0,0,0,1,2,1,1,8.1,113.7
195,16236,Cody Parkey,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
196,19763,Josh Rosen,ARI,QB,14,2278,11,14,138,0,0,0,0,0,0,0,0,8.1,112.92
197,17981,Jarran Reed,SEA,DT,16,0,0,0,0,0,0,0,0,10.5,0,0,2,7.1,112.9
198,13036,Justin Houston,KC,OLB,12,0,0,0,0,0,0,0,0,9,1,5,3,9.4,112.85
199,17290,Adam Humphries,TB,WR,16,0,0,0,11,0,76,816,5,0,0,0,0,7,112.7
200,19049,Anthony Walker,IND,ILB,15,0,0,0,0,0,0,0,0,1,1,0,1,7.5,112.1
201,8750,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
201,18872,Dalvin Cook,MIN,RB,11,0,0,0,615,2,40,305,2,0,0,0,0,10.2,112
201,84,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,38,13,8,7,7,112
204,16804,Benardrick McKinney,HOU,ILB,16,0,0,0,0,0,0,0,0,1.5,1,1,0,7,111.75
205,14867,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
206,3943,DeSean Jackson,TB,WR,12,0,0,0,29,1,41,774,4,0,0,0,0,9.2,110.3
207,28,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,52,8,13,7,6.9,110
208,15071,Latavius Murray,MIN,RB,16,0,0,0,578,6,22,141,0,0,0,0,0,6.9,109.9
209,19037,Matt Milano,BUF,OLB,13,0,0,0,0,0,0,0,0,1,3,0,3,8.4,109.3
210,11023,Carlos Dunlap II,CIN,DE,16,0,0,0,0,0,0,0,0,8,0,2,1,6.8,109.2
210,18926,Zay Jones,BUF,WR,16,0,0,0,0,0,56,652,7,0,0,0,0,6.8,109.2
212,37,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,36,16,21,12,6.8,109
213,11611,Golden Tate,PHI,WR,15,0,0,0,34,0,74,795,4,0,0,0,0,7.3,108.9
214,19004,Eddie Jackson,CHI,SS,14,0,0,0,0,0,0,0,0,1,6,1,1,7.7,108.2
215,69,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,49,12,19,12,6.8,108
216,18992,Dede Westbrook,JAX,WR,16,0,0,0,98,0,66,717,5,0,0,0,0,6.7,107.5
217,19822,Kerryon Johnson,DET,RB,10,0,0,0,641,3,32,213,1,0,0,0,0,10.7,107.4
218,15302,Bradley McDougald,SEA,SS,16,0,0,0,0,0,0,0,0,0,3,3,1,6.7,106.5
219,18187,Robby Anderson,NYJ,WR,14,0,0,0,-8,0,50,752,6,0,0,0,0,7.6,106.4
220,9994,Michael Bennett,PHI,DE,16,0,0,0,0,0,0,0,0,9,0,2,0,6.6,106.05
221,16093,C.J. Mosley,BAL,ILB,15,0,0,0,0,0,0,0,0,0.5,1,0,0,7,105.55
222,13816,Damon Harrison,DET,DT,17,0,0,0,0,0,0,0,0,3.5,0,2,1,6.2,105.5
223,12912,Jurrell Casey,TEN,DE,15,0,0,0,0,0,0,0,0,7,0,2,1,7,105.25
224,13941,Zach Brown,WAS,ILB,16,0,0,0,0,0,0,0,0,1,0,2,0,6.6,105
225,19287,Kenny Moore II,IND,CB,15,0,0,0,0,0,0,0,0,1.5,3,1,0,7,104.3
226,14975,Vince Williams,PIT,ILB,14,0,0,0,0,0,0,0,0,4.5,1,0,0,7.4,104.05
227,16791,Damarious Randall,CLE,CB,15,0,0,0,0,0,0,0,0,0,4,0,1,6.9,104
228,16862,Trey Flowers,NE,DE,15,0,0,0,0,0,0,0,0,7.5,0,2,0,6.9,103.8
229,18936,Raekwon McMillan,MIA,LB,16,0,0,0,0,0,0,0,0,0,0,2,1,6.5,103.5
230,12845,A.J. Green,CIN,WR,9,0,0,0,0,0,46,694,6,0,0,0,0,11.5,103.4
230,18909,Haason Reddick,ARI,OLB,16,0,0,0,0,0,0,0,0,4,0,1,0,6.5,103.4
232,16845,Jordan Hicks,PHI,ILB,12,0,0,0,0,0,0,0,0,3,0,0,1,8.6,103.2
232,18469,Brian Poole,ATL,CB,16,0,0,0,0,0,0,0,0,3,3,0,2,6.4,103.2
234,1,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,49,7,13,9,6.4,103
234,82,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,39,13,13,7,6.4,103
236,16887,Mike Davis,SEA,RB,15,0,0,0,514,4,34,214,1,0,0,0,0,6.9,102.8
237,13756,Nigel Bradham,PHI,ILB,15,0,0,0,0,0,0,0,0,2,0,0,1,6.8,102.4
238,19034,Damontae Kazee,ATL,SS,16,0,0,0,0,0,0,0,0,0,7,0,0,6.4,102
238,19844,DJ Moore,CAR,WR,16,0,0,0,172,0,55,788,2,0,0,0,0,6.4,102
240,16640,John Brown,BAL,WR,16,0,0,0,4,0,42,715,5,0,0,0,0,6.4,101.9
240,14385,Doug Martin,LV,RB,16,0,0,0,723,4,18,116,0,0,0,0,0,6.4,101.9
242,12708,Dion Lewis,TEN,RB,16,0,0,0,517,1,59,400,1,0,0,0,0,6.4,101.7
243,16781,Nelson Agholor,PHI,WR,16,15,0,0,32,0,64,736,4,0,0,0,0,6.3,101.4
244,3388,Matt Bryant,ATL,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.8,101
245,19870,Donte Jackson,CAR,CB,16,0,0,0,0,0,0,0,0,1,4,1,0,6.3,100.8
246,16552,Tre Boston,ARI,FS,14,0,0,0,0,0,0,0,0,0,3,1,1,7.2,100.5
247,16883,Za'Darius Smith,BAL,OLB,16,0,0,0,0,0,0,0,0,8.5,0,1,0,6.3,100.3
248,13961,Randy Bullock,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
248,8,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,37,17,17,15,6.2,100
248,11,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,43,7,9,7,6.2,100
251,12902,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,8,0,1,1,6.2,99.75
252,16724,Adrian Phillips,LAC,SS,16,0,0,0,0,0,0,0,0,0,1,1,0,6.2,99.5
253,16035,Malcolm Butler,TEN,CB,16,0,0,0,0,0,0,0,0,1,3,0,0,6.2,99.4
