Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
253,19815,Christian Kirk,ARI,WR,13,0,0,0,93,0,68,709,3,0,0,0,0,7.7,100.2
254,20149,Eddy Piñeiro,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
254,14867,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
256,13227,Randall Cobb,DAL,WR,15,0,0,0,11,0,55,828,3,0,0,1,0,6.7,99.9
256,17899,Erik Harris,LV,SS,16,0,0,0,4,0,0,0,0,0,3,0,0,6.2,99.9
258,19823,Royce Freeman,DEN,RB,16,0,0,0,496,3,43,256,1,0,0,0,0,6.2,99.2
259,17994,Kevin Byard,TEN,FS,16,0,0,0,0,0,1,11,0,0,5,0,0,6.2,99.1
260,4895,Thomas Davis Sr.,LAC,OLB,16,0,0,0,0,0,0,0,0,1,0,0,0,6.2,99.05
261,16432,Kyle Fuller,CHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,6.2,99
261,48,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,39,7,12,10,6.2,99
261,49,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,40,10,9,6,6.2,99
261,52,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,47,10,14,9,6.2,99
265,16902,Adrian Amos,GB,FS,16,0,0,0,0,0,0,0,0,1,2,0,0,6.2,98.9
266,18875,Jonathan Allen,WAS,DT,15,0,0,0,0,0,0,0,0,6,0,1,1,6.6,98.65
267,18918,Tre'Davious White,BUF,CB,15,0,0,0,0,0,0,0,0,1,6,1,0,6.6,98.4
268,21077,Diontae Johnson,PIT,WR,16,0,0,0,41,0,59,680,5,0,0,0,0,6.1,98.1
269,12594,Stephen Hauschka,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.1,98
270,16779,Marcus Peters,BAL,CB,16,0,0,0,0,0,0,0,0,0,5,0,1,6.1,97.5
271,18035,Nick Kwiatkoski,CHI,ILB,16,0,0,0,0,0,0,0,0,3,1,1,0,6.1,97.4
272,16496,Anthony Barr,MIN,OLB,14,0,0,0,0,0,0,0,0,1.5,1,1,1,7,97.3
273,14128,Melvin Ingram III,LAC,LB,13,0,0,0,0,0,0,0,0,7,1,0,1,7.5,97.05
274,19849,Terrell Edmunds,PIT,SS,16,0,0,0,0,0,0,0,0,0,0,0,0,6,96.5
275,14635,Mark Barron,PIT,ILB,15,0,0,0,0,0,0,0,0,3,1,0,1,6.4,96.1
276,15113,Jon Bostic,WAS,ILB,16,0,0,0,0,0,0,0,0,1,1,0,0,6,96
277,17975,Hunter Henry,LAC,TE,12,0,0,0,0,0,55,652,5,0,0,0,0,7.9,95.2
278,7243,Eric Weddle,LAR,FS,16,0,0,0,0,0,0,0,0,0,0,0,0,5.9,95
279,18902,Jabrill Peppers,NYG,SS,11,0,0,0,0,0,0,0,0,0,1,3,0,8.6,94.75
280,18331,Chris Jones,KC,NT,13,0,0,0,0,0,0,0,0,9,0,1,1,7.3,94.5
281,19172,Zach Pascal,IND,WR,16,0,0,0,16,0,41,607,5,0,0,0,0,5.9,94.3
282,11414,Everson Griffen,MIN,DE,15,0,0,0,0,0,0,0,0,8,1,0,0,6.3,94.1
283,2,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,28,12,17,7,5.9,94
284,16473,Ha Ha Clinton-Dix,CHI,SS,16,0,0,0,0,0,0,0,0,0,2,0,2,5.8,93.5
285,18316,Mike Hilton,PIT,CB,16,0,0,0,0,0,0,0,0,1.5,1,1,1,5.8,93
286,16194,Jadeveon Clowney,SEA,DE,13,0,0,0,0,0,0,0,0,3,1,4,2,7.1,92.9
287,16366,DeMarcus Lawrence,DAL,DE,16,0,0,0,0,0,0,0,0,5,0,2,2,5.8,92.4
287,20778,Dre Greenlaw,SF,OLB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.8,92.4
289,17145,Neville Hewitt,NYJ,ILB,12,0,0,0,0,0,0,0,0,3,2,0,0,7.7,92.3
290,15186,A.J. Klein,NO,OLB,15,0,0,0,0,0,0,0,0,2.5,1,1,1,6.1,92.2
291,97,Washington Commanders,WAS,DST,16,0,0,0,0,0,0,0,0,46,13,16,9,5.8,92
292,13022,Von Miller,DEN,OLB,15,0,0,0,0,0,0,0,0,8,0,0,0,6.1,91.75
293,18032,Tyler Higbee,LAR,TE,15,0,0,0,0,0,69,734,3,0,0,0,0,6.1,91.4
294,19989,Daniel Carlson,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.7,91
294,5,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,53,14,8,7,5.7,91
296,20956,Montez Sweat,WAS,DE,16,0,0,0,0,0,0,0,0,7,0,2,0,5.7,90.8
297,18992,Dede Westbrook,JAX,WR,15,0,0,0,27,0,66,660,3,0,0,0,0,6,90.7
298,11932,LeSean McCoy,KC,RB,13,0,0,0,465,4,28,181,1,0,0,0,0,7,90.6
298,16364,Anthony Hitchens,KC,LB,15,0,0,0,0,0,0,0,0,2,0,1,0,6,90.6
300,16497,Teddy Bridgewater,NO,QB,9,1384,9,2,31,0,0,0,0,0,0,0,0,10.1,90.46
301,16769,Vic Beasley Jr.,ATL,OLB,16,0,0,0,0,0,0,0,0,8,0,2,0,5.6,90.4
302,20102,Levi Wallace,BUF,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.6,90
302,13,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,31,12,13,10,5.6,90
304,18208,James Burgess Jr.,NYJ,ILB,10,0,0,0,0,0,0,0,0,0.5,1,1,1,9,89.95
305,7383,Terrell Suggs,KC,DE,15,0,0,0,0,0,0,0,0,6.5,0,4,1,6,89.75
306,19865,James Washington,PIT,WR,15,0,0,0,0,0,44,735,3,0,0,0,0,6,89.5
307,13731,Mychal Kendricks,SEA,OLB,14,0,0,0,0,0,0,0,0,3,1,1,0,6.4,89.4
308,20994,Mack Wilson,CLE,OLB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.6,89.3
309,11105,Kareem Jackson,DEN,SS,13,0,0,0,0,0,0,0,0,0,2,1,0,6.8,89
310,11382,Ndamukong Suh,TB,NT,16,0,0,0,0,0,0,0,0,2.5,0,0,4,5.5,88.7
311,18321,Jarrod Wilson,JAX,FS,16,0,0,0,0,0,0,0,0,0,2,1,0,5.5,88.5
311,16808,Eric Rowe,MIA,SS,16,0,0,0,0,0,0,0,0,0,1,1,0,5.5,88.5
311,16520,Ricardo Allen,ATL,FS,16,0,0,0,0,0,0,0,0,0,2,0,0,5.5,88.5
314,16813,Jordan Phillips,BUF,DE,16,0,0,0,0,0,0,0,0,9.5,0,1,0,5.5,88.15
315,19892,Carlton Davis III,TB,CB,14,0,0,0,0,0,0,0,0,0,1,1,1,6.3,88
316,20788,Mecole Hardman,KC,WR,16,0,0,0,17,0,26,538,6,0,0,0,0,5.5,87.5
316,17187,Anthony Harris,MIN,FS,14,0,0,0,0,0,0,0,0,0,6,0,1,6.2,87.5
318,15197,Kenny Vaccaro,TEN,SS,16,0,0,0,0,0,0,0,0,1,1,0,0,5.4,87.1
319,14583,Bruce Irvin,CAR,OLB,13,0,0,0,0,0,0,0,0,8.5,0,1,1,6.7,87.05
320,20888,Byron Murphy Jr.,ARI,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,5.4,87
320,8,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,38,14,10,6,5.4,87
322,16929,David Mayo,NYG,OLB,16,0,0,0,0,0,0,0,0,2,0,0,1,5.4,86.85
323,19863,Dallas Goedert,PHI,TE,15,0,0,0,0,0,58,607,5,0,0,0,0,5.8,86.7
324,16003,Sammy Watkins,KC,WR,14,0,0,0,12,0,52,673,3,0,0,0,0,6.2,86.5
324,14412,Jackrabbit Jenkins,NO,CB,15,0,0,0,0,0,0,0,0,0,5,0,0,5.8,86.5
326,19070,Chuck Clark,BAL,SS,16,0,0,0,0,0,0,0,0,1,1,2,0,5.4,86.3
327,11276,Sean Lee,DAL,OLB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.4,86.2
328,19084,Xavier Woods,DAL,FS,15,0,0,0,0,0,0,0,0,0,2,2,1,5.7,86
328,18735,Sam Ficken,NYJ,K,15,0,0,0,0,0,0,0,0,0,0,0,0,5.7,86
328,21542,Chase McLaughlin,IND,K,11,0,0,0,0,0,0,0,0,0,0,0,0,7.8,86
328,19565,Younghoe Koo,ATL,K,8,0,0,0,0,0,0,0,0,0,0,0,0,10.8,86
332,18061,DeAndre Washington,LV,RB,16,0,0,0,387,3,36,292,0,0,0,0,0,5.4,85.9
333,18807,Myles Garrett,CLE,DE,10,0,0,0,0,0,0,0,0,10,0,1,0,8.6,85.8
334,14894,Sheldon Richardson,CLE,DT,16,0,0,0,0,0,0,0,0,3,0,3,0,5.4,85.7
335,20239,Gus Edwards,BAL,RB,16,0,0,0,711,2,7,45,0,0,0,0,0,5.4,85.6
336,18953,Chidobe Awuzie,DAL,CB,16,0,0,0,0,0,0,0,0,0,1,0,1,5.3,85.5
337,19904,Ronnie Harrison Jr.,JAX,SS,14,0,0,0,0,0,0,0,0,2,2,0,1,6.1,85.1
338,16763,Marcus Mariota,TEN,QB,7,1203,7,2,129,0,0,0,0,0,0,0,0,12.1,85.02
339,19839,Jaire Alexander,GB,CB,16,0,0,0,0,0,0,0,0,0,2,1,1,5.3,85
339,20204,Charvarius Ward,KC,CB,16,0,0,0,0,0,0,0,0,0,2,1,0,5.3,85
339,19853,Mike Gesicki,MIA,TE,16,0,0,0,0,0,51,570,5,0,0,0,0,5.3,85
339,17916,William Fuller V,HOU,WR,11,0,0,0,0,0,49,670,3,0,0,0,0,7.7,85
343,19003,Tarik Cohen,CHI,RB,16,0,0,0,213,0,79,456,3,0,0,0,0,5.3,84.9
344,611,Joe Flacco,DEN,QB,8,1822,6,5,20,0,0,0,0,0,0,0,0,10.6,84.88
345,17961,Sterling Shepard,NYG,WR,10,0,0,0,72,0,57,576,3,0,0,0,0,8.5,84.8
345,18975,Jourdan Lewis,DAL,CB,16,0,0,0,0,0,0,0,0,4,2,0,1,5.3,84.8
347,10978,Devin McCourty,NE,SS,16,0,0,0,0,0,0,0,0,0,5,2,1,5.3,84.5
347,20924,Hunter Renfrow,LV,WR,13,0,0,0,0,0,49,605,4,0,0,0,0,6.5,84.5
349,17943,Shaq Lawson,BUF,DE,15,0,0,0,0,0,0,0,0,6.5,0,1,0,5.6,84.45
350,15534,Adam Thielen,MIN,WR,10,0,0,0,6,1,30,418,6,0,0,0,0,8.4,84.4
350,15220,Alec Ogletree,NYG,ILB,13,0,0,0,0,0,0,0,0,1,1,0,0,6.5,84.4
352,15302,Bradley McDougald,SEA,SS,15,0,0,0,0,0,0,0,0,0.5,2,1,1,5.6,84.35
353,19319,Matt Breida,SF,RB,13,0,0,0,623,1,19,120,1,0,0,0,0,6.5,84.3
354,18943,Ryan Anderson,WAS,OLB,16,0,0,0,0,0,0,0,0,4,0,5,2,5.3,84.2
355,19866,Justin Reid,HOU,SS,15,0,0,0,0,0,0,0,0,0,2,0,1,5.6,84
355,84,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,30,11,5,4,5.2,84
357,17947,Kenny Clark,GB,NT,16,0,0,0,0,0,0,0,0,6,0,1,0,5.2,83.65
358,15136,Micah Hyde,BUF,S,16,0,0,0,0,0,0,0,0,0,1,2,1,5.2,83.5
358,14419,Rodney McLeod,PHI,FS,16,0,0,0,0,0,0,0,0,1,2,2,0,5.2,83.5
360,18911,Derek Barnett,PHI,DE,14,0,0,0,0,0,0,0,0,6.5,0,2,0,6,83.35
361,17992,James Bradberry,CAR,CB,15,0,0,0,0,0,0,0,0,1,3,0,0,5.6,83.3
362,19238,Taysom Hill,NO,QB,16,55,0,0,156,1,19,234,6,0,0,0,0,5.2,83.2
363,19287,Kenny Moore II,IND,CB,11,0,0,0,0,0,0,0,0,2.5,2,0,1,7.5,83
364,9051,Clay Matthews,LAR,OLB,13,0,0,0,0,0,0,0,0,8,0,2,0,6.4,82.85
365,16552,Tre Boston,CAR,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,5.2,82.5
365,13479,Richard Sherman,SF,CB,15,0,0,0,0,0,0,0,0,0,3,0,0,5.5,82.5
367,12247,Jason Pierre-Paul,TB,OLB,10,0,0,0,0,0,0,0,0,8.5,0,2,0,8.2,82.2
368,18937,Marcus Williams,NO,SS,15,0,0,0,0,0,0,0,0,0,4,1,0,5.5,82
368,75,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,36,10,9,6,5.1,82
370,16888,Damien Wilson,KC,LB,16,0,0,0,0,0,0,0,0,1.5,0,1,0,5.1,81.95
371,5820,Frank Gore,BUF,RB,16,0,0,0,599,2,13,100,0,0,0,0,0,5.1,81.9
372,13181,Mario Addison,CAR,DE,15,0,0,0,0,0,0,0,0,9.5,0,2,0,5.5,81.85
373,18909,Haason Reddick,ARI,OLB,16,0,0,0,0,0,0,0,0,1,0,0,1,5.1,81.5
374,19004,Eddie Jackson,CHI,SS,16,0,0,0,0,0,0,0,0,1,2,1,1,5.1,81.1
375,16772,Trae Waynes,MIN,CB,14,0,0,0,0,0,0,0,0,0,1,2,1,5.8,81
376,16319,Shelby Harris,DEN,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,5,80.8
377,18952,Larry Ogunjobi,CLE,DT,15,0,0,0,0,0,0,0,0,5.5,0,0,0,5.4,80.5
378,19016,Samson Ebukam,LAR,OLB,16,0,0,0,0,0,0,0,0,4.5,0,1,2,5,80.2
379,14005,T.Y. Hilton,IND,WR,10,0,0,0,0,0,45,501,5,0,0,0,0,8,80.1
379,15196,Kenny Stills,HOU,WR,13,0,0,0,0,0,40,561,4,0,0,0,0,6.2,80.1
381,18469,Brian Poole,NYJ,CB,14,0,0,0,0,0,0,0,0,0,1,1,0,5.7,80
381,19954,Jordan Whitehead,TB,SS,14,0,0,0,0,0,0,0,0,0,1,0,1,5.7,80
381,11,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,28,7,17,12,5,80
384,18480,Patrick Onwuasor,BAL,OLB,14,0,0,0,0,0,0,0,0,3,0,1,0,5.7,79.8
385,18012,Jordan Jenkins,NYJ,OLB,14,0,0,0,0,0,0,0,0,8,0,2,0,5.7,79.7
386,17037,Justin Coleman,DET,CB,16,0,0,0,0,0,0,0,0,0,1,3,1,5,79.5
387,14187,Alshon Jeffery,PHI,WR,10,0,0,0,2,1,43,490,4,0,0,0,0,7.9,79.2
388,13721,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,3.5,0,3,1,4.9,79.15
389,16420,Trent Murphy,BUF,DE,16,0,0,0,0,0,0,0,0,5,1,2,2,4.9,78.7
390,9906,Danny Amendola,DET,WR,15,19,1,0,0,0,62,678,1,0,0,0,0,5.2,78.56
391,19310,Nicholas Morrow,LV,OLB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.9,78
392,19102,Ifeadi Odenigbo,MIN,DE,14,0,0,0,0,0,0,0,0,7,0,1,2,5.6,77.7
393,18913,Jarrad Davis,DET,ILB,11,0,0,0,0,0,0,0,0,2,0,1,2,7,77.5
394,11940,Lorenzo Alexander,BUF,OLB,16,0,0,0,0,0,0,0,0,2,0,1,0,4.8,77.3
395,14743,Lawrence Guy,NE,DE,16,0,0,0,0,0,0,0,0,3,1,0,2,4.8,77.1
396,19034,Damontae Kazee,ATL,SS,16,0,0,0,0,0,0,0,0,0,3,1,0,4.8,77
396,3258,Adam Vinatieri,IND,K,12,0,0,0,0,0,0,0,0,0,0,0,0,6.4,77
398,722,Jason Witten,DAL,TE,16,0,0,0,0,0,63,529,4,0,0,0,0,4.8,76.9
399,20795,Dwayne Haskins,WAS,QB,9,1365,7,7,101,0,0,0,0,0,0,0,0,8.5,76.7
400,15247,Darren Fells,HOU,TE,16,0,0,0,0,0,34,341,7,0,0,0,0,4.8,76.1
401,21052,Brian Burns,CAR,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,1,4.7,75.9
402,19864,Anthony Miller,CHI,WR,16,0,0,0,-1,0,52,656,2,0,0,0,0,4.7,75.5
402,15151,Xavier Rhodes,MIN,CB,15,0,0,0,0,0,0,0,0,0,0,2,0,5,75.5
402,16568,Brandin Cooks,LAR,WR,14,0,0,0,52,0,42,583,2,0,0,0,0,5.4,75.5
402,17955,Vernon Hargreaves III,HOU,CB,15,0,0,0,0,0,0,0,0,0,1,0,1,5,75.5
406,19886,Lorenzo Carter,NYG,OLB,15,0,0,0,0,0,0,0,0,4.5,0,1,0,5,75.45
407,12912,Jurrell Casey,TEN,DE,14,0,0,0,0,0,0,0,0,5,0,1,2,5.4,75.2
408,19822,Kerryon Johnson,DET,RB,8,0,0,0,403,3,10,127,1,0,0,0,0,9.4,75
409,9994,Michael Bennett,DAL,DE,15,0,0,0,0,0,0,0,0,6.5,0,0,0,5,74.95
410,13275,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,39,367,6,0,0,0,0,4.7,74.7
411,19062,Desmond King II,LAC,FS,15,0,0,0,0,0,0,0,0,2.5,0,1,1,4.9,74.2
411,20912,Tony Pollard,DAL,RB,15,0,0,0,455,2,15,107,1,0,0,0,0,4.9,74.2
411,21192,Nik Needham,MIA,CB,12,0,0,0,0,0,0,0,0,1,2,1,0,6.2,74.2
414,14057,Danny Trevathan,CHI,ILB,9,0,0,0,0,0,0,0,0,1,0,1,0,8.2,74.1
414,14917,Rex Burkhead,NE,RB,13,0,0,0,302,3,27,279,0,0,0,0,0,5.7,74.1
416,15359,Rashaan Melvin,DET,CB,13,0,0,0,0,0,0,0,0,0,0,0,0,5.7,74
417,20897,Bobby Okereke,IND,ILB,16,0,0,0,0,0,0,0,0,1,0,2,1,4.6,73.2
417,21050,Sean Murphy-Bunting,TB,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,4.6,73.2
419,20968,Drue Tranquill,LAC,ILB,15,0,0,0,0,0,0,0,0,0,0,0,0,4.9,73
420,20039,Boston Scott,PHI,RB,11,0,0,0,245,5,24,204,0,0,0,0,0,6.6,72.9
421,13415,Patrick Peterson,ARI,CB,10,0,0,0,0,0,0,0,0,1,2,1,0,7.3,72.8
422,18017,Javon Hargrave,PIT,DT,16,0,0,0,0,0,0,0,0,4,0,1,0,4.5,72.65
423,17006,Darryl Roberts,NYJ,CB,13,0,0,0,0,0,0,0,0,0,1,0,0,5.6,72.5
423,19835,Marcus Davenport,NO,DE,13,0,0,0,0,0,0,0,0,6,0,3,0,5.6,72.5
425,18879,Corey Davis,TEN,WR,15,0,0,0,0,0,43,601,2,0,0,0,0,4.8,72.1
426,14397,Michael Brockers,LAR,DL,16,0,0,0,0,0,0,0,0,3,0,0,0,4.5,72.05
427,13894,Tashaun Gipson Sr.,HOU,FS,14,0,0,0,0,0,0,0,0,0,3,0,0,5.1,72
427,20766,C.J. Gardner-Johnson,NO,SS,16,0,0,0,0,0,0,0,0,0,1,1,1,4.5,72
429,16791,Damarious Randall,CLE,CB,11,0,0,0,0,0,0,0,0,2.5,0,0,0,6.5,71.8
429,16790,Phillip Dorsett II,NE,WR,14,0,0,0,21,0,29,397,5,0,0,0,0,5.1,71.8
429,18991,Vince Biegel,MIA,LB,13,0,0,0,0,0,0,0,0,2.5,1,0,0,5.5,71.8
432,1658,Greg Olsen,CAR,TE,14,0,0,0,0,0,52,597,2,0,0,0,0,5.1,71.7
433,14059,Derek Wolfe,DEN,DE,12,0,0,0,0,0,0,0,0,7,0,1,0,6,71.6
434,16143,K'Waun Williams,SF,CB,15,0,0,0,0,0,0,0,0,1,2,3,0,4.8,71.55
435,15988,Ross Cockrell,CAR,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.1,71.5
435,17944,Vernon Butler,CAR,DT,14,0,0,0,0,0,0,0,0,6,0,3,0,5.1,71.5
435,16809,Denzel Perryman,LAC,ILB,14,0,0,0,0,0,0,0,0,0,1,1,0,5.1,71.5
435,16678,Jimmie Ward,SF,FS,13,0,0,0,0,0,0,0,0,1,0,0,0,5.5,71.5
439,11612,Earl Thomas III,BAL,FS,15,0,0,0,0,0,0,0,0,2,2,1,1,4.7,71.2
439,18883,JuJu Smith-Schuster,PIT,WR,12,0,0,0,0,0,42,552,3,0,0,0,0,5.9,71.2
441,19868,Isaiah Oliver,ATL,CB,16,0,0,0,0,0,0,0,0,0,0,1,0,4.4,71
441,21001,Rock Ya-Sin,IND,CB,15,0,0,0,0,0,0,0,0,0,1,0,1,4.7,71
441,18645,Aldrick Rosas,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,4.4,71
441,20753,Noah Fant,DEN,TE,16,0,0,0,-12,0,40,562,3,0,0,0,0,4.4,71
445,14974,Nick Williams,CHI,DT,16,0,0,0,0,0,0,0,0,6,0,0,2,4.4,70.8
445,19919,Chase Edmonds,ARI,RB,13,0,0,0,303,4,12,105,1,0,0,0,0,5.4,70.8
447,19838,Leighton Vander Esch,DAL,OLB,9,0,0,0,0,0,0,0,0,0.5,0,1,0,7.9,70.7
448,20460,Tre Herndon,JAX,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,4.4,70.5
449,19053,Davon Godchaux,MIA,NT,16,0,0,0,0,0,0,0,0,2,0,0,0,4.4,70.45
450,20959,Jahlani Tavai,DET,ILB,15,0,0,0,0,0,0,0,0,2,1,1,0,4.7,70.4
451,12955,J.J. Watt,HOU,DE,8,0,0,0,0,0,0,0,0,4,0,1,2,8.8,70.35
452,20965,Juan Thornhill,KC,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,4.4,70
452,15478,A.J. Bouye,JAX,CB,14,0,0,0,0,0,0,0,0,0,1,0,0,5,70
452,19028,Montae Nicholson,WAS,SS,13,0,0,0,0,0,0,0,0,0,2,0,2,5.4,70
452,18986,Shaquill Griffin,SEA,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,5,70
452,17995,Carl Nassib,TB,DE,14,0,0,0,0,0,0,0,0,6,0,1,1,5,70
452,20757,Clelin Ferrell,LV,DE,15,0,0,0,0,0,0,0,0,4.5,0,0,1,4.7,70
452,83,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,32,9,9,6,4.4,70
459,18990,Jonnu Smith,TEN,TE,16,0,0,0,78,0,35,439,3,0,0,0,0,4.4,69.7
460,16407,Bashaud Breeland,KC,CB,16,0,0,0,0,0,0,0,0,0,2,0,2,4.3,69.5
460,21400,Steven Sims,WAS,WR,16,0,0,0,85,1,34,310,4,0,0,0,0,4.3,69.5
460,16859,Steven Nelson,PIT,CB,15,0,0,0,0,0,0,0,0,0,1,0,1,4.6,69.5
460,18905,Marshon Lattimore,NO,CB,14,0,0,0,0,0,0,0,0,0,1,0,0,5,69.5
460,18007,Daryl Worley,LV,CB,15,0,0,0,0,0,0,0,0,0,1,0,1,4.6,69.5
465,14904,John Simon,NE,DE,16,0,0,0,0,0,0,0,0,4,1,1,0,4.3,69.4
466,19830,Denzel Ward,CLE,CB,12,0,0,0,0,0,0,0,0,0,2,0,1,5.8,69
467,18047,Demarcus Robinson,KC,WR,16,0,0,0,0,0,32,449,4,0,0,0,0,4.3,68.9
468,15602,Jack Doyle,IND,TE,16,0,0,0,0,0,43,448,4,0,0,0,0,4.3,68.8
469,18939,Marcus Maye,NYJ,FS,16,0,0,0,0,0,0,0,0,0,1,0,0,4.3,68.5
470,19273,Eric Wilson,MIN,OLB,16,0,0,0,0,0,0,0,0,3,0,0,0,4.3,68.4
470,20898,Ed Oliver,BUF,DT,16,0,0,0,0,0,0,0,0,5,0,1,0,4.3,68.4
472,21107,Darnell Savage,GB,SS,14,0,0,0,0,0,0,0,0,0,2,2,0,4.9,68
472,20859,Drew Lock,DEN,QB,5,1020,7,3,72,0,0,0,0,0,0,0,0,13.6,68
474,17925,Myles Jack,JAX,OLB,11,0,0,0,0,0,0,0,0,0.5,1,0,0,6.2,67.9
475,19318,Kendrick Bourne,SF,WR,16,0,0,0,0,0,30,358,5,0,0,0,0,4.2,67.8
475,20145,Allen Lazard,GB,WR,12,0,0,0,21,0,35,477,3,0,0,0,0,5.6,67.8
477,2760,Brandon Carr,BAL,CB,16,0,0,0,0,0,0,0,0,2,0,0,0,4.2,67.5
478,16312,T.J. Carrie,CLE,CB,16,0,0,0,0,0,0,0,0,1,1,1,1,4.2,67.3
478,19799,Rashaad Penny,SEA,RB,10,0,0,0,370,3,8,83,1,0,0,0,0,6.7,67.3
480,17958,Emmanuel Ogbah,KC,DE,10,0,0,0,0,0,0,0,0,5.5,0,1,0,6.7,67.25
481,20991,Khari Willis,IND,SS,14,0,0,0,0,0,0,0,0,0,0,0,0,4.8,67
481,18881,John Ross,CIN,WR,8,0,0,0,4,0,28,506,3,0,0,0,0,8.4,67
481,1,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,40,7,20,10,4.2,67
481,7,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,31,11,9,5,4.2,67
485,13756,Nigel Bradham,PHI,ILB,12,0,0,0,0,0,0,0,0,0,1,0,1,5.5,66.5
485,20915,Germaine Pratt,CIN,ILB,16,0,0,0,0,0,0,0,0,0,0,0,0,4.2,66.5
487,18545,Brennan Scarlett,HOU,OLB,15,0,0,0,0,0,0,0,0,3.5,0,2,0,4.4,66.45
488,16773,Danny Shelton,NE,DT,16,0,0,0,0,0,0,0,0,3,0,1,0,4.2,66.4
489,14975,Vince Williams,PIT,ILB,14,0,0,0,0,0,0,0,0,2.5,0,0,0,4.7,65.8
490,18938,Dalvin Tomlinson,NYG,NT,16,0,0,0,0,0,0,0,0,3.5,0,1,0,4.1,65.7
490,18083,D.J. Reader,HOU,NT,15,0,0,0,0,0,0,0,0,2.5,0,0,0,4.4,65.7
492,15576,Jeff Heath,DAL,SS,13,0,0,0,0,0,0,0,0,0,0,0,0,5,65.5
492,16283,Bradley Roby,HOU,CB,10,0,0,0,0,0,0,0,0,1,2,1,0,6.6,65.5
494,18912,Evan Engram,NYG,TE,8,0,0,0,7,0,44,467,3,0,0,0,0,8.2,65.4
495,18960,Tanoh Kpassagnon,KC,DE,16,0,0,0,0,0,0,0,0,4,0,1,1,4.1,65.2
496,13878,Mohamed Sanu Sr.,NE,WR,15,0,0,0,11,0,59,520,2,0,0,0,0,4.3,65.1
497,16128,Pierre Desir,IND,CB,12,0,0,0,0,0,0,0,0,0,3,0,0,5.4,65
498,16303,Daniel Sorensen,KC,FS,16,0,0,0,0,0,0,0,0,0,2,0,0,4,64.5
498,21020,DeAndre Baker,NYG,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,4,64.5
500,18944,Kareem Hunt,CLE,RB,8,0,0,0,179,2,37,285,1,0,0,0,0,8,64.4
501,16141,Willie Snead IV,BAL,WR,16,0,0,0,2,0,31,339,5,0,0,0,0,4,64.1
502,18930,Tyus Bowser,BAL,OLB,16,0,0,0,0,0,0,0,0,5,0,1,1,4,64
502,14985,Ryan Griffin,NYJ,TE,13,0,0,0,0,0,34,320,5,0,0,0,0,4.9,64
502,13018,Chris Harris Jr.,DEN,CB,16,0,0,0,0,0,0,0,0,0,1,1,0,4,64
505,15067,D.J. Hayden,JAX,CB,15,0,0,0,0,0,0,0,0,2,0,1,1,4.2,63.7
506,14918,Tyler Eifert,CIN,TE,16,0,0,0,0,0,43,436,3,0,0,0,0,4,63.6
507,13135,Prince Amukamara,CHI,CB,15,0,0,0,0,0,0,0,0,0,0,1,1,4.2,63.5
